Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Poradie na hlasovacom lístku,Meno,Priezvisko,Počet platných hlasov,Podiel platných hlasov v %,Poznámka
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501875,Sap,8,Igor,Matovič,0,0,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501875,Sap,9,Milan,Náhlik,0,0,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501875,Sap,10,Peter,Pellegrini,32,17.58,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501875,Sap,11,Róbert,Švec,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501905,Šamorín,1,Andrej,Danko,6,0.11,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501905,Šamorín,2,Patrik,Dubovský,38,0.73,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501905,Šamorín,3,Krisztián,Forró,999,19.43,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501905,Šamorín,4,Štefan,Harabin,374,7.27,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501905,Šamorín,5,Ivan,Korčok,2460,47.85,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501905,Šamorín,6,Marian,Kotleba,11,0.21,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501905,Šamorín,7,Ján,Kubiš,58,1.12,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501905,Šamorín,8,Igor,Matovič,119,2.31,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501905,Šamorín,9,Milan,Náhlik,2,0.03,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501905,Šamorín,10,Peter,Pellegrini,1073,20.87,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501905,Šamorín,11,Róbert,Švec,1,0.01,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501913,Štvrtok na Ostrove,1,Andrej,Danko,1,0.17,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501913,Štvrtok na Ostrove,2,Patrik,Dubovský,2,0.35,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501913,Štvrtok na Ostrove,3,Krisztián,Forró,140,24.95,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501913,Štvrtok na Ostrove,4,Štefan,Harabin,54,9.62,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501913,Štvrtok na Ostrove,5,Ivan,Korčok,226,40.28,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501913,Štvrtok na Ostrove,6,Marian,Kotleba,1,0.17,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501913,Štvrtok na Ostrove,7,Ján,Kubiš,7,1.24,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501913,Štvrtok na Ostrove,8,Igor,Matovič,15,2.67,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501913,Štvrtok na Ostrove,9,Milan,Náhlik,0,0,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501913,Štvrtok na Ostrove,10,Peter,Pellegrini,115,20.49,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501913,Štvrtok na Ostrove,11,Róbert,Švec,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501921,Topoľníky,1,Andrej,Danko,1,0.12,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501921,Topoľníky,2,Patrik,Dubovský,3,0.38,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501921,Topoľníky,3,Krisztián,Forró,428,54.45,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501921,Topoľníky,4,Štefan,Harabin,43,5.47,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501921,Topoľníky,5,Ivan,Korčok,96,12.21,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501921,Topoľníky,6,Marian,Kotleba,1,0.12,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501921,Topoľníky,7,Ján,Kubiš,6,0.76,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501921,Topoľníky,8,Igor,Matovič,18,2.29,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501921,Topoľníky,9,Milan,Náhlik,0,0,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501921,Topoľníky,10,Peter,Pellegrini,190,24.17,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501921,Topoľníky,11,Róbert,Švec,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,1,Andrej,Danko,1,0.21,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,2,Patrik,Dubovský,1,0.21,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,3,Krisztián,Forró,276,57.98,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,4,Štefan,Harabin,16,3.36,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,5,Ivan,Korčok,71,14.91,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,6,Marian,Kotleba,1,0.21,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,7,Ján,Kubiš,3,0.63,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,8,Igor,Matovič,4,0.84,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,9,Milan,Náhlik,0,0,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,10,Peter,Pellegrini,103,21.63,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555576,Trhová Hradská,11,Róbert,Švec,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,1,Andrej,Danko,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,2,Patrik,Dubovský,2,1.04,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,3,Krisztián,Forró,64,33.33,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,4,Štefan,Harabin,9,4.68,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,5,Ivan,Korčok,65,33.85,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,6,Marian,Kotleba,0,0,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,7,Ján,Kubiš,0,0,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,8,Igor,Matovič,6,3.12,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,9,Milan,Náhlik,1,0.52,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,10,Peter,Pellegrini,44,22.91,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501956,Trnávka,11,Róbert,Švec,1,0.52,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,1,Andrej,Danko,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,2,Patrik,Dubovský,1,0.49,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,3,Krisztián,Forró,90,44.55,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,4,Štefan,Harabin,12,5.94,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,5,Ivan,Korčok,57,28.21,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,6,Marian,Kotleba,1,0.49,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,7,Ján,Kubiš,1,0.49,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,8,Igor,Matovič,5,2.47,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,9,Milan,Náhlik,0,0,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,10,Peter,Pellegrini,35,17.32,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501964,Trstená na Ostrove,11,Róbert,Švec,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Veľká Paka,1,Andrej,Danko,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Veľká Paka,2,Patrik,Dubovský,1,0.22,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Veľká Paka,3,Krisztián,Forró,52,11.73,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Veľká Paka,4,Štefan,Harabin,53,11.96,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Veľká Paka,5,Ivan,Korčok,219,49.43,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Veľká Paka,6,Marian,Kotleba,3,0.67,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Veľká Paka,7,Ján,Kubiš,9,2.03,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Veľká Paka,8,Igor,Matovič,9,2.03,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Veľká Paka,9,Milan,Náhlik,0,0,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Veľká Paka,10,Peter,Pellegrini,96,21.67,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501972,Veľká Paka,11,Róbert,Švec,1,0.22,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Veľké Blahovo,1,Andrej,Danko,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Veľké Blahovo,2,Patrik,Dubovský,2,0.55,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Veľké Blahovo,3,Krisztián,Forró,154,42.77,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Veľké Blahovo,4,Štefan,Harabin,32,8.88,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Veľké Blahovo,5,Ivan,Korčok,68,18.88,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Veľké Blahovo,6,Marian,Kotleba,0,0,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Veľké Blahovo,7,Ján,Kubiš,1,0.27,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Veľké Blahovo,8,Igor,Matovič,11,3.05,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Veľké Blahovo,9,Milan,Náhlik,0,0,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Veľké Blahovo,10,Peter,Pellegrini,91,25.27,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501981,Veľké Blahovo,11,Róbert,Švec,1,0.27,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Veľké Dvorníky,1,Andrej,Danko,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Veľké Dvorníky,2,Patrik,Dubovský,2,0.68,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Veľké Dvorníky,3,Krisztián,Forró,127,43.79,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Veľké Dvorníky,4,Štefan,Harabin,19,6.55,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Veľké Dvorníky,5,Ivan,Korčok,62,21.37,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Veľké Dvorníky,6,Marian,Kotleba,0,0,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Veľké Dvorníky,7,Ján,Kubiš,1,0.34,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Veľké Dvorníky,8,Igor,Matovič,9,3.1,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Veľké Dvorníky,9,Milan,Náhlik,0,0,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Veľké Dvorníky,10,Peter,Pellegrini,70,24.13,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555673,Veľké Dvorníky,11,Róbert,Švec,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Veľký Meder,1,Andrej,Danko,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Veľký Meder,2,Patrik,Dubovský,3,0.17,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Veľký Meder,3,Krisztián,Forró,679,39.89,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Veľký Meder,4,Štefan,Harabin,73,4.28,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Veľký Meder,5,Ivan,Korčok,366,21.5,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Veľký Meder,6,Marian,Kotleba,7,0.41,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Veľký Meder,7,Ján,Kubiš,13,0.76,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Veľký Meder,8,Igor,Matovič,61,3.58,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Veľký Meder,9,Milan,Náhlik,1,0.05,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Veľký Meder,10,Peter,Pellegrini,499,29.31,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501522,Veľký Meder,11,Róbert,Švec,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,1,Andrej,Danko,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,2,Patrik,Dubovský,1,0.62,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,3,Krisztián,Forró,60,37.5,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,4,Štefan,Harabin,1,0.62,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,5,Ivan,Korčok,38,23.75,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,6,Marian,Kotleba,0,0,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,7,Ján,Kubiš,0,0,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,8,Igor,Matovič,7,4.37,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,9,Milan,Náhlik,1,0.62,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,10,Peter,Pellegrini,52,32.5,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555746,Vieska,11,Róbert,Švec,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,1,Andrej,Danko,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,2,Patrik,Dubovský,5,2.14,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,3,Krisztián,Forró,46,19.74,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,4,Štefan,Harabin,18,7.72,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,5,Ivan,Korčok,105,45.06,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,6,Marian,Kotleba,0,0,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,7,Ján,Kubiš,4,1.71,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,8,Igor,Matovič,6,2.57,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,9,Milan,Náhlik,1,0.42,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,10,Peter,Pellegrini,47,20.17,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501999,Vojka nad Dunajom,11,Róbert,Švec,1,0.42,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúň,1,Andrej,Danko,1,0.13,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúň,2,Patrik,Dubovský,6,0.81,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúň,3,Krisztián,Forró,432,59.01,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúň,4,Štefan,Harabin,39,5.32,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúň,5,Ivan,Korčok,124,16.93,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúň,6,Marian,Kotleba,0,0,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúň,7,Ján,Kubiš,3,0.4,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúň,8,Igor,Matovič,14,1.91,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúň,9,Milan,Náhlik,2,0.27,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúň,10,Peter,Pellegrini,111,15.16,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502006,Vrakúň,11,Róbert,Švec,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,1,Andrej,Danko,1,0.21,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,2,Patrik,Dubovský,5,1.07,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,3,Krisztián,Forró,188,40.34,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,4,Štefan,Harabin,27,5.79,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,5,Ivan,Korčok,101,21.67,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,6,Marian,Kotleba,1,0.21,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,7,Ján,Kubiš,3,0.64,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,8,Igor,Matovič,22,4.72,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,9,Milan,Náhlik,0,0,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,10,Peter,Pellegrini,118,25.32,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502014,Vydrany,11,Róbert,Švec,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,1,Andrej,Danko,0,0,X
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,2,Patrik,Dubovský,4,0.73,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,3,Krisztián,Forró,135,24.68,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,4,Štefan,Harabin,39,7.12,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,5,Ivan,Korčok,158,28.88,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,6,Marian,Kotleba,1,0.18,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,7,Ján,Kubiš,3,0.54,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,8,Igor,Matovič,32,5.85,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,9,Milan,Náhlik,1,0.18,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,10,Peter,Pellegrini,174,31.8,P
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,502022,Zlaté Klasy,11,Róbert,Švec,0,0,X
2,Trnavský kraj,202,Galanta,202,Galanta,503673,Abrahám,1,Andrej,Danko,1,0.17,X
2,Trnavský kraj,202,Galanta,202,Galanta,503673,Abrahám,2,Patrik,Dubovský,6,1.06,
2,Trnavský kraj,202,Galanta,202,Galanta,503673,Abrahám,3,Krisztián,Forró,3,0.53,
2,Trnavský kraj,202,Galanta,202,Galanta,503673,Abrahám,4,Štefan,Harabin,68,12.09,
2,Trnavský kraj,202,Galanta,202,Galanta,503673,Abrahám,5,Ivan,Korčok,201,35.76,P
2,Trnavský kraj,202,Galanta,202,Galanta,503673,Abrahám,6,Marian,Kotleba,11,1.95,
2,Trnavský kraj,202,Galanta,202,Galanta,503673,Abrahám,7,Ján,Kubiš,14,2.49,
2,Trnavský kraj,202,Galanta,202,Galanta,503673,Abrahám,8,Igor,Matovič,20,3.55,
2,Trnavský kraj,202,Galanta,202,Galanta,503673,Abrahám,9,Milan,Náhlik,2,0.35,
2,Trnavský kraj,202,Galanta,202,Galanta,503673,Abrahám,10,Peter,Pellegrini,236,41.99,P
2,Trnavský kraj,202,Galanta,202,Galanta,503673,Abrahám,11,Róbert,Švec,0,0,X
2,Trnavský kraj,202,Galanta,202,Galanta,503690,Čierna Voda,1,Andrej,Danko,0,0,X
2,Trnavský kraj,202,Galanta,202,Galanta,503690,Čierna Voda,2,Patrik,Dubovský,0,0,
2,Trnavský kraj,202,Galanta,202,Galanta,503690,Čierna Voda,3,Krisztián,Forró,244,53.74,
2,Trnavský kraj,202,Galanta,202,Galanta,503690,Čierna Voda,4,Štefan,Harabin,33,7.26,
2,Trnavský kraj,202,Galanta,202,Galanta,503690,Čierna Voda,5,Ivan,Korčok,72,15.85,P
2,Trnavský kraj,202,Galanta,202,Galanta,503690,Čierna Voda,6,Marian,Kotleba,0,0,
2,Trnavský kraj,202,Galanta,202,Galanta,503690,Čierna Voda,7,Ján,Kubiš,1,0.22,
2,Trnavský kraj,202,Galanta,202,Galanta,503690,Čierna Voda,8,Igor,Matovič,12,2.64,
2,Trnavský kraj,202,Galanta,202,Galanta,503690,Čierna Voda,9,Milan,Náhlik,0,0,
2,Trnavský kraj,202,Galanta,202,Galanta,503690,Čierna Voda,10,Peter,Pellegrini,92,20.26,P
2,Trnavský kraj,202,Galanta,202,Galanta,503690,Čierna Voda,11,Róbert,Švec,0,0,X
2,Trnavský kraj,202,Galanta,202,Galanta,503703,Čierny Brod,1,Andrej,Danko,0,0,X
2,Trnavský kraj,202,Galanta,202,Galanta,503703,Čierny Brod,2,Patrik,Dubovský,0,0,
2,Trnavský kraj,202,Galanta,202,Galanta,503703,Čierny Brod,3,Krisztián,Forró,181,40.58,
2,Trnavský kraj,202,Galanta,202,Galanta,503703,Čierny Brod,4,Štefan,Harabin,40,8.96,
2,Trnavský kraj,202,Galanta,202,Galanta,503703,Čierny Brod,5,Ivan,Korčok,113,25.33,P
2,Trnavský kraj,202,Galanta,202,Galanta,503703,Čierny Brod,6,Marian,Kotleba,0,0,
2,Trnavský kraj,202,Galanta,202,Galanta,503703,Čierny Brod,7,Ján,Kubiš,3,0.67,
2,Trnavský kraj,202,Galanta,202,Galanta,503703,Čierny Brod,8,Igor,Matovič,14,3.13,
2,Trnavský kraj,202,Galanta,202,Galanta,503703,Čierny Brod,9,Milan,Náhlik,0,0,
2,Trnavský kraj,202,Galanta,202,Galanta,503703,Čierny Brod,10,Peter,Pellegrini,95,21.3,P
2,Trnavský kraj,202,Galanta,202,Galanta,503703,Čierny Brod,11,Róbert,Švec,0,0,X
2,Trnavský kraj,202,Galanta,202,Galanta,555789,Dolná Streda,1,Andrej,Danko,0,0,X
2,Trnavský kraj,202,Galanta,202,Galanta,555789,Dolná Streda,2,Patrik,Dubovský,6,0.76,
2,Trnavský kraj,202,Galanta,202,Galanta,555789,Dolná Streda,3,Krisztián,Forró,3,0.38,
2,Trnavský kraj,202,Galanta,202,Galanta,555789,Dolná Streda,4,Štefan,Harabin,115,14.63,
2,Trnavský kraj,202,Galanta,202,Galanta,555789,Dolná Streda,5,Ivan,Korčok,352,44.78,P
2,Trnavský kraj,202,Galanta,202,Galanta,555789,Dolná Streda,6,Marian,Kotleba,2,0.25,
2,Trnavský kraj,202,Galanta,202,Galanta,555789,Dolná Streda,7,Ján,Kubiš,14,1.78,
2,Trnavský kraj,202,Galanta,202,Galanta,555789,Dolná Streda,8,Igor,Matovič,21,2.67,
2,Trnavský kraj,202,Galanta,202,Galanta,555789,Dolná Streda,9,Milan,Náhlik,1,0.12,
2,Trnavský kraj,202,Galanta,202,Galanta,555789,Dolná Streda,10,Peter,Pellegrini,272,34.6,P
2,Trnavský kraj,202,Galanta,202,Galanta,555789,Dolná Streda,11,Róbert,Švec,0,0,X
2,Trnavský kraj,202,Galanta,202,Galanta,503746,Dolné Saliby,1,Andrej,Danko,0,0,X
2,Trnavský kraj,202,Galanta,202,Galanta,503746,Dolné Saliby,2,Patrik,Dubovský,4,0.56,
2,Trnavský kraj,202,Galanta,202,Galanta,503746,Dolné Saliby,3,Krisztián,Forró,383,54.4,
2,Trnavský kraj,202,Galanta,202,Galanta,503746,Dolné Saliby,4,Štefan,Harabin,30,4.26,
2,Trnavský kraj,202,Galanta,202,Galanta,503746,Dolné Saliby,5,Ivan,Korčok,138,19.6,P
2,Trnavský kraj,202,Galanta,202,Galanta,503746,Dolné Saliby,6,Marian,Kotleba,3,0.42,
2,Trnavský kraj,202,Galanta,202,Galanta,503746,Dolné Saliby,7,Ján,Kubiš,4,0.56,
2,Trnavský kraj,202,Galanta,202,Galanta,503746,Dolné Saliby,8,Igor,Matovič,23,3.26,
2,Trnavský kraj,202,Galanta,202,Galanta,503746,Dolné Saliby,9,Milan,Náhlik,0,0,
2,Trnavský kraj,202,Galanta,202,Galanta,503746,Dolné Saliby,10,Peter,Pellegrini,118,16.76,P
2,Trnavský kraj,202,Galanta,202,Galanta,503746,Dolné Saliby,11,Róbert,Švec,1,0.14,X
2,Trnavský kraj,202,Galanta,202,Galanta,503754,Dolný Chotár,1,Andrej,Danko,0,0,X
2,Trnavský kraj,202,Galanta,202,Galanta,503754,Dolný Chotár,2,Patrik,Dubovský,0,0,
2,Trnavský kraj,202,Galanta,202,Galanta,503754,Dolný Chotár,3,Krisztián,Forró,38,40,
