Kód obce,Názov obce,Počet zapísaných voličov,Počet zúčastnených voličov,Účasť voličov v %
518620,Ratkovce,283,180,63.6
518646,Medovarce,175,57,32.57
518654,Michalková,45,35,77.77
518662,Očová,1993,1148,57.6
518671,Ostrá Lúka,276,169,61.23
518689,Pliešovce,1828,1008,55.14
518697,Podzámčok,449,291,64.81
518701,Rykynčice,254,157,61.81
518719,Čimhová,511,301,58.9
518727,Sása,713,389,54.55
518735,Sebechleby,901,460,51.05
518743,Selce,79,53,67.08
518751,Senohrad,590,358,60.67
518760,Sielnica,1124,558,49.64
518794,Slatinské Lazy,430,252,58.6
518808,Sliač,4003,2502,62.5
518816,Stará Huta,277,157,56.67
518824,Stožok,898,559,62.24
518832,Sudince,62,33,53.22
518841,Súdovce,171,60,35.08
518867,Terany,476,246,51.68
518875,Tŕnie,331,200,60.42
518883,Trpín,93,62,66.66
518891,Turová,361,233,64.54
518905,Uňatín,148,97,65.54
518913,Sverepec,1076,660,61.33
518921,Vígľaš,1249,708,56.68
518930,Vígľašská Huta - Kalinka,289,172,59.51
518956,Zemiansky Vrbovok,72,49,68.05
518964,Vaniškovce,316,194,61.39
518972,Zvolenská Slatina,2247,1254,55.8
518981,Železná Breznica,426,252,59.15
518999,Žibritov,82,51,62.19
519006,Bardejov,24392,12398,50.82
519014,Abrahámovce,267,136,50.93
519022,Andrejová,282,122,43.26
519049,Bartošovce,565,349,61.76
519057,Becherov,245,130,53.06
519065,Beloveža,616,339,55.03
519073,Bogliarka,90,61,67.77
519081,Brezov,300,177,59
519090,Brezovka,98,64,65.3
519103,Buclovany,169,111,65.68
519111,Cigeľka,363,56,15.42
519138,Dubinné,269,175,65.05
519154,Frička,219,63,28.76
519162,Fričkovce,575,328,57.04
519171,Gaboltov,401,245,61.09
519189,Gerlachov,787,355,45.1
519197,Giraltovce,3161,1320,41.75
519201,Hankovce,346,200,57.8
519219,Harhaj,202,108,53.46
519227,Hažlín,892,503,56.39
519235,Hertník,801,455,56.8
519243,Hervartov,402,223,55.47
519251,Hrabovec,395,252,63.79
519260,Hrabské,436,163,37.38
519278,Hutka,83,50,60.24
519286,Chmeľová,306,209,68.3
519294,Janovce,356,188,52.8
519308,Jedlinka,74,48,64.86
519316,Kalnište,407,219,53.8
519324,Kľušov,863,486,56.31
519332,Kobylnice,78,53,67.94
519341,Kobyly,697,380,54.51
519359,Kochanovce,198,112,56.56
519367,Komárov,364,200,54.94
519375,Koprivnica,527,264,50.09
519383,Kožany,87,37,42.52
519391,Kračúnovce,980,572,58.36
519405,Krivé,170,98,57.64
519413,Kríže,70,44,62.85
519421,Kružlov,784,398,50.76
519430,Kučín,267,153,57.3
519448,Kuková,580,300,51.72
519456,Kurima,849,413,48.64
519464,Kurov,473,300,63.42
519472,Lascov,434,183,42.16
519481,Lenartov,759,383,50.46
519499,Lipová,73,40,54.79
519502,Livov,66,38,57.57
519511,Livovská Huta,45,29,64.44
519529,Lopúchov,246,148,60.16
519537,Lúčka,408,196,48.03
519545,Lukavica,299,184,61.53
519553,Lukov,448,222,49.55
519561,Lužany pri Topli,198,112,56.56
519570,Malcov,1177,544,46.21
519588,Marhaň,709,305,43.01
519596,Mičakovce,104,62,59.61
519600,Mikulášová,126,72,57.14
519618,Mokroluh,606,364,60.06
519626,Nemcovce,209,142,67.94
519634,Nižná Polianka,196,124,63.26
519642,Nižná Voľa,219,118,53.88
519669,Nižný Tvarožec,368,168,45.65
519677,Oľšavce,140,78,55.71
519685,Ondavka,19,18,94.73
519693,Ortuťová,156,85,54.48
519707,Osikov,788,467,59.26
519715,Petrová,574,94,16.37
519723,Poliakovce,299,158,52.84
519731,Porúbka,174,103,59.19
519740,Regetovka,59,36,61.01
519758,Rešov,253,135,53.35
519766,Richvald,804,431,53.6
519774,Rokytov,442,204,46.15
519782,Smilno,567,334,58.9
519791,Snakov,476,179,37.6
519804,Stebnícka Huta,181,93,51.38
519812,Stebník,247,164,66.39
519821,Stuľany,439,198,45.1
519839,Sveržov,477,273,57.23
519847,Šarišské Čierne,250,124,49.6
519855,Šašová,122,60,49.18
519863,Šiba,459,238,51.85
519871,Tarnov,308,193,62.66
519880,Tročany,233,145,62.23
519901,Varadka,170,45,26.47
519910,Vyšná Polianka,104,62,59.61
519928,Vyšná Voľa,323,191,59.13
519936,Raslavice,2095,1070,51.07
519944,Vyšný Kručov,120,82,68.33
519952,Vyšný Tvarožec,104,78,75
519961,Zborov,2441,730,29.9
519979,Zlaté,618,354,57.28
519987,Železník,373,221,59.24
519995,Želmanovce,260,153,58.84
520004,Humenné,24962,11135,44.6
520012,Adidovce,173,99,57.22
520021,Baškovce,315,198,62.85
520039,Belá nad Cirochou,2679,1283,47.89
520055,Brekov,1022,459,44.91
520063,Brestov,468,243,51.92
520071,Brestov nad Laborcom,104,35,33.65
520080,Brezovec,30,15,50
520098,Čabalovce,262,105,40.07
520101,Čabiny,263,147,55.89
520110,Černina,118,88,74.57
520128,Čertižné,277,167,60.28
520136,Čukalovce,150,92,61.33
520152,Dedačov,137,72,52.55
520161,Dlhé nad Cirochou,1515,746,49.24
520179,Dúbrava,180,68,37.77
520187,Habura,405,220,54.32
520195,Hankovce,407,220,54.05
520209,Hostovice,222,127,57.2
520217,Hrabová Roztoka,46,28,60.86
520225,Hrabovec nad Laborcom,421,240,57
520233,Hrubov,389,183,47.04
520241,Hudcovce,315,187,59.36
520250,Rokytov pri Humennom,242,157,64.87
520268,Chlmec,479,252,52.6
520276,Jabloň,318,137,43.08
520284,Jalová,51,26,50.98
520292,Jankovce,223,139,62.33
520314,Kalinov,229,100,43.66
520322,Kalná Roztoka,411,182,44.28
520331,Kamenica nad Cirochou,1872,877,46.84
520349,Kamienka,447,201,44.96
520357,Karná,369,144,39.02
520365,Klenová,396,167,42.17
520373,Kochanovce,595,332,55.79
520381,Kolbasov,64,43,67.18
520390,Kolonica,444,212,47.74
520403,Koškovce,436,230,52.75
520411,Krásny Brod,327,129,39.44
520438,Ladomirov,238,84,35.29
520446,Lieskovec,345,206,59.71
520454,Ľubiša,658,366,55.62
520462,Lukačovce,371,160,43.12
520471,Medzilaborce,4615,1911,41.4
520489,Michajlov,76,39,51.31
520497,Modra nad Cirochou,752,428,56.91
520501,Myslina,461,214,46.42
520519,Ňagov,290,132,45.51
520527,Nechválova  Polianka,108,52,48.14
520535,Nižná Jablonka,117,46,39.31
520543,Nižné Ladičkovce,262,129,49.23
520551,Nová Sedlica,223,106,47.53
520560,Ohradzany,477,287,60.16
520578,Oľka,221,120,54.29
520586,Oľšinkov,27,22,81.48
520594,Osadné,128,70,54.68
520616,Palota,129,46,35.65
520624,Papín,734,367,50
520632,Parihuzovce,32,22,68.75
520641,Pčoliné,446,264,59.19
520659,Pichne,433,249,57.5
520667,Porúbka,225,116,51.55
520675,Príslop,41,21,51.21
520683,Ptičie,518,256,49.42
520691,Radvaň nad Laborcom,426,205,48.12
520705,Repejov,101,57,56.43
520713,Roškovce,121,66,54.54
520721,Rovné,358,163,45.53
520730,Runina,71,48,67.6
520748,Ruská Volová,82,45,54.87
520764,Ruský Potok,97,46,47.42
520772,Slovenská Volová,407,169,41.52
520781,Slovenské Krivé,118,67,56.77
520802,Snina,14754,6480,43.92
520811,Stakčínska Roztoka,243,138,56.79
520829,Stakčín,1847,831,44.99
520845,Strihovce,103,54,52.42
520853,Sukov,100,43,43
520861,Svetlice,83,46,55.42
520870,Šmigovec,75,32,42.66
520888,Topoľa,148,54,36.48
520896,Topoľovka,658,363,55.16
520900,Turcovce,238,127,53.36
520918,Ubľa,613,295,48.12
520926,Udavské,991,520,52.47
520934,Ulič,648,227,35.03
520942,Uličské Krivé,186,93,50
520951,Valentovce,43,29,67.44
520977,Veľopolie,295,171,57.96
520985,Víťazovce,270,136,50.37
520993,Volica,228,110,48.24
521001,Výrava,166,80,48.19
521019,Vyšná Jablonka,66,50,75.75
521027,Vyšné Ladičkovce,156,83,53.2
521035,Vyšný Hrušov,378,134,35.44
521043,Závadka,455,249,54.72
521051,Zboj,253,143,56.52
521060,Zbojné,140,86,61.42
521078,Zbudská Belá,96,57,59.37
521086,Zbudské Dlhé,512,117,22.85
521108,Zemplínske Hámre,1019,508,49.85
521116,Zubné,280,138,49.28
521141,Bačkovík,415,137,33.01
521159,Baška,590,392,66.44
521167,Belža,361,206,57.06
521175,Beniakovce,631,327,51.82
521183,Bidovce,1228,556,45.27
521191,Blažice,468,179,38.24
521205,Bohdanovce,938,514,54.79
521213,Boliarov,596,143,23.99
521221,Budimír,1034,671,64.89
521248,Bukovec,728,416,57.14
521256,Bunetice,72,44,61.11
521264,Buzica,949,312,32.87
521272,Cestice,714,339,47.47
521281,Čakanovce,529,184,34.78
521299,Čaňa,4610,2052,44.51
521302,Čečejovce,1683,783,46.52
521311,Čižatice,349,194,55.58
521329,Debraď,342,155,45.32
521337,Drienovec,1692,418,24.7
521345,Družstevná pri Hornáde,2120,892,42.07
521353,Ďurďošík,581,366,62.99
521361,Ďurkov,1404,466,33.19
521370,Geča,1528,854,55.89
521388,Gyňov,545,284,52.11
521396,Hačava,167,58,34.73
521400,Haniska,1212,669,55.19
521418,Herľany,229,146,63.75
521426,Hodkovce,300,179,59.66
521442,Hrašovík,319,216,67.71
521469,Hýľov,432,259,59.95
521477,Chrastné,529,269,50.85
521485,Janík,500,235,47
521493,Jasov,2499,589,23.56
521507,Kalša,579,276,47.66
521523,Kecerovce,2333,238,10.2
521540,Kecerovský Lipovec,91,56,61.53
521558,Kokšov - Bakša,1036,575,55.5
521566,Komárovce,327,149,45.56
521574,Košická Belá,847,459,54.19
521582,Košická Polianka,856,421,49.18
521591,Košické Oľšany,1046,460,43.97
521604,Košický Klečenov,258,146,56.58
521612,Kráľovce,947,351,37.06
521639,Kysak,1177,704,59.81
521655,Malá Ida,1502,982,65.37
521663,Malá Lodina,231,153,66.23
521671,Medzev,3102,952,30.68
521680,Mokrance,1238,614,49.59
521698,Moldava nad Bodvou,7784,2657,34.13
521701,Mudrovce,61,26,42.62
521728,Nižná Kamenica,548,291,53.1
521736,Nižná Myšľa,1173,547,46.63
521744,Nižný Čaj,233,118,50.64
521752,Nižný Klátov,749,460,61.41
521761,Nižný Lánec,333,89,26.72
521779,Turnianska Nová Ves,231,148,64.06
521787,Nováčany,612,263,42.97
521795,Nová Polhora,414,274,66.18
521809,Nový Salaš,193,113,58.54
521817,Obišovce,391,244,62.4
521825,Olšovany,517,271,52.41
521833,Opátka,115,77,66.95
521841,Opiná,156,63,40.38
521850,Paňovce,505,293,58.01
521868,Peder,299,99,33.11
521876,Perín - Chym,1295,665,51.35
521884,Ploské,783,448,57.21
521892,Poproč,2212,1182,53.43
521906,Rákoš,312,155,49.67
521914,Rankovce,640,131,20.46
521922,Rešica,296,147,49.66
521931,Rozhanovce,2048,1176,57.42
521949,Rudník,523,255,48.75
521957,Ruskov,1316,750,56.99
521965,Sady nad Torysou,1534,739,48.17
521973,Seňa,1701,758,44.56
521981,Skároš,885,430,48.58
522007,Slanec,1165,504,43.26
522015,Slanská Huta,208,131,62.98
522023,Slanské Nové Mesto,387,226,58.39
522031,Sokoľ,1036,550,53.08
522040,Svinica,804,383,47.63
522066,Šemša,798,449,56.26
522074,Štós,589,219,37.18
522082,Trebejov,180,113,62.77
522091,Trsťany,280,161,57.5
522104,Trstené pri Hornáde,1409,584,41.44
522121,Vajkovce,723,363,50.2
522139,Valaliky,3474,1623,46.71
522147,Veľká Ida,2563,554,21.61
522155,Veľká Lodina,250,122,48.8
522163,Vtáčkovce,858,103,12
522171,Vyšná Hutka,444,223,50.22
522180,Vyšná Kamenica,306,183,59.8
522198,Vyšná Myšľa,791,444,56.13
522201,Vyšný Čaj,262,167,63.74
522210,Vyšný Klátov,391,224,57.28
522244,Zlatá Idka,326,240,73.61
522252,Žarnov,356,173,48.59
522261,Ždaňa,1068,543,50.84
522279,Michalovce,29070,13673,47.03
522287,Bajany,363,158,43.52
522295,Bánovce nad Ondavou,573,294,51.3
522309,Baškovce,196,113,57.65
522317,Beňatina,148,84,56.75
522325,Bežovce,756,292,38.62
522333,Blatná Polianka,150,94,62.66
522341,Blatné Remety,505,156,30.89
522350,Blatné Revištia,190,95,50
522368,Bracovce,744,359,48.25
522376,Budkovce,1187,543,45.74
522384,Bunkovce,273,92,33.69
522392,Čečehov,313,154,49.2
522406,Dúbravka,526,308,58.55
522414,Falkušovce,503,203,40.35
522422,Fekišovce,249,99,39.75
522431,Hatalov,575,278,48.34
522449,Hažín,383,191,49.86
522457,Hlivištia,283,173,61.13
522465,Hnojné,201,67,33.33
522473,Horňa,271,154,56.82
522481,Horovce,640,298,46.56
522490,Husák,134,83,61.94
522503,Choňkovce,422,252,59.71
522511,Iňačovce,577,137,23.74
522520,Inovce,161,96,59.62
522538,Jasenov,233,122,52.36
522546,Jastrabie pri Michalovciach,231,110,47.61
522554,Jenkovce,321,156,48.59
522562,Jovsa,678,348,51.32
522571,Kačanov,342,85,24.85
522589,Kaluža,370,205,55.4
522597,Klokočov,387,230,59.43
522601,Kolibabovce,135,57,42.22
522627,Koňuš,259,171,66.02
522635,Zemplínske Kopčany,319,66,20.68
522643,Koromľa,349,169,48.42
522651,Krásnovce,513,301,58.67
522660,Krčava,344,174,50.58
522678,Kristy,248,88,35.48
522686,Kusín,281,163,58
522694,Lastomír,974,474,48.66
522708,Laškovce,469,153,32.62
522716,Lekárovce,725,314,43.31
522724,Lesné,330,182,55.15
522732,Ložín,658,257,39.05
522741,Lúčky,452,173,38.27
522759,Malčice,1040,220,21.15
522767,Malé Raškovce,194,101,52.06
522783,Markovce,701,142,20.25
522791,Moravany,846,340,40.18
522805,Nacina Ves,1423,528,37.1
522813,Nižná Rybnica,335,150,44.77
522821,Nižné Nemecké,245,129,52.65
522830,Orechová,190,96,50.52
522848,Oreské,388,230,59.27
522856,Ostrov,252,113,44.84
522864,Palín,684,253,36.98
522872,Pavlovce nad Uhom,3436,572,16.64
522881,Petrikovce,161,63,39.13
522899,Petrovce,169,101,59.76
522902,Petrovce nad Laborcom,789,303,38.4
522911,Pinkovce,164,101,61.58
522929,Podhoroď,260,127,48.84
522937,Porostov,158,106,67.08
522945,Poruba pod Vihorlatom,492,276,56.09
522953,Porúbka,325,166,51.07
522961,Pozdišovce,1072,504,47.01
522970,Priekopa,232,134,57.75
522988,Pusté Čemerné,297,170,57.23
522996,Rakovec nad Ondavou,852,328,38.49
523003,Remetské Hámre,498,264,53.01
523011,Ruská Bystrá,90,45,50
523020,Ruskovce,203,125,61.57
523038,Ruský Hrabovec,234,146,62.39
523046,Sejkov,148,88,59.45
523054,Senné,602,185,30.73
523062,Slavkovce,499,146,29.25
523071,Sliepkovce,600,210,35
523089,Sobrance,4367,1978,45.29
523097,Staré,613,318,51.87
523101,Strážske,3415,1482,43.39
523119,Stretava,538,137,25.46
523127,Stretavka,137,70,51.09
523135,Suché,350,204,58.28
523143,Svätuš,87,55,63.21
523151,Šamudovce,450,154,34.22
523160,Tašuľa,171,69,40.35
523178,Tibava,418,206,49.28
523186,Trhovište,1398,414,29.61
523194,Trnava pri Laborci,492,287,58.33
523208,Tušice,538,267,49.62
523216,Tušická Nová Ves,429,237,55.24
523224,Úbrež,627,154,24.56
523232,Veľké Revištia,397,245,61.71
523241,Zalužice,933,502,53.8
523259,Vinné,1677,904,53.9
523267,Vojnatina,192,104,54.16
523275,Voľa,208,118,56.73
523283,Vrbnica,747,175,23.42
523291,Vysoká nad Uhom,637,258,40.5
523305,Vyšná Rybnica,316,159,50.31
523313,Vyšné Nemecké,168,83,49.4
523321,Vyšné Remety,327,198,60.55
523330,Záhor,500,193,38.6
523348,Závadka,335,155,46.26
523356,Zbudza,417,206,49.4
523364,Zemplínska Široká,833,362,43.45
523372,Žbince,744,229,30.77
523381,Poprad,39851,20946,52.56
523399,Abrahámovce,216,108,50
523402,Batizovce,1899,925,48.7
523411,Bušovce,251,130,51.79
523429,Červený Kláštor,204,147,72.05
523437,Gánovce,1107,560,50.58
523445,Gerlachov,696,287,41.23
523461,Havka,36,20,55.55
523470,Holumnica,700,133,19
523488,Hôrka,1632,909,55.69
523496,Hozelec,615,324,52.68
523500,Hradisko,78,41,52.56
523518,Hranovnica,2216,682,30.77
523526,Huncovce,1999,650,32.51
523534,Ihľany,1066,169,15.85
523542,Jánovce,1080,341,31.57
523569,Jezersko,86,62,72.09
523577,Jurské,879,31,3.52
523585,Kežmarok,12302,6394,51.97
523593,Kravany,715,341,47.69
523607,Krížová Ves,1495,312,20.86
523615,Lechnica,196,99,50.51
523623,Lendak,3875,1876,48.41
523631,Liptovská Teplička,1777,682,38.37
523658,Lučivná,784,319,40.68
523674,Majere,98,53,54.08
523682,Ľubica,3285,1593,48.49
523712,Matiašovce,590,270,45.76
523721,Mengusovce,526,228,43.34
523739,Mlynčeky,551,316,57.35
523747,Mlynica,556,373,67.08
523763,Nová Lesná,1394,659,47.27
523771,Osturňa,253,143,56.52
523780,Podhorany,1466,211,14.39
523798,Rakúsy,1948,306,15.7
523801,Reľov,277,123,44.4
523810,Slovenská Ves,1419,558,39.32
523828,Spišská Belá,5108,2426,47.49
523836,Spišská Stará Ves,1632,764,46.81
523844,Spišská Teplica,1802,961,53.32
523852,Spišské Bystré,1936,1021,52.73
523861,Spišské Hanušovce,557,284,50.98
523879,Spišský Štiavnik,1844,743,40.29
523887,Stará Lesná,826,338,40.92
523909,Stráne pod Tatrami,1301,135,10.37
523925,Svit,6269,3404,54.29
523933,Štrba,3375,2090,61.92
523950,Švábovce,1152,493,42.79
523976,Toporec,1478,284,19.21
523984,Tvarožná,585,295,50.42
523992,Veľká Franková,290,165,56.89
524000,Veľká Lomnica,3412,1218,35.69
524018,Veľký Slavkov,1169,477,40.8
524026,Vernár,458,291,63.53
524034,Vikartovce,1454,636,43.74
524042,Vlková,684,372,54.38
524051,Vlkovce,363,220,60.6
524069,Vojňany,243,142,58.43
524077,Vrbov,1083,451,41.64
524085,Výborná,814,127,15.6
524093,Vydrník,890,232,26.06
524107,Šuňava,1535,786,51.2
524115,Zálesie,66,50,75.75
524123,Žakovce,724,402,55.52
524131,Ždiar,1144,617,53.93
524140,Prešov,66694,36544,54.79
524158,Abranovce,514,213,41.43
524174,Bajerov,347,216,62.24
524182,Bajerovce,221,136,61.53
524191,Bertotovce,418,238,56.93
524204,Bodovce,302,163,53.97
524212,Brestov,368,226,61.41
524221,Bretejovce,368,250,67.93
524239,Brezovica,1310,736,56.18
524247,Brezovička,326,196,60.12
524255,Brežany,170,121,71.17
524263,Bzenov,570,314,55.08
524271,Čelovce,282,173,61.34
524280,Červená Voda,413,240,58.11
524298,Červenica pri Sabinove,730,403,55.2
524301,Červenica,701,85,12.12
524310,Ďačov,566,342,60.42
524328,Daletice,75,39,52
524336,Demjata,893,530,59.35
524344,Drienica,619,346,55.89
524352,Drienov,1744,824,47.24
524361,Drienovská Nová Ves,673,349,51.85
524379,Dubovica,1123,620,55.2
524387,Dulova Ves,1265,774,61.18
524395,Fintice,1851,1130,61.04
524409,Fričovce,859,388,45.16
524417,Fulianka,335,201,60
524425,Geraltov,96,54,56.25
524433,Gregorovce,740,452,61.08
524441,Hanigovce,105,70,66.66
524450,Hendrichovce,202,119,58.91
524468,Hermanovce,1182,444,37.56
524476,Hrabkov,572,325,56.81
524492,Hubošovce,395,225,56.96
524506,Chmeľov,768,304,39.58
524514,Chmeľovec,366,238,65.02
524522,Chminianska Nová Ves,1010,554,54.85
524531,Chminianske Jakubovany,1479,236,15.95
524549,Chmiňany,675,213,31.55
524557,Jakovany,270,152,56.29
524565,Jakubova Voľa,328,158,48.17
524573,Jakubovany,773,438,56.66
524581,Janov,249,148,59.43
524590,Janovík,333,220,66.06
524603,Jarovnice,4069,628,15.43
524611,Kamenica,1388,746,53.74
524620,Kapušany,1678,1032,61.5
524638,Kendice,1478,708,47.9
524646,Klenov,180,99,55
524654,Kojatice,855,401,46.9
524662,Kokošovce,726,463,63.77
524671,Krásna Lúka,526,314,59.69
524689,Krivany,919,426,46.35
524697,Krížovany,283,143,50.53
524701,Kvačany,229,159,69.43
524727,Lada,670,346,51.64
524735,Lažany,148,88,59.45
524743,Lemešany,1503,732,48.7
524751,Lesíček,272,75,27.57
524760,Ličartovce,791,408,51.58
524778,Lipany,4718,2343,49.66
524786,Lipovce,417,232,55.63
524794,Ľubovec,395,220,55.69
524808,Lúčina,130,79,60.76
524816,Lúčka,518,317,61.19
524824,Ľutina,366,224,61.2
524832,Malý Slivník,667,216,32.38
524841,Malý Šariš,1442,914,63.38
524867,Miklušovce,239,153,64.01
524875,Milpoš,493,253,51.31
524883,Mirkovce,883,231,26.16
524905,Mošurov,158,104,65.82
524913,Nemcovce,372,230,61.82
524921,Nižný Slavkov,616,283,45.94
524930,Okružná,378,240,63.49
524948,Olejníkov,365,100,27.39
524956,Oľšov,285,165,57.89
524964,Ondrašovce,52,34,65.38
524981,Ostrovany,1452,348,23.96
524999,Ovčie,528,326,61.74
525006,Pečovská Nová Ves,1996,902,45.19
525014,Petrovany,1545,733,47.44
525022,Podhorany,676,398,58.87
525031,Podhradík,323,179,55.41
525049,Poloma,703,342,48.64
525057,Proč,316,195,61.7
525065,Pušovce,442,268,60.63
525073,Radatice,619,347,56.05
525081,Ratvaj,123,69,56.09
525090,Ražňany,1225,563,45.95
525103,Renčišov,146,62,42.46
525111,Rokycany,691,200,28.94
525120,Rožkovany,1005,540,53.73
525138,Ruská Nová Ves,1042,511,49.04
525146,Sabinov,9511,4648,48.86
525154,Sedlice,775,436,56.25
525162,Seniakovce,142,100,70.42
525171,Svinia,1401,453,32.33
525189,Šarišská Poruba,429,178,41.49
525197,Šarišská Trstená,248,102,41.12
525201,Šarišské Bohdanovce,726,472,65.01
525219,Šarišské Dravce,924,532,57.57
525235,Šarišské Michaľany,2153,1140,52.94
525243,Šarišské Sokolovce,450,249,55.33
525251,Šindliar,445,199,44.71
525260,Široké,1894,1050,55.43
525278,Štefanovce,168,91,54.16
525286,Teriakovce,857,547,63.82
525294,Terňa,958,501,52.29
525308,Tichý Potok,254,137,53.93
525316,Torysa,1156,573,49.56
525324,Trnkov,231,110,47.61
525332,Tuhrina,341,119,34.89
525341,Tulčík,1029,637,61.9
525359,Uzovce,424,242,57.07
525367,Uzovské Pekľany,301,107,35.54
525375,Uzovský Šalgov,511,268,52.44
525383,Varhaňovce,1051,243,23.12
525391,Veľký Slivník,263,153,58.17
525405,Veľký Šariš,5135,2790,54.33
525413,Víťaz,1520,824,54.21
525421,Vysoká,105,62,59.04
525430,Vyšná Šebastová,1029,624,60.64
525448,Záborské,829,578,69.72
525456,Záhradné,897,503,56.07
525472,Zlatá Baňa,362,196,54.14
525499,Žehňa,830,277,33.37
525502,Žipov,230,143,62.17
525511,Župčany,1566,942,60.15
525529,Rožňava,14033,5794,41.28
525537,Ardovo,127,63,49.6
525545,Betliar,789,448,56.78
525553,Bohúňovo,220,88,40
525561,Bôrka,366,72,19.67
525570,Brdárka,50,20,40
525596,Čierna Lehota,463,199,42.98
525600,Čoltovo,383,62,16.18
525618,Dedinky,227,161,70.92
525626,Dlhá Ves,443,168,37.92
525634,Dobšiná,3617,987,27.28
525642,Drnava,510,177,34.7
525651,Gemerská Hôrka,1025,248,24.19
525669,Gemerská Poloma,1503,665,44.24
525677,Gemerské Teplice,299,123,41.13
525685,Gemerský Sad,241,99,41.07
525693,Gočaltovo,174,89,51.14
525707,Gočovo,258,154,59.68
525715,Hanková,55,33,60
525723,Henckovce,309,94,30.42
525731,Honce,290,161,55.51
525740,Hrhov,888,316,35.58
525758,Hrušov,276,107,38.76
525766,Hucín,688,80,11.62
525774,Chyžné,347,157,45.24
525782,Jablonov nad Turňou,608,280,46.05
525791,Jelšava,2369,484,20.43
525812,Kameňany,597,132,22.11
525821,Kečovo,274,116,42.33
525839,Kobeliarovo,309,123,39.8
525847,Koceľovce,174,85,48.85
525855,Kováčová,76,49,64.47
525863,Krásnohorská Dlhá Lúka,569,264,46.39
525871,Krásnohorské Podhradie,2026,531,26.2
525898,Kunova Teplica,556,110,19.78
525901,Licince,534,139,26.02
525910,Lipovník,422,196,46.44
525928,Lubeník,1014,306,30.17
525936,Lúčka,157,56,35.66
525944,Magnezitovce,360,132,36.66
525952,Markuška,119,54,45.37
525961,Meliata,151,61,40.39
525987,Muráň,924,367,39.71
525995,Muránska Dlhá Lúka,695,297,42.73
526002,Muránska Huta,206,128,62.13
526011,Muránska Lehota,161,88,54.65
526029,Muránska Zdychava,184,82,44.56
526037,Nandraž,173,48,27.74
526045,Nižná Slaná,922,309,33.51
526053,Ochtiná,420,119,28.33
526061,Pača,457,278,60.83
526070,Pašková,244,36,14.75
526088,Petrovo,77,37,48.05
526096,Plešivec,1791,566,31.6
526100,Prihradzany,63,35,55.55
526118,Rákoš,319,111,34.79
526126,Rakovnica,498,264,53.01
526134,Rejdová,523,204,39
526142,Revúca,9056,3847,42.48
526151,Revúcka Lehota,246,164,66.66
526177,Rochovce,269,103,38.28
526185,Roštár,432,86,19.9
526193,Rozložná,149,50,33.55
526207,Rožňavské Bystré,471,247,52.44
526215,Rudná,594,295,49.66
526223,Silica,432,134,31.01
526231,Silická Brezová,122,79,64.75
526240,Silická Jablonica,155,84,54.19
526258,Sirk,881,235,26.67
526266,Slavec,378,143,37.83
526274,Slavoška,80,35,43.75
526282,Slavošovce,1375,434,31.56
526291,Stratená,100,77,77
526304,Šivetice,260,79,30.38
526312,Štítnik,1191,472,39.63
526321,Turčok,204,62,30.39
526339,Vlachovo,663,413,62.29
526347,Vyšná Slaná,403,212,52.6
526355,Spišská Nová Ves,27734,14211,51.24
526363,Arnutovce,552,164,29.71
526371,Baldovce,127,85,66.92
526380,Beharovce,148,100,67.56
526398,Betlanovce,570,204,35.78
526401,Bijacovce,676,328,48.52
526410,Brutovce,132,74,56.06
526428,Buglovce,214,125,58.41
526436,Bystrany,2384,395,16.56
526444,Danišovce,451,292,64.74
526452,Dlhé Stráže,434,209,48.15
526461,Doľany,451,152,33.7
526479,Domaňovce,715,383,53.56
526487,Dravce,642,265,41.27
526495,Dúbrava,265,159,60
526509,Gelnica,4712,2249,47.72
526517,Granč - Petrovce,507,299,58.97
526525,Harakovce,47,31,65.95
526533,Harichovce,1483,805,54.28
526541,Helcmanovce,1022,434,42.46
526550,Henclová,101,71,70.29
526568,Hincovce,206,114,55.33
526576,Hnilčík,468,223,47.64
526584,Hnilec,359,154,42.89
526592,Hrabušice,1858,606,32.61
526606,Vyšné Repaše,78,50,64.1
526614,Vyšný Slavkov,233,153,65.66
526631,Závadka,437,169,38.67
526649,Žakarovce,511,268,52.44
526657,Žehra,1534,279,18.18
526665,Stará Ľubovňa,11988,5331,44.46
526673,Čirč,969,466,48.09
526681,Ďurková,186,106,56.98
526690,Forbasy,349,212,60.74
526703,Hajtovka,58,35,60.34
526711,Haligovce,511,223,43.63
526720,Hniezdne,1093,490,44.83
526738,Hraničné,155,69,44.51
526746,Hromoš,390,226,57.94
526754,Chmeľnica,785,420,53.5
526762,Jakubany,2043,697,34.11
526771,Jarabina,720,324,45
526789,Kamienka,1033,483,46.75
526797,Kolačkov,839,361,43.02
526801,Kremná,79,42,53.16
526819,Kyjov,539,232,43.04
526827,Lacková,132,83,62.87
526835,Legnava,99,46,46.46
526843,Lesnica,381,188,49.34
526851,Litmanová,523,210,40.15
526860,Lomnička,1823,97,5.32
526878,Ľubotín,1007,469,46.57
526886,Malý Lipník,360,215,59.72
526894,Matysová,58,44,75.86
526908,Mníšek nad Popradom,445,225,50.56
526916,Nižné Ružbachy,474,249,52.53
526924,Nová Ľubovňa,2316,1270,54.83
526932,Obručné,35,27,77.14
526941,Orlov,522,280,53.63
526959,Plaveč,1400,724,51.71
