IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate,obec_code,víťaz,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec
525341,Tulčík,7,SK,98.0%,0.0%,0.0%,0.2%,525341.0,Korčok,0.32,1.74,0.0,12.78,40.85,0.63,3.15,2.68,0.16,37.54,0.16
525359,Uzovce,7,SK,97.7%,0.0%,0.0%,0.0%,525359.0,Pellegrini,0.0,0.0,0.0,14.17,29.58,1.67,5.0,4.58,0.0,45.0,0.0
525367,Uzovské Pekľany,7,SK,96.0%,0.0%,1.3%,0.0%,525367.0,Korčok,0.0,0.0,0.0,21.5,36.45,0.0,1.87,4.67,0.0,35.51,0.0
525375,Uzovský Šalgov,7,SK,99.1%,0.0%,0.0%,0.2%,525375.0,Korčok,0.0,1.13,0.0,15.79,45.49,0.38,2.63,2.26,0.0,32.33,0.0
525383,Varhaňovce,7,SK,86.8%,0.1%,8.3%,0.1%,525383.0,Pellegrini,0.41,0.83,0.0,7.85,20.25,0.0,2.07,13.22,0.41,54.55,0.41
525391,Veľký Slivník,7,SK,98.8%,0.3%,0.0%,0.0%,525391.0,Pellegrini,0.0,3.27,0.0,5.88,37.25,0.0,5.88,1.31,0.65,45.1,0.65
525405,Veľký Šariš,7,SK,95.5%,0.0%,1.1%,0.3%,525405.0,Korčok,0.04,1.58,0.07,9.75,53.85,0.61,2.91,2.3,0.11,28.78,0.0
525413,Víťaz,7,SK,99.1%,0.0%,0.1%,0.0%,525413.0,Korčok,0.12,0.73,0.0,12.32,48.54,0.85,1.1,4.27,0.12,31.83,0.12
525421,Vysoká (SB),7,SK,100.0%,0.0%,0.0%,0.0%,525421.0,Pellegrini,0.0,0.0,0.0,14.75,37.7,0.0,8.2,0.0,0.0,39.34,0.0
525430,Vyšná Šebastová,7,SK,97.8%,0.1%,0.0%,0.7%,525430.0,Korčok,0.0,1.13,0.0,12.97,45.06,0.81,3.08,4.05,0.16,32.58,0.16
525448,Záborské,7,SK,98.3%,0.1%,0.0%,0.4%,525448.0,Korčok,0.17,4.19,0.17,8.9,52.71,0.17,3.32,3.49,0.0,26.88,0.0
525456,Záhradné,7,SK,98.2%,0.1%,0.0%,0.2%,525456.0,Korčok,0.6,0.8,0.0,11.0,44.2,0.6,4.0,2.4,0.6,35.6,0.2
525472,Zlatá Baňa,7,SK,96.5%,0.2%,0.0%,0.9%,525472.0,Korčok,0.0,7.37,0.0,8.42,46.84,2.11,3.68,5.79,0.0,25.79,0.0
525499,Žehňa,7,SK,85.9%,0.2%,5.5%,0.2%,525499.0,Pellegrini,0.0,0.0,0.0,15.58,31.52,0.36,1.81,13.41,1.45,35.51,0.36
525502,Žipov,7,SK,98.6%,0.0%,0.0%,0.0%,525502.0,Pellegrini,0.0,2.13,0.0,11.35,36.17,2.13,0.71,3.55,0.0,43.97,0.0
525511,Župčany,7,SK,95.8%,0.1%,0.1%,0.1%,525511.0,Korčok,0.0,0.96,0.0,12.9,47.87,0.96,1.49,3.52,0.21,31.66,0.43
525529,Rožňava,8,SK,70.4%,18.8%,1.0%,0.1%,525529.0,Korčok,0.09,0.45,6.98,10.65,43.21,0.64,1.49,2.88,0.07,33.47,0.07
525537,Ardovo - Pelsőcardó,8,SK,51.3%,46.2%,0.6%,0.0%,525537.0,Korčok,0.0,0.0,17.46,4.76,39.68,3.17,1.59,7.94,1.59,23.81,0.0
525545,Betliar,8,SK,94.5%,2.2%,0.0%,0.1%,525545.0,Korčok,0.0,0.0,0.22,10.71,42.63,1.34,1.79,2.01,0.0,41.29,0.0
525553,Bohúňovo - Lekenye,8,HU,24.1%,72.0%,0.0%,0.0%,525553.0,Forró,0.0,0.0,56.32,6.9,18.39,0.0,0.0,3.45,0.0,14.94,0.0
525561,Bôrka - Barka,8,HU,22.2%,45.3%,26.0%,0.0%,525561.0,Forró,0.0,0.0,40.0,4.29,22.86,0.0,0.0,8.57,1.43,22.86,0.0
525570,Brdárka,8,SK,96.8%,1.6%,0.0%,0.0%,525570.0,Korčok,0.0,0.0,0.0,0.0,65.0,0.0,0.0,5.0,0.0,30.0,0.0
525596,Čierna Lehota (RV),8,SK,96.9%,0.3%,0.2%,0.0%,525596.0,Pellegrini,0.0,0.51,0.0,9.6,19.19,0.51,3.03,3.03,0.0,64.14,0.0
525600,Čoltovo - Csoltó,8,HU,15.9%,75.5%,6.3%,0.0%,525600.0,Forró,0.0,0.0,37.7,21.31,6.56,0.0,0.0,14.75,0.0,19.67,0.0
525618,Dedinky,8,SK,99.2%,0.8%,0.0%,0.0%,525618.0,Pellegrini,0.0,0.62,0.0,11.8,29.19,0.62,0.62,0.62,0.0,56.52,0.0
525626,Dlhá Ves - Gömörhosszúszó,8,HU,25.1%,72.6%,0.6%,0.0%,525626.0,Forró,0.0,0.0,43.45,8.33,23.21,0.0,0.0,2.98,0.0,22.02,0.0
525634,Dobšiná,8,SK,84.1%,0.3%,3.6%,0.0%,525634.0,Pellegrini,0.31,0.0,0.2,15.56,25.23,1.93,2.34,3.15,0.1,51.07,0.1
525642,Drnava - Dernő,8,HU,30.0%,44.2%,24.1%,0.0%,525642.0,Korčok,0.0,0.57,22.16,9.09,42.61,1.7,0.0,2.84,0.57,20.45,0.0
525651,Gemerská Hôrka - Gömörhorka,8,HU,39.8%,53.7%,4.9%,0.0%,525651.0,Forró,0.4,0.4,36.44,12.55,12.55,0.81,0.81,3.64,0.0,32.39,0.0
525669,Gemerská Poloma,8,SK,95.7%,0.5%,1.2%,0.0%,525669.0,Pellegrini,0.15,0.61,0.15,12.86,29.05,0.3,1.36,2.27,0.0,53.25,0.0
525677,Gemerské Teplice,6,SK,90.4%,2.2%,0.8%,0.0%,525677.0,Pellegrini,0.0,0.82,0.0,14.75,10.66,3.28,0.0,7.38,0.0,62.3,0.82
525685,Gemerský Sad - Gömörliget,6,SK,52.8%,37.1%,4.7%,0.0%,525685.0,Pellegrini,0.0,0.0,29.59,9.18,25.51,2.04,1.02,1.02,0.0,31.63,0.0
525693,Gočaltovo,8,SK,93.0%,1.3%,1.8%,0.0%,525693.0,Pellegrini,0.0,1.12,0.0,5.62,16.85,0.0,0.0,15.73,0.0,60.67,0.0
525707,Gočovo,8,SK,98.4%,0.6%,0.0%,0.0%,525707.0,Pellegrini,0.0,0.0,0.0,15.58,24.03,0.0,1.3,1.3,0.65,57.14,0.0
525715,Hanková,8,SK,88.0%,3.6%,0.0%,0.0%,525715.0,Pellegrini,0.0,0.0,0.0,12.5,9.38,0.0,0.0,0.0,0.0,78.12,0.0
525723,Henckovce,8,SK,95.5%,0.5%,2.0%,0.0%,525723.0,Pellegrini,1.06,1.06,0.0,8.51,28.72,0.0,5.32,1.06,1.06,53.19,0.0
525731,Honce,8,SK,96.7%,0.6%,0.0%,0.0%,525731.0,Pellegrini,0.0,0.0,0.0,14.29,36.65,0.62,2.48,3.73,0.0,42.24,0.0
525740,Hrhov - Tornagörgő,8,HU,18.0%,79.8%,0.4%,0.0%,525740.0,Forró,0.64,0.0,55.1,6.37,18.15,0.32,0.0,2.87,0.0,16.56,0.0
525758,Hrušov (RV) - Körtvélyes,8,HU,19.1%,79.4%,0.6%,0.0%,525758.0,Forró,0.0,0.0,45.79,8.41,13.08,0.0,0.93,5.61,0.93,25.23,0.0
525766,Hucín,6,SK,80.9%,13.5%,1.4%,0.0%,525766.0,Forró,1.25,0.0,31.25,18.75,28.75,0.0,0.0,7.5,0.0,12.5,0.0
525774,Chyžné,6,SK,89.8%,1.0%,2.7%,0.0%,525774.0,Pellegrini,0.0,0.64,1.27,12.1,29.94,1.91,1.27,0.64,0.0,52.23,0.0
525782,Jablonov nad Turňou - Szádalmás,8,HU,19.9%,78.5%,0.0%,0.0%,525782.0,Forró,0.0,0.71,47.86,6.43,26.07,0.0,0.71,1.79,0.0,16.43,0.0
525791,Jelšava,6,SK,81.4%,0.9%,6.1%,0.0%,525791.0,Pellegrini,0.83,0.21,0.0,16.46,21.67,2.71,0.0,2.08,0.0,56.04,0.0
525812,Kameňany,6,SK,92.5%,0.5%,2.0%,0.0%,525812.0,Pellegrini,0.76,0.0,0.0,21.21,3.79,0.76,0.76,12.12,0.76,59.85,0.0
525821,Kečovo - Kecső,8,HU,11.4%,84.3%,0.0%,0.0%,525821.0,Forró,0.0,0.86,47.41,7.76,11.21,0.86,0.0,5.17,0.0,26.72,0.0
525839,Kobeliarovo,8,SK,92.1%,0.4%,6.3%,0.0%,525839.0,Pellegrini,0.0,0.83,0.0,12.4,15.7,0.0,0.83,1.65,0.0,68.6,0.0
525847,Koceľovce,8,SK,98.7%,0.0%,0.0%,0.0%,525847.0,Pellegrini,0.0,0.0,0.0,10.59,24.71,0.0,0.0,4.71,0.0,58.82,1.18
525855,Kováčová (RV) - Kiskovácsvágása,8,HU,43.9%,56.1%,0.0%,0.0%,525855.0,Korčok,0.0,0.0,26.53,8.16,32.65,0.0,2.04,6.12,0.0,24.49,0.0
525863,Krásnohorská Dlhá Lúka - Várhosszúrét,8,HU,21.7%,76.9%,0.0%,0.1%,525863.0,Forró,0.0,0.0,42.21,5.32,27.76,0.38,1.14,5.32,0.0,17.87,0.0
525871,Krásnohorské Podhradie - Krasznahorkaváralja,8,SK,39.8%,27.3%,24.1%,0.0%,525871.0,Korčok,0.0,0.0,18.15,11.15,35.92,1.51,0.57,3.4,0.0,29.3,0.0
525898,Kunova Teplica - Kuntapolca,8,SK,63.8%,22.3%,0.3%,0.0%,525898.0,Pellegrini,0.0,0.0,24.55,5.45,29.09,0.0,0.91,3.64,0.0,36.36,0.0
525901,Licince - Lice,6,SK,67.4%,27.7%,2.0%,0.0%,525901.0,Pellegrini,0.0,0.0,9.49,13.87,12.41,0.73,2.19,17.52,1.46,42.34,0.0
525910,Lipovník (RV) - Hárskút,8,HU,33.7%,63.7%,0.0%,0.0%,525910.0,Korčok,0.0,0.0,31.28,7.18,32.82,1.03,1.03,6.15,0.0,20.51,0.0
525928,Lubeník,6,SK,88.0%,2.0%,1.8%,0.0%,525928.0,Pellegrini,0.0,0.98,0.0,20.92,19.61,0.98,1.31,1.96,0.0,54.25,0.0
525936,Lúčka (RV) - Lucska,8,HU,28.3%,70.0%,0.0%,0.0%,525936.0,Korčok,0.0,0.0,30.36,12.5,37.5,0.0,0.0,0.0,0.0,19.64,0.0
525944,Magnezitovce,6,SK,97.6%,0.0%,0.2%,0.0%,525944.0,Pellegrini,0.0,0.0,0.0,16.15,10.77,2.31,0.0,2.31,0.0,68.46,0.0
525952,Markuška,8,SK,98.7%,0.0%,0.0%,0.0%,525952.0,Pellegrini,0.0,0.0,0.0,1.85,29.63,0.0,3.7,7.41,3.7,53.7,0.0
525961,Meliata - Melléte,8,HU,32.2%,61.7%,0.5%,0.0%,525961.0,Forró,0.0,0.0,43.33,3.33,8.33,8.33,0.0,0.0,0.0,36.67,0.0
525987,Muráň,6,SK,88.7%,0.2%,2.3%,0.0%,525987.0,Pellegrini,0.55,0.83,0.28,13.77,29.75,1.38,2.48,3.31,0.0,47.66,0.0
525995,Muránska Dlhá Lúka,6,SK,90.7%,0.7%,2.2%,0.0%,525995.0,Pellegrini,0.0,0.0,0.0,9.31,27.59,1.72,1.38,11.72,0.0,48.28,0.0
526002,Muránska Huta,6,SK,93.8%,0.6%,0.6%,0.6%,526002.0,Korčok,0.0,1.57,0.0,9.45,42.52,0.0,3.15,3.15,0.0,39.37,0.79
526011,Muránska Lehota,6,SK,97.5%,0.5%,0.0%,0.0%,526011.0,Pellegrini,0.0,1.14,0.0,6.82,17.05,3.41,1.14,1.14,0.0,69.32,0.0
526029,Muránska Zdychava,6,SK,97.4%,1.3%,0.0%,0.0%,526029.0,Pellegrini,0.0,1.22,0.0,15.85,15.85,4.88,1.22,2.44,0.0,58.54,0.0
526037,Nandraž,6,SK,92.7%,0.0%,3.3%,0.0%,526037.0,Pellegrini,0.0,0.0,0.0,12.5,22.92,8.33,0.0,12.5,0.0,43.75,0.0
526045,Nižná Slaná,8,SK,94.6%,0.7%,0.9%,0.0%,526045.0,Pellegrini,0.0,0.0,0.0,6.19,19.87,0.65,0.65,3.26,0.0,69.38,0.0
526053,Ochtiná,8,SK,85.7%,0.4%,7.4%,0.0%,526053.0,Pellegrini,0.0,0.0,0.0,13.56,13.56,0.85,0.85,8.47,0.0,62.71,0.0
526061,Pača,8,SK,94.9%,1.8%,0.2%,0.0%,526061.0,Pellegrini,0.0,0.0,0.72,14.44,28.52,1.08,0.36,1.44,0.0,53.07,0.36
526070,Pašková - Páskaháza,8,SK,51.6%,31.0%,11.8%,0.0%,526070.0,Forró,0.0,0.0,44.44,5.56,13.89,0.0,2.78,27.78,0.0,5.56,0.0
526088,Petrovo,8,SK,92.4%,0.0%,3.8%,0.0%,526088.0,Pellegrini,0.0,0.0,0.0,18.92,8.11,5.41,2.7,0.0,0.0,64.86,0.0
526096,Plešivec - Pelsőc,8,SK,52.2%,36.8%,0.9%,0.0%,526096.0,Pellegrini,0.0,0.89,17.83,8.56,32.62,1.43,0.71,3.39,0.18,34.4,0.0
526100,Prihradzany,6,SK,98.6%,0.0%,0.0%,0.0%,526100.0,Pellegrini,0.0,0.0,0.0,5.71,22.86,0.0,5.71,11.43,0.0,51.43,2.86
526118,Rákoš (RA),6,SK,96.3%,0.7%,1.0%,0.0%,526118.0,Pellegrini,0.9,0.0,0.0,16.22,15.32,5.41,0.0,2.7,0.9,58.56,0.0
526126,Rakovnica,8,SK,95.0%,2.8%,0.0%,0.0%,526126.0,Pellegrini,0.0,0.0,0.0,8.85,21.54,0.77,3.08,2.31,0.0,63.46,0.0
526134,Rejdová,8,SK,95.8%,0.4%,3.1%,0.0%,526134.0,Pellegrini,0.49,0.0,0.0,6.86,28.43,0.98,0.98,1.47,0.49,60.29,0.0
526142,Revúca,6,SK,82.9%,1.2%,4.6%,0.1%,526142.0,Pellegrini,0.08,0.21,0.05,13.16,30.88,0.83,2.03,2.61,0.16,49.88,0.1
526151,Revúcka Lehota,6,SK,97.1%,0.6%,0.0%,0.0%,526151.0,Korčok,0.0,0.61,0.61,7.32,45.12,0.0,4.27,3.66,0.0,38.41,0.0
526177,Rochovce,8,SK,94.8%,1.5%,0.3%,0.0%,526177.0,Pellegrini,0.0,0.99,0.99,17.82,20.79,1.98,0.99,2.97,0.0,53.47,0.0
526185,Roštár,8,SK,90.1%,0.3%,5.8%,0.0%,526185.0,Pellegrini,0.0,0.0,0.0,16.28,19.77,2.33,2.33,8.14,2.33,48.84,0.0
526193,Rozložná,8,SK,91.7%,0.5%,0.5%,0.0%,526193.0,Pellegrini,0.0,0.0,0.0,22.45,14.29,2.04,0.0,10.2,0.0,51.02,0.0
526207,Rožňavské Bystré,8,SK,97.7%,1.2%,0.3%,0.0%,526207.0,Pellegrini,0.0,0.81,0.0,10.57,34.55,0.0,1.63,2.44,0.0,50.0,0.0
526215,Rudná - Rozsnyórudna,8,SK,73.3%,25.6%,0.1%,0.0%,526215.0,Pellegrini,0.0,0.0,11.26,13.99,31.74,0.0,2.39,6.14,0.34,34.13,0.0
526223,Silica - Szilice,8,HU,19.9%,76.4%,0.7%,0.0%,526223.0,Forró,0.0,0.0,56.06,6.82,16.67,0.0,0.0,1.52,0.0,18.94,0.0
526231,Silická Brezová - Szádvárborsa,8,HU,27.5%,71.1%,0.7%,0.0%,526231.0,Forró,0.0,0.0,44.3,10.13,13.92,1.27,1.27,1.27,0.0,27.85,0.0
526240,Silická Jablonica - Jablonca,8,HU,8.2%,91.8%,0.0%,0.0%,526240.0,Forró,0.0,0.0,64.29,1.19,17.86,2.38,0.0,2.38,0.0,11.9,0.0
526258,Sirk,6,SK,95.4%,0.3%,0.5%,0.0%,526258.0,Pellegrini,0.0,0.0,0.85,21.37,12.39,2.99,1.28,2.99,0.43,57.69,0.0
526266,Slavec - Szalóc,8,HU,42.5%,47.4%,3.8%,0.0%,526266.0,Pellegrini,0.0,0.0,29.37,6.99,18.88,0.0,0.0,6.29,0.0,38.46,0.0
526274,Slavoška,8,SK,94.7%,0.0%,1.5%,2.3%,526274.0,Pellegrini,0.0,0.0,0.0,17.14,5.71,0.0,0.0,0.0,0.0,77.14,0.0
526282,Slavošovce,8,SK,82.5%,1.2%,1.4%,0.1%,526282.0,Pellegrini,0.69,0.46,0.0,16.63,16.17,0.46,0.69,6.24,0.23,58.43,0.0
526291,Stratená,8,SK,96.7%,0.0%,0.0%,0.0%,526291.0,Pellegrini,0.0,0.0,0.0,11.84,34.21,0.0,1.32,2.63,0.0,50.0,0.0
526304,Šivetice,6,SK,89.2%,2.5%,6.9%,0.0%,526304.0,Pellegrini,0.0,0.0,1.3,5.19,1.3,1.3,1.3,3.9,1.3,84.42,0.0
526312,Štítnik,8,SK,94.1%,1.6%,1.6%,0.1%,526312.0,Pellegrini,0.0,0.0,0.85,11.32,21.37,0.43,0.64,2.35,0.21,62.82,0.0
526321,Turčok,6,SK,94.4%,1.0%,1.0%,0.0%,526321.0,Pellegrini,0.0,0.0,0.0,17.74,11.29,11.29,1.61,4.84,0.0,53.23,0.0
526339,Vlachovo,8,SK,97.5%,0.4%,0.0%,0.0%,526339.0,Pellegrini,0.0,0.25,0.74,12.75,25.0,0.0,1.96,1.47,0.25,57.6,0.0
526347,Vyšná Slaná,8,SK,97.5%,0.0%,0.0%,0.0%,526347.0,Pellegrini,0.0,0.0,0.0,10.85,19.34,0.94,1.42,1.42,0.0,66.04,0.0
526355,Spišská Nová Ves,8,SK,91.7%,0.1%,0.6%,0.2%,526355.0,Korčok,0.08,0.81,0.04,12.67,45.35,0.48,1.96,2.0,0.17,36.31,0.11
526363,Arnutovce,8,SK,84.1%,0.1%,6.3%,0.0%,526363.0,Korčok,0.0,0.63,0.0,13.84,54.09,0.63,3.77,7.55,0.0,19.5,0.0
526371,Baldovce,7,SK,97.1%,0.0%,0.0%,0.0%,526371.0,Pellegrini,0.0,0.0,0.0,7.14,27.38,0.0,3.57,1.19,0.0,60.71,0.0
526380,Beharovce,7,SK,97.6%,0.0%,0.6%,0.0%,526380.0,Korčok,0.0,0.0,0.0,8.0,51.0,1.0,1.0,5.0,0.0,34.0,0.0
526398,Betlanovce,8,SK,82.9%,0.0%,13.7%,0.0%,526398.0,Pellegrini,0.0,0.0,0.0,17.82,31.68,0.5,0.0,1.49,0.5,48.02,0.0
526401,Bijacovce,7,SK,96.3%,0.0%,0.9%,0.3%,526401.0,Pellegrini,0.0,1.85,0.0,12.31,34.15,1.54,3.08,3.69,0.0,43.38,0.0
526410,Brutovce,7,SK,97.3%,0.0%,0.0%,0.0%,526410.0,Pellegrini,0.0,0.0,0.0,17.81,32.88,2.74,0.0,1.37,0.0,45.21,0.0
526428,Buglovce,7,SK,99.3%,0.0%,0.0%,0.0%,526428.0,Korčok,0.0,0.8,0.0,15.2,56.8,0.0,0.0,3.2,0.0,24.0,0.0
526436,Bystrany,8,SK,90.3%,0.0%,3.3%,0.0%,526436.0,Pellegrini,0.0,0.51,0.26,8.72,14.1,1.54,0.77,32.31,0.26,41.54,0.0
526444,Danišovce,8,SK,97.0%,0.0%,0.0%,0.5%,526444.0,Pellegrini,0.0,1.03,0.68,17.81,37.67,0.34,1.71,1.71,0.68,38.01,0.34
526452,Dlhé Stráže,7,SK,96.8%,0.2%,0.3%,0.2%,526452.0,Korčok,0.0,2.42,0.0,11.11,45.89,0.97,5.31,6.76,0.0,27.54,0.0
526461,Doľany (LE),7,XR,28.1%,0.1%,70.7%,0.0%,526461.0,Matovič,0.0,0.0,0.68,16.89,21.62,0.0,1.35,29.73,0.68,28.38,0.68
526479,Domaňovce,7,SK,97.9%,0.0%,0.0%,0.0%,526479.0,Korčok,0.26,1.31,0.0,12.27,47.52,0.0,1.31,2.35,0.52,34.2,0.26
526487,Dravce,7,SK,93.2%,0.0%,0.4%,0.1%,526487.0,Korčok,0.38,0.38,0.0,20.61,37.4,0.76,5.34,1.53,0.0,33.21,0.38
526495,Dúbrava (LE),7,SK,96.7%,0.3%,0.0%,0.3%,526495.0,Korčok,0.0,0.0,0.0,17.09,43.04,0.63,2.53,0.0,0.0,36.08,0.63
526509,Gelnica,8,SK,91.4%,0.1%,2.5%,0.1%,526509.0,Pellegrini,0.0,0.36,0.04,15.18,30.55,0.67,2.07,2.2,0.09,48.83,0.0
526517,Granč-Petrovce,7,SK,98.4%,0.0%,0.0%,0.0%,526517.0,Korčok,0.33,1.34,0.33,15.38,44.48,0.33,2.68,0.33,0.0,34.78,0.0
526525,Harakovce,7,SK,98.3%,0.0%,0.0%,0.0%,526525.0,Pellegrini,0.0,0.0,0.0,32.26,22.58,0.0,0.0,3.23,0.0,41.94,0.0
526533,Harichovce,8,SK,98.1%,0.1%,0.0%,0.2%,526533.0,Korčok,0.37,0.25,0.0,11.83,48.57,0.37,0.87,3.11,0.25,34.37,0.0
526541,Helcmanovce,8,SK,91.4%,0.1%,2.5%,0.7%,526541.0,Pellegrini,0.23,1.16,0.0,19.03,23.2,0.46,2.09,1.62,0.0,51.97,0.23
526550,Henclová,8,SK,96.0%,0.0%,0.0%,0.0%,526550.0,Pellegrini,0.0,0.0,0.0,21.13,28.17,5.63,0.0,4.23,0.0,40.85,0.0
526568,Hincovce,8,SK,95.7%,0.0%,0.0%,0.0%,526568.0,Pellegrini,0.0,0.0,0.0,30.97,20.35,0.88,0.88,1.77,0.0,45.13,0.0
526576,Hnilčík,8,SK,97.8%,0.0%,0.0%,0.2%,526576.0,Pellegrini,0.0,1.35,0.0,12.16,39.64,3.15,2.7,0.9,0.0,40.09,0.0
526584,Hnilec,8,SK,94.0%,0.0%,1.4%,0.0%,526584.0,Pellegrini,0.0,0.0,0.0,17.22,29.8,0.66,4.64,1.32,0.0,46.36,0.0
526592,Hrabušice,8,SK,96.2%,0.0%,1.3%,0.0%,526592.0,Pellegrini,0.17,0.0,0.33,14.17,34.5,0.33,0.67,3.33,0.0,46.5,0.0
526606,Vyšné Repaše,7,SK,95.4%,0.0%,0.0%,1.1%,526606.0,Korčok,0.0,4.08,0.0,12.24,38.78,2.04,0.0,4.08,0.0,38.78,0.0
526614,Vyšný Slavkov,7,SK,98.5%,0.0%,0.0%,0.0%,526614.0,Pellegrini,0.0,1.32,0.0,30.26,28.95,1.32,3.29,3.29,0.0,31.58,0.0
526631,Závadka (GL),8,SK,73.9%,0.0%,7.5%,16.6%,526631.0,Korčok,0.6,1.8,0.0,17.37,44.31,0.6,0.6,1.2,0.0,33.53,0.0
526649,Žakarovce,8,SK,96.4%,0.0%,0.1%,0.0%,526649.0,Pellegrini,0.0,0.0,0.38,27.44,18.42,0.38,0.75,1.13,0.0,51.5,0.0
526657,Žehra,8,SK,87.1%,0.0%,5.0%,0.0%,526657.0,Pellegrini,0.0,0.0,0.0,4.14,14.66,1.5,0.75,15.04,0.38,63.53,0.0
526665,Stará Ľubovňa,7,SK,84.2%,0.1%,3.4%,2.1%,526665.0,Korčok,0.08,1.02,0.08,14.96,39.89,0.58,2.64,2.07,0.11,38.44,0.13
526673,Čirč - Чірч,7,SK,65.3%,0.0%,2.3%,26.1%,526673.0,Pellegrini,0.0,1.08,0.0,14.53,22.99,0.0,1.52,2.6,0.0,56.83,0.43
526681,Ďurková,7,SK,94.2%,0.0%,0.0%,4.0%,526681.0,Pellegrini,0.0,0.94,0.0,18.87,25.47,0.0,0.94,0.94,0.0,52.83,0.0
526690,Forbasy,7,SK,97.4%,0.0%,0.0%,0.7%,526690.0,Korčok,0.0,1.92,0.48,15.38,50.48,0.48,1.44,4.33,0.0,25.48,0.0
526703,Hajtovka,7,SK,92.6%,0.0%,0.0%,4.4%,526703.0,Pellegrini,0.0,0.0,0.0,17.65,11.76,0.0,2.94,11.76,0.0,55.88,0.0
526711,Haligovce,7,SK,97.4%,0.0%,0.2%,0.2%,526711.0,Pellegrini,0.0,4.07,0.0,19.0,16.74,1.81,0.0,2.71,0.0,55.2,0.45
526720,Hniezdne,7,SK,92.2%,0.0%,4.5%,0.7%,526720.0,Pellegrini,0.0,1.02,0.0,13.32,34.63,0.82,2.25,4.51,0.0,43.44,0.0
526738,Hraničné,7,SK,99.5%,0.0%,0.0%,0.5%,526738.0,Pellegrini,1.45,0.0,0.0,14.49,31.88,1.45,0.0,0.0,0.0,50.72,0.0
526746,Hromoš,7,SK,96.6%,0.0%,0.0%,1.0%,526746.0,Pellegrini,0.0,2.22,0.0,17.78,31.11,0.0,2.67,3.11,0.44,42.67,0.0
526754,Chmeľnica,7,SK,89.4%,0.0%,0.1%,0.7%,526754.0,Korčok,0.0,2.63,0.0,12.17,47.97,0.24,1.91,5.97,0.0,28.88,0.24
526762,Jakubany,7,SK,87.3%,0.1%,1.6%,9.9%,526762.0,Pellegrini,0.0,0.43,0.0,24.53,21.65,0.29,1.01,0.87,0.14,51.08,0.0
526771,Jarabina - Орябина,7,SK,51.6%,0.0%,5.2%,31.7%,526771.0,Pellegrini,0.0,0.0,0.31,18.83,21.91,0.31,1.23,0.93,0.31,56.17,0.0
526789,Kamienka (SL) - Камюнка,7,SK,64.2%,0.0%,1.5%,32.2%,526789.0,Pellegrini,0.0,0.42,0.0,20.42,19.79,0.62,2.71,1.88,0.0,54.17,0.0
526797,Kolačkov,7,SK,98.6%,0.1%,0.2%,0.6%,526797.0,Korčok,0.0,1.67,0.0,10.03,47.35,0.84,0.28,9.75,0.28,29.81,0.0
526801,Kremná,7,SK,96.8%,0.0%,0.0%,3.2%,526801.0,Pellegrini,0.0,2.38,0.0,7.14,42.86,0.0,0.0,0.0,0.0,45.24,2.38
526819,Kyjov,7,SK,88.3%,0.0%,1.8%,8.5%,526819.0,Pellegrini,0.0,0.86,0.0,9.91,13.36,0.0,0.86,2.59,0.0,72.41,0.0
526827,Lacková,7,SK,98.1%,0.0%,0.0%,0.0%,526827.0,Pellegrini,0.0,4.82,0.0,7.23,28.92,0.0,3.61,0.0,0.0,55.42,0.0
526835,Legnava,7,SK,80.9%,1.1%,3.2%,9.6%,526835.0,Pellegrini,0.0,0.0,0.0,13.04,30.43,0.0,2.17,10.87,0.0,43.48,0.0
526843,Lesnica,7,SK,98.8%,0.0%,0.0%,0.0%,526843.0,Pellegrini,0.0,3.19,0.0,23.94,20.74,0.53,2.13,3.72,0.0,45.74,0.0
526851,Litmanová - Літманова,7,SK,72.5%,0.0%,0.0%,23.9%,526851.0,Pellegrini,0.0,4.76,0.0,22.38,24.29,0.48,3.81,1.9,1.9,40.48,0.0
526860,Lomnička,7,SK,95.1%,0.0%,2.2%,0.0%,526860.0,Matovič,0.0,1.08,0.0,2.15,2.15,0.0,0.0,50.54,0.0,44.09,0.0
526878,Ľubotín,7,SK,90.4%,0.0%,2.4%,1.9%,526878.0,Pellegrini,0.0,1.94,0.0,14.25,19.87,0.43,2.38,2.81,0.0,58.32,0.0
526886,Malý Lipník,7,SK,88.4%,0.0%,0.0%,10.3%,526886.0,Pellegrini,0.0,1.4,0.0,8.84,34.88,2.33,5.12,1.86,0.0,45.58,0.0
526894,Matysová - Матисова,7,SK,75.0%,0.0%,0.0%,23.2%,526894.0,Korčok,0.0,0.0,0.0,15.91,54.55,0.0,0.0,0.0,0.0,29.55,0.0
526908,Mníšek nad Popradom,7,SK,93.9%,0.0%,0.2%,0.2%,526908.0,Korčok,0.44,7.11,0.0,17.33,44.0,1.78,2.22,2.67,0.44,24.0,0.0
526916,Nižné Ružbachy,7,SK,98.9%,0.0%,0.0%,0.0%,526916.0,Pellegrini,0.4,0.4,0.0,10.53,35.22,1.21,3.24,2.43,0.0,46.15,0.4
526924,Nová Ľubovňa,7,SK,96.6%,0.0%,0.6%,1.0%,526924.0,Korčok,0.16,2.06,0.16,14.58,40.89,0.24,1.9,2.85,0.16,36.93,0.08
