IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate,obec_code,víťaz,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec
508942,Priechod,6,SK,99.3%,0.0%,0.0%,0.0%,508942.0,Korčok,0.0,1.47,0.0,8.42,48.63,1.05,3.16,1.47,0.0,35.79,0.0
508951,Ráztoka,6,SK,97.5%,0.0%,0.0%,0.0%,508951.0,Pellegrini,0.0,0.0,0.0,13.79,19.83,0.0,2.59,2.59,0.0,61.21,0.0
508969,Riečka (BB),6,SK,98.7%,0.0%,0.0%,0.0%,508969.0,Korčok,0.0,0.22,0.0,5.84,46.52,1.8,1.8,0.67,0.0,43.15,0.0
508977,Sebedín-Bečov,6,SK,97.5%,0.0%,0.0%,0.0%,508977.0,Pellegrini,0.0,0.0,0.0,12.05,25.9,1.2,3.01,0.0,0.0,57.83,0.0
508985,Selce (BB),6,SK,98.1%,0.2%,0.0%,0.0%,508985.0,Korčok,0.0,0.77,0.1,9.19,46.79,0.67,2.68,1.44,0.0,38.09,0.29
508993,Sihla,6,SK,100.0%,0.0%,0.0%,0.0%,508993.0,Pellegrini,1.18,0.0,0.0,4.71,35.29,3.53,0.0,0.0,0.0,55.29,0.0
509001,Slovenská Ľupča,6,SK,95.1%,0.2%,0.6%,0.0%,509001.0,Pellegrini,0.0,0.59,0.0,12.32,40.25,1.12,2.04,0.86,0.07,42.49,0.26
509019,Staré Hory,6,SK,94.6%,0.4%,0.2%,0.0%,509019.0,Korčok,0.0,1.06,0.0,9.51,48.24,0.35,0.7,0.35,0.0,39.79,0.0
509027,Strelníky,6,SK,98.8%,0.3%,0.0%,0.0%,509027.0,Pellegrini,0.0,0.0,0.24,12.53,28.84,0.95,1.42,0.95,0.47,54.61,0.0
509035,Špania Dolina,6,SK,91.0%,0.4%,0.0%,0.0%,509035.0,Korčok,0.0,0.0,0.0,9.63,44.44,1.48,2.22,3.7,0.0,38.52,0.0
509043,Šumiac,6,SK,91.2%,0.2%,1.8%,0.4%,509043.0,Pellegrini,0.27,0.53,0.0,13.87,15.73,0.8,1.07,4.27,0.0,63.47,0.0
509051,Telgárt,6,SK,79.7%,0.0%,10.6%,0.1%,509051.0,Pellegrini,0.0,1.99,0.33,12.29,26.91,0.66,1.0,6.98,0.33,49.17,0.33
509060,Tajov,6,SK,96.3%,0.1%,0.0%,0.0%,509060.0,Korčok,0.0,1.3,0.26,7.51,44.82,0.78,1.55,1.81,0.0,41.71,0.26
509086,Valaská,6,SK,88.3%,0.1%,1.2%,0.0%,509086.0,Pellegrini,0.07,0.07,0.07,12.4,33.21,1.23,2.03,0.87,0.07,49.96,0.0
509094,Vaľkovňa,6,SK,93.5%,0.0%,0.7%,0.0%,509094.0,Pellegrini,0.0,0.0,0.0,32.53,8.43,0.0,2.41,1.2,0.0,55.42,0.0
509124,Závadka nad Hronom,6,SK,90.1%,0.2%,1.3%,0.0%,509124.0,Pellegrini,0.0,0.28,0.0,10.51,23.58,1.28,2.56,0.57,0.0,60.94,0.28
509132,Čadca,5,SK,91.6%,0.1%,0.0%,0.0%,509132.0,Pellegrini,0.1,0.66,0.08,14.72,29.97,0.67,2.15,2.07,0.15,49.31,0.11
509159,Čierne,5,SK,97.6%,0.0%,0.0%,0.0%,509159.0,Pellegrini,0.16,0.21,0.1,17.7,23.29,0.62,1.86,1.71,0.16,54.09,0.1
509167,Dlhá nad Kysucou,5,SK,93.1%,0.2%,0.0%,0.0%,509167.0,Pellegrini,0.41,0.83,0.0,13.69,19.92,0.41,2.49,1.24,0.41,60.58,0.0
509175,Dolný Vadičov,5,SK,98.1%,0.0%,0.0%,0.2%,509175.0,Pellegrini,0.0,1.14,0.0,21.21,29.17,0.76,2.27,0.76,0.0,44.7,0.0
509183,Dunajov,5,SK,96.7%,0.1%,0.0%,0.1%,509183.0,Pellegrini,0.42,0.21,0.0,11.04,27.92,0.83,1.88,1.67,0.0,56.04,0.0
509205,Horný Vadičov,5,SK,96.8%,0.1%,0.1%,0.0%,509205.0,Pellegrini,0.12,0.87,0.0,14.36,27.35,0.87,2.23,2.23,0.0,51.61,0.37
509213,Klokočov (CA),5,SK,95.0%,0.0%,0.0%,0.0%,509213.0,Pellegrini,0.12,0.12,0.0,9.7,23.88,0.48,0.36,1.94,0.12,63.27,0.0
509221,Klubina,5,SK,97.4%,0.0%,0.0%,0.0%,509221.0,Pellegrini,0.0,0.0,0.0,17.13,15.54,0.4,1.59,1.2,0.4,63.35,0.4
509230,Korňa,5,SK,97.0%,0.0%,0.0%,0.0%,509230.0,Pellegrini,0.0,0.59,0.12,11.48,28.64,1.3,0.95,0.83,0.0,55.98,0.12
509248,Krásno nad Kysucou,5,SK,97.3%,0.1%,0.0%,0.0%,509248.0,Pellegrini,0.18,0.71,0.07,13.43,25.49,0.53,1.81,1.56,0.0,56.19,0.04
509256,Kysucké Nové Mesto,5,SK,93.9%,0.1%,0.0%,0.0%,509256.0,Pellegrini,0.06,0.88,0.03,16.12,29.84,0.59,1.77,1.75,0.09,48.83,0.03
509264,Kysucký Lieskovec,5,SK,94.4%,0.0%,0.0%,0.0%,509264.0,Pellegrini,0.38,0.38,0.0,14.96,30.39,0.67,1.63,1.53,0.1,49.66,0.29
509272,Lodno,5,SK,97.5%,0.0%,0.0%,0.1%,509272.0,Pellegrini,0.0,2.08,0.0,18.18,21.56,0.78,1.56,3.38,0.26,52.21,0.0
509281,Lopušné Pažite,5,SK,98.0%,0.7%,0.0%,0.0%,509281.0,Pellegrini,0.0,2.91,0.0,12.62,21.36,1.46,3.4,0.49,0.49,57.28,0.0
509299,Makov,5,SK,96.7%,0.1%,0.0%,0.0%,509299.0,Pellegrini,0.23,0.45,0.0,12.46,33.3,0.68,1.93,2.15,0.11,48.7,0.0
509302,Nesluša,5,SK,92.1%,0.0%,0.1%,0.0%,509302.0,Pellegrini,0.21,0.71,0.07,13.17,33.81,0.28,1.28,1.49,0.0,48.75,0.21
509311,Nová Bystrica,5,SK,97.2%,0.0%,0.0%,0.0%,509311.0,Pellegrini,0.37,0.28,0.09,14.88,19.26,0.93,1.02,1.02,0.0,62.14,0.0
509329,Ochodnica,5,SK,97.0%,0.1%,0.0%,0.0%,509329.0,Pellegrini,0.0,0.47,0.0,17.4,21.3,0.71,1.89,1.18,0.0,57.04,0.0
509337,Olešná,5,SK,96.3%,0.0%,0.1%,0.0%,509337.0,Pellegrini,0.12,0.36,0.0,13.36,25.87,0.72,1.81,1.2,0.12,56.44,0.0
509345,Oščadnica,5,SK,96.2%,0.0%,0.0%,0.0%,509345.0,Pellegrini,0.0,0.79,0.04,16.02,28.57,0.96,1.92,1.38,0.21,50.06,0.04
509361,Podvysoká,5,SK,97.1%,0.0%,0.1%,0.0%,509361.0,Pellegrini,0.17,0.17,0.0,17.95,22.39,1.03,2.91,1.03,0.17,54.02,0.17
509370,Povina,5,SK,96.6%,0.0%,0.0%,0.0%,509370.0,Pellegrini,0.75,0.38,0.0,15.28,22.26,0.38,0.75,0.94,0.38,58.68,0.19
509396,Radôstka,5,SK,98.6%,0.0%,0.0%,0.0%,509396.0,Pellegrini,0.26,1.05,0.0,15.97,13.87,1.05,0.79,1.83,0.0,65.18,0.0
509400,Raková,5,SK,98.4%,0.0%,0.0%,0.0%,509400.0,Pellegrini,0.09,1.3,0.09,11.88,33.87,0.61,1.78,1.3,0.04,48.96,0.09
509426,Rudina,5,SK,96.4%,0.0%,0.0%,0.0%,509426.0,Pellegrini,0.12,0.12,0.0,13.82,31.13,0.62,1.0,2.99,0.12,49.69,0.37
509434,Rudinka,5,SK,96.5%,0.0%,0.0%,0.0%,509434.0,Pellegrini,0.0,0.49,0.0,11.27,35.29,0.0,1.96,0.98,0.0,50.0,0.0
509442,Rudinská,5,SK,95.7%,0.0%,0.0%,0.0%,509442.0,Pellegrini,0.24,0.73,0.0,15.98,18.16,1.21,0.48,1.94,0.48,60.53,0.24
509451,Skalité,5,SK,98.5%,0.1%,0.0%,0.0%,509451.0,Pellegrini,0.05,0.75,0.05,15.33,23.42,0.56,1.74,1.22,0.09,56.68,0.09
509469,Snežnica,5,SK,97.3%,0.0%,0.0%,0.0%,509469.0,Pellegrini,0.0,0.0,0.0,13.52,38.26,0.71,0.53,1.07,0.18,45.73,0.0
509477,Stará Bystrica,5,SK,97.9%,0.0%,0.0%,0.0%,509477.0,Pellegrini,0.0,0.17,0.08,14.14,22.83,0.25,1.65,0.91,0.17,59.8,0.0
509485,Staškov,5,SK,95.9%,0.0%,0.0%,0.0%,509485.0,Pellegrini,0.18,0.36,0.0,12.36,23.56,0.63,1.71,1.71,0.0,59.48,0.0
509493,Svrčinovec,5,SK,98.0%,0.0%,0.1%,0.0%,509493.0,Pellegrini,0.14,0.42,0.0,14.04,27.1,0.35,1.13,1.76,0.07,54.9,0.07
509507,Turzovka,5,SK,92.5%,0.1%,0.7%,0.0%,509507.0,Pellegrini,0.07,0.52,0.0,11.74,24.77,0.9,1.11,1.0,0.07,59.75,0.07
509515,Vysoká nad Kysucou,5,SK,95.3%,0.1%,0.3%,0.0%,509515.0,Pellegrini,0.28,0.37,0.0,11.41,22.45,1.01,1.29,1.47,0.0,61.73,0.0
509523,Zákopčie,5,SK,96.7%,0.1%,0.0%,0.0%,509523.0,Pellegrini,0.28,0.57,0.0,16.97,23.2,0.85,0.99,3.54,0.0,53.47,0.14
509531,Zborov nad Bystricou,5,SK,98.8%,0.0%,0.0%,0.0%,509531.0,Pellegrini,0.2,0.49,0.0,15.83,16.22,0.69,0.69,1.09,0.0,64.79,0.0
509540,Dolný Kubín,5,SK,94.6%,0.1%,0.2%,0.0%,509540.0,Korčok,0.04,1.22,0.04,10.92,50.67,0.49,2.63,2.52,0.16,31.22,0.08
509558,Babín,5,SK,98.9%,0.1%,0.0%,0.0%,509558.0,Korčok,0.0,1.16,0.19,8.11,41.51,1.35,0.58,5.6,0.0,41.51,0.0
509566,Beňadovo,5,SK,99.5%,0.1%,0.0%,0.0%,509566.0,Korčok,0.0,3.48,0.27,16.31,35.56,0.8,1.34,6.95,0.0,35.29,0.0
509582,Bobrov,5,SK,96.8%,0.0%,0.0%,0.0%,509582.0,Pellegrini,0.12,1.79,0.0,16.35,32.82,0.12,3.46,1.67,0.36,43.32,0.0
509591,Breza,5,SK,98.0%,0.1%,0.0%,0.0%,509591.0,Pellegrini,0.17,0.34,0.0,13.43,30.81,0.34,2.58,3.79,0.0,48.36,0.17
509604,Brezovica (TS),5,SK,99.3%,0.1%,0.0%,0.0%,509604.0,Korčok,0.17,2.48,0.0,11.75,40.4,0.99,3.81,4.64,0.33,35.26,0.17
509639,Dlhá nad Oravou,5,SK,98.5%,0.1%,0.0%,0.0%,509639.0,Korčok,0.0,0.66,0.0,9.75,49.09,0.33,2.81,5.29,0.17,31.9,0.0
509655,Habovka,5,SK,98.8%,0.0%,0.0%,0.0%,509655.0,Pellegrini,0.59,1.33,0.0,19.91,34.07,0.15,1.77,1.47,0.15,40.41,0.15
509663,Hladovka,5,SK,98.6%,0.0%,0.0%,0.0%,509663.0,Pellegrini,0.0,5.79,0.0,15.11,29.22,1.01,1.26,3.27,0.0,44.33,0.0
509671,Horná Lehota (DK),5,SK,98.6%,0.2%,0.0%,0.0%,509671.0,Korčok,0.0,1.94,0.0,15.12,46.9,0.39,2.71,3.1,0.39,29.46,0.0
509680,Hruštín,5,SK,99.2%,0.1%,0.0%,0.0%,509680.0,Korčok,0.38,1.67,0.0,9.12,53.19,0.3,1.82,3.27,0.23,29.79,0.23
509698,Chlebnice,5,SK,99.8%,0.0%,0.0%,0.0%,509698.0,Korčok,0.16,1.12,0.0,10.37,59.49,0.64,2.07,4.31,0.32,21.53,0.0
509701,Istebné,5,SK,95.0%,0.2%,0.1%,0.0%,509701.0,Pellegrini,0.17,1.16,0.0,10.96,32.89,1.16,2.66,2.49,0.17,48.34,0.0
509710,Jasenová,5,SK,98.6%,0.0%,0.0%,0.0%,509710.0,Korčok,0.0,0.0,0.0,8.13,52.15,1.44,3.83,2.39,0.48,31.58,0.0
509728,Klin,5,SK,98.6%,0.0%,0.0%,0.0%,509728.0,Pellegrini,0.1,1.54,0.0,16.07,36.87,0.62,2.16,2.37,0.1,40.06,0.1
509744,Kraľovany,5,SK,98.8%,0.0%,0.0%,0.0%,509744.0,Pellegrini,0.0,0.43,0.0,16.52,25.22,0.43,3.48,2.17,0.0,50.87,0.87
509761,Krivá,5,SK,99.0%,0.0%,0.0%,0.0%,509761.0,Korčok,0.23,5.0,0.0,8.64,50.91,0.68,2.05,3.18,0.45,28.86,0.0
509779,Krušetnica,5,SK,99.9%,0.0%,0.0%,0.0%,509779.0,Pellegrini,0.25,1.0,0.25,12.03,34.34,0.75,4.51,2.51,0.5,43.86,0.0
509787,Leštiny,5,SK,97.3%,0.0%,0.0%,0.0%,509787.0,Korčok,0.0,1.43,0.0,13.57,42.14,0.0,1.43,2.14,0.0,39.29,0.0
509795,Liesek,5,SK,99.0%,0.0%,0.0%,0.0%,509795.0,Korčok,0.24,2.2,0.0,17.51,45.44,1.14,3.83,5.78,0.08,23.7,0.08
509809,Lokca,5,SK,97.9%,0.0%,0.0%,0.0%,509809.0,Korčok,0.21,1.03,0.0,12.62,42.26,1.13,2.87,3.18,0.21,36.41,0.1
509817,Lomná,5,SK,98.1%,0.0%,0.0%,0.0%,509817.0,Korčok,0.28,1.14,0.28,17.9,42.9,1.7,2.27,2.56,0.28,29.83,0.85
509825,Malatiná,5,SK,96.6%,0.0%,0.0%,0.0%,509825.0,Korčok,0.0,0.67,0.0,13.0,45.33,0.67,2.0,6.33,0.0,32.0,0.0
509833,Medzibrodie nad Oravou,5,SK,98.8%,0.2%,0.0%,0.0%,509833.0,Korčok,0.36,1.09,0.0,12.41,56.2,0.73,1.09,3.65,0.0,24.45,0.0
509850,Mútne,5,SK,99.0%,0.0%,0.0%,0.0%,509850.0,Pellegrini,0.16,1.43,0.0,20.91,31.72,0.64,2.15,4.37,0.0,38.47,0.16
509868,Námestovo,5,SK,94.0%,0.0%,0.0%,0.0%,509868.0,Korčok,0.0,1.34,0.0,13.11,47.24,0.5,2.9,1.31,0.0,33.56,0.03
509876,Nižná (TS),5,SK,94.1%,0.1%,0.0%,0.0%,509876.0,Korčok,0.05,2.66,0.0,13.78,39.23,0.76,2.98,3.09,0.27,37.17,0.0
509884,Novoť,5,SK,98.9%,0.0%,0.0%,0.0%,509884.0,Korčok,0.14,4.11,0.07,11.71,48.84,0.82,2.33,4.32,0.27,27.33,0.07
509892,Oravská Jasenica,5,SK,98.9%,0.1%,0.0%,0.1%,509892.0,Korčok,0.0,1.31,0.12,14.8,39.74,1.19,1.79,1.55,0.12,39.26,0.12
509906,Oravská Lesná,5,SK,98.6%,0.1%,0.0%,0.0%,509906.0,Korčok,0.07,1.84,0.13,10.86,45.56,0.39,3.09,3.29,0.13,34.36,0.26
509914,Oravská Polhora,5,SK,98.5%,0.0%,0.0%,0.0%,509914.0,Korčok,0.08,1.27,0.08,13.3,44.66,0.63,1.11,8.39,0.08,30.32,0.08
509922,Oravská Poruba,5,SK,98.3%,0.0%,0.0%,0.0%,509922.0,Korčok,0.0,1.42,0.0,13.17,47.51,0.36,1.07,3.74,0.0,32.74,0.0
509931,Oravské Veselé,5,SK,99.3%,0.1%,0.0%,0.0%,509931.0,Korčok,0.08,2.72,0.0,13.33,45.33,0.51,1.87,3.4,0.17,32.26,0.34
509949,Oravský Biely Potok,5,SK,97.8%,0.0%,0.0%,0.0%,509949.0,Korčok,0.0,1.17,0.0,11.7,54.09,0.29,1.17,1.75,0.88,28.95,0.0
509957,Oravský Podzámok,5,SK,97.5%,0.0%,0.1%,0.0%,509957.0,Korčok,0.0,1.32,0.0,12.32,52.2,0.15,1.76,3.96,0.15,27.42,0.73
509965,Osádka,5,SK,95.9%,0.0%,0.0%,0.0%,509965.0,Pellegrini,0.0,0.0,0.0,20.0,24.29,1.43,1.43,1.43,1.43,50.0,0.0
509973,Párnica,5,SK,99.0%,0.0%,0.0%,0.0%,509973.0,Korčok,0.0,0.0,0.0,15.85,40.18,0.89,1.56,0.89,0.22,40.18,0.22
509981,Podbiel,5,SK,96.6%,0.0%,0.0%,0.0%,509981.0,Korčok,0.32,1.58,0.32,14.4,39.72,0.47,3.96,3.48,0.0,35.6,0.16
509990,Pokryváč,5,SK,96.0%,0.0%,0.0%,0.0%,509990.0,Korčok,0.0,0.0,0.0,12.33,46.58,1.37,1.37,1.37,0.0,36.99,0.0
510009,Pribiš,5,SK,98.7%,0.2%,0.0%,0.0%,510009.0,Korčok,0.0,1.49,0.0,6.97,50.75,2.99,2.99,5.47,0.0,29.35,0.0
510017,Pucov,5,SK,98.6%,0.1%,0.0%,0.0%,510017.0,Korčok,0.53,1.33,0.0,13.87,53.87,1.33,3.73,4.53,0.0,20.8,0.0
510025,Rabča,5,SK,97.7%,0.0%,0.0%,0.0%,510025.0,Korčok,0.12,0.64,0.0,13.16,40.41,0.7,2.43,5.16,0.23,37.1,0.06
510033,Rabčice,5,SK,97.8%,0.0%,0.0%,0.0%,510033.0,Pellegrini,0.0,1.39,0.0,19.24,30.89,1.39,2.41,2.15,0.13,42.41,0.0
510041,Sedliacka Dubová,5,SK,96.7%,0.0%,0.0%,0.0%,510041.0,Korčok,0.0,1.68,0.42,17.23,44.96,0.42,1.26,7.98,0.42,25.63,0.0
510050,Sihelné,5,SK,96.7%,0.0%,0.0%,0.0%,510050.0,Korčok,0.0,1.07,0.0,12.97,41.56,0.89,1.24,8.88,0.0,33.39,0.0
510076,Suchá Hora,5,SK,95.8%,0.0%,0.1%,0.0%,510076.0,Pellegrini,0.17,1.83,0.17,20.93,32.06,1.16,0.83,8.64,0.0,33.89,0.33
510084,Štefanov nad Oravou,5,SK,98.9%,0.0%,0.0%,0.0%,510084.0,Korčok,0.0,1.93,0.32,19.94,46.62,0.32,2.25,1.29,0.0,27.33,0.0
510092,Ťapešovo,5,SK,98.8%,0.1%,0.0%,0.0%,510092.0,Korčok,0.85,1.41,0.28,15.21,41.97,0.85,3.1,1.97,0.28,34.08,0.0
510106,Trstená,5,SK,96.1%,0.1%,0.0%,0.0%,510106.0,Korčok,0.19,1.05,0.0,14.87,41.83,0.86,2.3,2.68,0.06,36.06,0.1
510114,Tvrdošín,5,SK,96.0%,0.0%,0.0%,0.0%,510114.0,Pellegrini,0.16,2.13,0.0,16.54,35.26,0.75,2.67,2.57,0.21,39.52,0.18
510149,Vasiľov,5,SK,98.3%,0.1%,0.0%,0.0%,510149.0,Korčok,0.0,2.08,0.0,14.24,45.1,0.3,2.08,2.08,0.59,33.53,0.0
510157,Vavrečka,5,SK,97.7%,0.1%,0.0%,0.0%,510157.0,Korčok,0.28,2.23,0.0,11.68,47.84,0.83,1.25,3.2,0.0,32.55,0.14
510165,Veličná,5,SK,97.4%,0.0%,0.0%,0.0%,510165.0,Korčok,0.0,0.94,0.0,10.89,53.09,0.81,1.61,1.61,0.4,30.51,0.13
510173,Vitanová,5,SK,99.1%,0.0%,0.0%,0.0%,510173.0,Pellegrini,0.34,0.69,0.17,16.67,33.33,1.2,2.75,3.26,0.0,41.58,0.0
510181,Vyšný Kubín,5,SK,96.2%,0.0%,0.0%,0.1%,510181.0,Korčok,0.0,1.38,0.0,12.18,56.55,1.61,2.99,2.76,0.23,22.3,0.0
510190,Zábiedovo,5,SK,99.1%,0.0%,0.0%,0.0%,510190.0,Korčok,0.28,1.98,0.0,10.73,46.89,0.0,2.54,3.39,0.0,33.33,0.85
510203,Zákamenné,5,SK,98.6%,0.0%,0.0%,0.0%,510203.0,Korčok,0.05,2.26,0.15,13.34,40.11,0.74,2.51,3.35,0.2,37.2,0.1
510211,Zázrivá,5,SK,96.0%,0.0%,0.0%,0.0%,510211.0,Korčok,0.19,1.12,0.19,17.1,42.15,0.47,1.12,2.52,0.0,35.14,0.0
510238,Zuberec,5,SK,97.3%,0.1%,0.0%,0.0%,510238.0,Korčok,0.0,0.89,0.08,10.42,57.19,0.24,2.26,1.62,0.0,27.3,0.0
510246,Zubrohlava,5,SK,98.2%,0.0%,0.0%,0.0%,510246.0,Korčok,0.0,0.82,0.12,13.52,40.09,1.63,2.91,2.91,0.0,38.0,0.0
510254,Žaškov,5,SK,98.6%,0.0%,0.0%,0.0%,510254.0,Korčok,0.0,2.08,0.0,13.89,47.5,0.97,1.81,2.5,0.0,31.25,0.0
510262,Liptovský Mikuláš,5,SK,90.6%,0.3%,0.5%,0.1%,510262.0,Korčok,0.04,0.58,0.1,11.56,46.36,0.41,2.62,1.46,0.21,36.54,0.11
510271,Beňadiková,5,SK,97.4%,0.0%,0.0%,0.2%,510271.0,Pellegrini,0.0,0.0,0.0,20.6,36.05,0.86,0.86,1.72,0.43,39.48,0.0
510301,Bešeňová,5,SK,91.8%,0.5%,0.0%,0.0%,510301.0,Korčok,0.0,0.8,0.53,9.63,55.88,0.8,0.53,4.28,0.27,27.27,0.0
510319,Bobrovček,5,SK,97.6%,0.0%,0.0%,0.0%,510319.0,Pellegrini,0.0,0.0,2.2,9.89,35.16,2.2,3.3,4.4,0.0,42.86,0.0
510327,Bobrovec,5,SK,97.2%,0.1%,0.1%,0.1%,510327.0,Korčok,0.1,1.36,0.0,12.38,56.35,1.05,1.47,2.1,0.42,24.55,0.21
510335,Bobrovník,5,SK,95.5%,0.0%,0.0%,0.0%,510335.0,Pellegrini,0.0,0.0,0.0,24.66,24.66,0.0,0.0,4.11,0.0,46.58,0.0
510351,Bukovina,5,SK,96.4%,0.0%,0.0%,0.0%,510351.0,Pellegrini,0.0,1.69,1.69,18.64,18.64,1.69,5.08,6.78,0.0,45.76,0.0
510386,Demänovská Dolina,5,SK,89.9%,0.0%,0.0%,0.0%,510386.0,Korčok,0.21,0.63,0.0,5.89,76.84,0.42,2.11,1.05,0.0,12.84,0.0
510408,Dúbrava (LM),5,SK,97.5%,0.2%,0.0%,0.0%,510408.0,Pellegrini,0.15,0.3,0.0,11.33,33.08,1.36,2.42,1.51,3.47,46.37,0.0
510416,Galovany,5,SK,99.4%,0.0%,0.0%,0.0%,510416.0,Korčok,0.0,0.0,0.58,19.65,40.46,0.58,2.31,1.73,0.58,34.1,0.0
510424,Gôtovany,5,SK,95.3%,0.2%,0.2%,0.0%,510424.0,Pellegrini,0.0,0.44,0.0,21.49,33.33,0.0,1.32,1.75,0.0,41.67,0.0
510441,Hubová,5,SK,98.1%,0.2%,0.0%,0.0%,510441.0,Korčok,0.0,1.63,0.0,14.23,44.72,0.41,2.24,4.07,0.41,32.11,0.2
510459,Huty,5,SK,96.1%,0.0%,0.0%,0.0%,510459.0,Korčok,0.0,0.0,0.0,11.22,51.02,2.04,0.0,2.04,0.0,33.67,0.0
510467,Hybe,5,SK,95.3%,0.1%,0.6%,0.0%,510467.0,Pellegrini,0.28,0.55,0.14,12.98,37.02,0.0,2.07,1.1,0.41,45.3,0.14
510505,Jakubovany (LM),5,SK,96.2%,0.0%,0.0%,0.0%,510505.0,Pellegrini,0.54,0.54,0.0,16.67,34.95,0.0,0.0,1.08,0.0,46.24,0.0
510513,Jalovec (LM),5,SK,97.4%,0.0%,0.0%,0.0%,510513.0,Korčok,0.0,2.5,0.0,14.37,45.0,1.88,3.75,1.88,0.0,30.63,0.0
510521,Jamník (LM),5,SK,93.7%,0.0%,1.0%,0.0%,510521.0,Korčok,0.0,0.5,0.0,16.34,44.55,0.5,3.47,0.99,0.0,33.66,0.0
510530,Kalameny,5,SK,98.0%,0.4%,0.0%,0.0%,510530.0,Pellegrini,0.0,1.69,0.0,22.03,34.75,2.12,2.54,1.27,0.0,35.59,0.0
510548,Komjatná,5,SK,98.9%,0.1%,0.0%,0.0%,510548.0,Korčok,0.0,1.23,0.18,15.06,52.19,0.18,1.93,4.55,0.0,24.69,0.0
510564,Kráľova Lehota,5,SK,93.6%,0.0%,3.5%,0.0%,510564.0,Pellegrini,0.31,0.0,0.0,13.62,33.13,0.31,3.41,1.86,0.31,46.75,0.31
510572,Kvačany (LM),5,SK,98.7%,0.2%,0.0%,0.0%,510572.0,Pellegrini,0.0,0.77,0.38,8.85,40.0,0.0,1.15,2.31,0.0,46.54,0.0
510581,Lazisko,5,SK,98.4%,0.0%,0.0%,0.0%,510581.0,Pellegrini,0.0,0.53,0.0,16.32,28.95,0.53,0.53,0.53,0.0,52.63,0.0
510599,Likavka,5,SK,95.7%,0.0%,0.0%,0.0%,510599.0,Korčok,0.3,2.05,0.0,9.2,49.43,0.99,2.28,4.18,0.08,31.33,0.15
510602,Liptovská Anna,5,SK,95.8%,0.0%,0.0%,0.0%,510602.0,Korčok,0.0,0.0,0.0,16.0,52.0,0.0,2.0,0.0,2.0,28.0,0.0
510611,Liptovská Kokava,5,SK,97.5%,0.2%,0.0%,0.1%,510611.0,Pellegrini,0.23,0.0,0.23,12.16,31.76,0.68,2.48,1.35,0.45,50.23,0.45
510629,Liptovská Lúžna,5,SK,97.6%,0.0%,0.0%,0.0%,510629.0,Pellegrini,0.26,0.53,0.0,17.0,32.52,0.96,2.63,2.02,0.26,43.65,0.18
510637,Liptovská Osada,5,SK,94.9%,0.0%,0.0%,0.0%,510637.0,Korčok,0.0,0.78,0.0,14.49,42.43,1.16,2.46,2.2,0.13,36.22,0.13
510653,Liptovská Sielnica,5,SK,96.9%,0.0%,0.0%,0.2%,510653.0,Korčok,0.29,1.17,0.0,11.73,45.16,0.59,5.57,1.47,0.59,33.14,0.29
510661,Liptovská Štiavnica,5,SK,97.8%,0.1%,0.2%,0.1%,510661.0,Korčok,0.32,0.32,0.0,14.26,46.43,0.95,1.58,2.22,0.0,33.91,0.0
510670,Liptovská Teplá,5,SK,97.8%,0.1%,0.0%,0.0%,510670.0,Korčok,0.0,1.58,0.0,14.26,46.34,0.4,3.76,2.97,0.2,30.1,0.4
510688,Liptovské Beharovce,5,SK,96.3%,0.0%,0.0%,0.0%,510688.0,Korčok,0.0,0.0,0.0,20.83,39.58,0.0,2.08,2.08,0.0,35.42,0.0
510696,Liptovské Kľačany,5,SK,97.1%,0.0%,0.0%,0.0%,510696.0,Pellegrini,0.0,0.0,0.0,15.2,34.5,2.34,5.26,0.58,0.0,42.11,0.0
510700,Liptovské Matiašovce,5,SK,99.0%,0.0%,0.0%,0.0%,510700.0,Korčok,0.0,0.0,0.0,18.37,51.02,0.0,2.04,2.72,0.0,25.85,0.0
510718,Liptovské Revúce,5,SK,98.5%,0.3%,0.1%,0.0%,510718.0,Pellegrini,0.14,1.29,0.0,15.29,27.43,0.71,4.0,3.29,0.14,47.71,0.0
510726,Liptovský Hrádok,5,SK,93.3%,0.1%,0.2%,0.0%,510726.0,Pellegrini,0.15,0.48,0.09,12.22,40.25,0.86,2.56,1.31,0.09,41.88,0.12
510734,Liptovský Ján,5,SK,95.5%,0.1%,0.0%,0.0%,510734.0,Korčok,0.0,0.32,0.0,11.87,50.47,0.32,2.22,0.79,0.32,33.7,0.0
510742,Liptovský Michal,5,SK,96.3%,0.0%,0.0%,0.3%,510742.0,Korčok,0.0,0.0,0.68,22.6,41.1,3.42,1.37,0.68,0.0,28.77,1.37
510751,Liptovský Ondrej,5,SK,98.9%,0.2%,0.0%,0.0%,510751.0,Korčok,0.0,0.0,0.0,14.65,42.68,0.32,1.91,0.32,0.0,40.13,0.0
510777,Liptovský Trnovec,5,SK,92.8%,0.0%,0.0%,0.0%,510777.0,Korčok,0.0,0.0,0.63,6.9,49.22,0.31,3.45,0.94,0.31,38.24,0.0
510785,Lisková,5,SK,98.2%,0.0%,0.0%,0.0%,510785.0,Korčok,0.31,1.13,0.21,13.36,41.52,0.62,1.75,2.36,0.41,38.34,0.0
