obec_code,víťaz,Korčok,Pellegrini
509833,Pellegrini,25.0,75.0
509850,Pellegrini,10.0,90.0
509868,Pellegrini,0.0,100.0
509876,Pellegrini,2.0,98.0
509884,Pellegrini,3.23,96.77
509892,Pellegrini,0.0,100.0
509906,Pellegrini,3.45,96.55
509914,Pellegrini,5.88,94.12
509922,Pellegrini,0.0,100.0
509931,Pellegrini,3.03,96.97
509949,Pellegrini,0.0,100.0
509957,Pellegrini,0.0,100.0
509965,Korčok,0.0,0.0
509973,Korčok,0.0,0.0
509981,Pellegrini,16.67,83.33
509990,Korčok,0.0,0.0
510009,Pellegrini,0.0,100.0
510017,Pellegrini,28.57,71.43
510025,Pellegrini,15.38,84.62
510033,Pellegrini,0.0,100.0
510041,Pellegrini,0.0,100.0
510050,Pellegrini,0.0,100.0
510076,Pellegrini,8.33,91.67
510084,Pellegrini,0.0,100.0
510092,Pellegrini,37.5,62.5
510106,Pellegrini,15.38,84.62
510114,Pellegrini,6.82,93.18
510149,Pellegrini,0.0,100.0
510157,Pellegrini,11.11,88.89
510165,Pellegrini,0.0,100.0
510173,Pellegrini,33.33,66.67
510181,Pellegrini,0.0,100.0
510190,Pellegrini,12.5,87.5
510203,Pellegrini,2.13,97.87
510211,Pellegrini,14.29,85.71
510238,Pellegrini,0.0,100.0
510246,Pellegrini,0.0,100.0
510254,Pellegrini,0.0,100.0
510262,Pellegrini,7.06,92.94
510271,Korčok,0.0,0.0
510301,Pellegrini,0.0,100.0
510319,Korčok,0.0,0.0
510327,Pellegrini,7.14,92.86
510335,Korčok,0.0,0.0
510351,Pellegrini,0.0,100.0
510386,Pellegrini,25.0,75.0
510408,Pellegrini,33.33,66.67
510416,Korčok,0.0,0.0
510424,Pellegrini,0.0,100.0
510441,Pellegrini,0.0,100.0
510459,Korčok,0.0,0.0
510467,Pellegrini,33.33,66.67
510505,Korčok,50.0,50.0
510513,Pellegrini,0.0,100.0
510521,Pellegrini,0.0,100.0
510530,Pellegrini,0.0,100.0
510548,Pellegrini,0.0,100.0
510564,Korčok,100.0,0.0
510572,Pellegrini,0.0,100.0
510581,Pellegrini,0.0,100.0
510599,Pellegrini,12.9,87.1
510602,Korčok,0.0,0.0
510611,Korčok,100.0,0.0
510629,Pellegrini,33.33,66.67
510637,Pellegrini,0.0,100.0
510653,Pellegrini,20.0,80.0
510661,Korčok,50.0,50.0
510670,Pellegrini,0.0,100.0
510688,Korčok,0.0,0.0
510696,Korčok,0.0,0.0
510700,Korčok,0.0,0.0
510718,Pellegrini,10.0,90.0
510726,Pellegrini,23.81,76.19
510734,Pellegrini,0.0,100.0
510742,Korčok,0.0,0.0
510751,Korčok,0.0,0.0
510777,Korčok,0.0,0.0
510785,Pellegrini,21.43,78.57
510793,Korčok,50.0,50.0
510807,Pellegrini,12.5,87.5
510815,Pellegrini,10.0,90.0
510823,Pellegrini,37.5,62.5
510831,Korčok,0.0,0.0
510840,Korčok,0.0,0.0
510858,Pellegrini,0.0,100.0
510866,Pellegrini,25.0,75.0
510874,Korčok,0.0,0.0
510904,Korčok,100.0,0.0
510912,Korčok,100.0,0.0
510921,Pellegrini,0.0,100.0
510947,Pellegrini,33.33,66.67
510955,Pellegrini,0.0,100.0
510963,Pellegrini,0.0,100.0
510971,Korčok,0.0,0.0
510998,Pellegrini,3.64,96.36
511005,Pellegrini,10.0,90.0
511013,Pellegrini,16.67,83.33
511030,Pellegrini,0.0,100.0
511048,Pellegrini,0.0,100.0
511056,Pellegrini,0.0,100.0
511064,Pellegrini,15.79,84.21
511072,Pellegrini,0.0,100.0
511099,Pellegrini,0.0,100.0
511102,Pellegrini,4.17,95.83
511111,Pellegrini,0.0,100.0
511129,Korčok,66.67,33.33
511137,Korčok,0.0,0.0
511145,Korčok,0.0,0.0
511153,Pellegrini,0.0,100.0
511170,Pellegrini,12.5,87.5
511188,Pellegrini,0.0,100.0
511196,Pellegrini,0.0,100.0
511200,Pellegrini,0.0,100.0
511218,Pellegrini,8.33,91.67
511226,Korčok,0.0,0.0
511234,Korčok,0.0,0.0
511251,Pellegrini,0.0,100.0
511269,Korčok,50.0,50.0
511277,Korčok,0.0,0.0
511293,Korčok,0.0,0.0
511315,Pellegrini,12.5,87.5
511323,Korčok,100.0,0.0
511331,Pellegrini,25.0,75.0
511340,Korčok,50.0,50.0
511358,Pellegrini,0.0,100.0
511366,Pellegrini,0.0,100.0
511374,Korčok,0.0,0.0
511391,Pellegrini,33.33,66.67
511404,Korčok,50.0,50.0
511421,Pellegrini,20.0,80.0
511439,Korčok,0.0,0.0
511447,Korčok,0.0,0.0
511463,Korčok,100.0,0.0
511471,Pellegrini,25.0,75.0
511480,Korčok,0.0,0.0
511498,Korčok,50.0,50.0
511501,Korčok,100.0,0.0
511510,Korčok,0.0,0.0
511528,Korčok,0.0,0.0
511536,Korčok,0.0,0.0
511544,Korčok,0.0,0.0
511552,Pellegrini,0.0,100.0
511561,Korčok,100.0,0.0
511579,Korčok,0.0,0.0
511595,Korčok,0.0,0.0
511609,Korčok,0.0,0.0
511617,Korčok,0.0,0.0
511625,Korčok,0.0,0.0
511641,Korčok,100.0,0.0
511668,Korčok,0.0,0.0
511676,Pellegrini,0.0,100.0
511684,Korčok,0.0,0.0
511692,Korčok,100.0,0.0
511706,Korčok,100.0,0.0
511714,Pellegrini,0.0,100.0
511722,Korčok,0.0,0.0
511731,Pellegrini,27.27,72.73
511749,Korčok,0.0,0.0
511757,Korčok,0.0,0.0
511765,Pellegrini,27.27,72.73
511773,Korčok,0.0,0.0
511781,Korčok,0.0,0.0
511790,Pellegrini,16.67,83.33
511803,Pellegrini,0.0,100.0
511811,Korčok,0.0,0.0
511820,Korčok,0.0,0.0
511838,Korčok,0.0,0.0
511846,Pellegrini,0.0,100.0
511854,Korčok,0.0,0.0
511862,Korčok,0.0,0.0
511871,Korčok,100.0,0.0
511889,Korčok,0.0,0.0
511897,Korčok,0.0,0.0
511901,Korčok,100.0,0.0
511919,Pellegrini,0.0,100.0
511927,Pellegrini,0.0,100.0
511943,Korčok,0.0,0.0
511978,Korčok,0.0,0.0
511994,Pellegrini,0.0,100.0
512001,Korčok,0.0,0.0
512010,Korčok,0.0,0.0
512036,Pellegrini,10.53,89.47
512044,Korčok,0.0,0.0
512052,Pellegrini,0.0,100.0
512061,Pellegrini,0.0,100.0
512079,Korčok,50.0,50.0
512087,Korčok,0.0,0.0
512095,Pellegrini,0.0,100.0
512109,Korčok,0.0,0.0
512117,Korčok,0.0,0.0
512125,Korčok,0.0,0.0
512133,Pellegrini,25.0,75.0
512141,Korčok,0.0,0.0
512150,Korčok,0.0,0.0
512168,Pellegrini,0.0,100.0
512206,Pellegrini,0.0,100.0
512214,Pellegrini,10.0,90.0
512222,Pellegrini,0.0,100.0
512257,Korčok,0.0,0.0
512265,Korčok,0.0,0.0
512273,Korčok,66.67,33.33
512290,Pellegrini,0.0,100.0
512303,Korčok,0.0,0.0
512311,Pellegrini,0.0,100.0
512320,Korčok,0.0,0.0
512338,Korčok,0.0,0.0
512346,Korčok,0.0,0.0
512354,Pellegrini,25.0,75.0
512371,Korčok,50.0,50.0
512389,Korčok,50.0,50.0
512397,Korčok,0.0,0.0
512419,Korčok,0.0,0.0
512427,Korčok,0.0,0.0
512435,Korčok,50.0,50.0
512443,Korčok,100.0,0.0
512451,Korčok,0.0,0.0
512460,Pellegrini,0.0,100.0
512478,Pellegrini,0.0,100.0
512486,Pellegrini,0.0,100.0
512494,Korčok,0.0,0.0
512508,Korčok,100.0,0.0
512524,Pellegrini,0.0,100.0
512541,Korčok,0.0,0.0
512559,Pellegrini,0.0,100.0
512567,Korčok,0.0,0.0
512575,Korčok,0.0,0.0
512583,Pellegrini,0.0,100.0
512591,Pellegrini,0.0,100.0
512605,Pellegrini,33.33,66.67
512613,Pellegrini,0.0,100.0
512621,Pellegrini,25.0,75.0
512630,Korčok,0.0,0.0
512648,Pellegrini,27.27,72.73
512656,Pellegrini,0.0,100.0
512664,Korčok,0.0,0.0
512672,Pellegrini,0.0,100.0
512681,Pellegrini,14.29,85.71
512699,Korčok,0.0,0.0
512702,Pellegrini,0.0,100.0
512711,Pellegrini,33.33,66.67
512729,Pellegrini,44.44,55.56
512737,Korčok,0.0,0.0
512753,Pellegrini,33.33,66.67
512761,Korčok,100.0,0.0
512788,Korčok,0.0,0.0
512796,Pellegrini,2.78,97.22
512818,Pellegrini,0.0,100.0
512834,Pellegrini,0.0,100.0
512842,Pellegrini,12.35,87.65
512851,Pellegrini,4.84,95.16
512885,Pellegrini,0.0,100.0
512915,Pellegrini,20.0,80.0
512931,Pellegrini,12.5,87.5
512940,Pellegrini,33.33,66.67
512958,Korčok,50.0,50.0
512966,Pellegrini,25.0,75.0
513008,Pellegrini,40.0,60.0
513016,Pellegrini,15.49,84.51
513024,Pellegrini,14.29,85.71
513083,Korčok,0.0,0.0
513091,Pellegrini,0.0,100.0
513121,Pellegrini,0.0,100.0
513156,Pellegrini,17.39,82.61
513172,Pellegrini,16.67,83.33
513245,Korčok,100.0,0.0
513253,Pellegrini,22.22,77.78
513296,Pellegrini,20.0,80.0
513300,Pellegrini,0.0,100.0
513318,Pellegrini,0.0,100.0
513326,Pellegrini,20.0,80.0
513334,Korčok,50.0,50.0
513342,Pellegrini,37.5,62.5
513351,Pellegrini,0.0,100.0
513377,Korčok,100.0,0.0
513385,Pellegrini,33.33,66.67
513407,Korčok,100.0,0.0
513440,Pellegrini,14.71,85.29
513466,Pellegrini,25.0,75.0
513474,Pellegrini,20.0,80.0
513563,Pellegrini,16.67,83.33
513598,Pellegrini,0.0,100.0
513601,Pellegrini,5.88,94.12
513610,Pellegrini,12.2,87.8
513687,Pellegrini,0.0,100.0
513725,Pellegrini,0.0,100.0
513741,Pellegrini,16.67,83.33
513776,Pellegrini,33.33,66.67
513784,Korčok,100.0,0.0
513792,Korčok,0.0,0.0
513806,Korčok,0.0,0.0
513814,Pellegrini,0.0,100.0
513822,Korčok,50.0,50.0
513831,Pellegrini,0.0,100.0
513849,Pellegrini,0.0,100.0
513857,Korčok,0.0,0.0
513865,Pellegrini,0.0,100.0
513881,Pellegrini,11.61,88.39
513903,Pellegrini,0.0,100.0
513911,Pellegrini,20.0,80.0
513920,Pellegrini,0.0,100.0
513938,Pellegrini,0.0,100.0
513946,Pellegrini,0.0,100.0
513954,Pellegrini,25.0,75.0
513962,Pellegrini,40.0,60.0
513971,Korčok,0.0,0.0
513989,Pellegrini,33.33,66.67
513997,Pellegrini,27.27,72.73
514004,Pellegrini,25.0,75.0
514012,Korčok,100.0,0.0
514021,Pellegrini,0.0,100.0
514039,Korčok,100.0,0.0
514063,Pellegrini,0.0,100.0
514071,Pellegrini,13.04,86.96
514080,Pellegrini,0.0,100.0
514098,Korčok,100.0,0.0
514101,Pellegrini,0.0,100.0
514110,Pellegrini,0.0,100.0
514128,Pellegrini,25.0,75.0
514136,Pellegrini,25.0,75.0
514144,Pellegrini,33.33,66.67
514179,Pellegrini,0.0,100.0
514187,Pellegrini,0.0,100.0
514209,Pellegrini,0.0,100.0
514217,Pellegrini,0.0,100.0
514225,Pellegrini,30.77,69.23
514233,Pellegrini,0.0,100.0
514241,Pellegrini,11.11,88.89
514250,Pellegrini,0.0,100.0
514268,Korčok,50.0,50.0
514284,Pellegrini,0.0,100.0
514292,Pellegrini,0.0,100.0
514306,Korčok,0.0,0.0
514314,Korčok,0.0,0.0
514322,Pellegrini,40.0,60.0
514331,Korčok,50.0,50.0
514349,Korčok,66.67,33.33
514357,Pellegrini,33.33,66.67
514365,Pellegrini,0.0,100.0
514373,Pellegrini,33.33,66.67
514381,Pellegrini,0.0,100.0
514390,Korčok,0.0,0.0
514403,Korčok,100.0,0.0
514411,Pellegrini,33.33,66.67
514420,Pellegrini,12.5,87.5
514438,Pellegrini,33.33,66.67
514454,Pellegrini,0.0,100.0
514462,Pellegrini,3.57,96.43
514489,Pellegrini,0.0,100.0
514501,Korčok,100.0,0.0
514519,Korčok,66.67,33.33
514535,Korčok,0.0,0.0
514543,Korčok,0.0,0.0
514551,Korčok,0.0,0.0
514578,Korčok,0.0,0.0
514586,Korčok,0.0,0.0
514594,Korčok,0.0,0.0
514608,Korčok,0.0,0.0
514616,Pellegrini,0.0,100.0
514624,Pellegrini,0.0,100.0
514632,Korčok,0.0,0.0
514641,Korčok,0.0,0.0
514659,Pellegrini,0.0,100.0
514667,Korčok,0.0,0.0
514675,Korčok,0.0,0.0
514683,Korčok,0.0,0.0
514691,Korčok,0.0,0.0
514713,Korčok,0.0,0.0
514721,Korčok,0.0,0.0
514730,Korčok,0.0,0.0
514748,Korčok,0.0,0.0
514756,Korčok,0.0,0.0
514764,Korčok,0.0,0.0
514781,Korčok,100.0,0.0
514799,Korčok,0.0,0.0
514811,Pellegrini,0.0,100.0
514829,Pellegrini,41.67,58.33
514837,Pellegrini,0.0,100.0
514845,Korčok,100.0,0.0
514853,Korčok,0.0,0.0
514861,Korčok,0.0,0.0
514870,Korčok,0.0,0.0
514888,Pellegrini,33.33,66.67
514896,Korčok,0.0,0.0
514900,Korčok,0.0,0.0
514918,Korčok,50.0,50.0
514926,Korčok,0.0,0.0
514934,Korčok,0.0,0.0
514942,Korčok,0.0,0.0
514951,Korčok,0.0,0.0
514969,Korčok,0.0,0.0
514977,Korčok,100.0,0.0
514985,Korčok,0.0,0.0
514993,Korčok,100.0,0.0
515001,Pellegrini,0.0,100.0
515019,Korčok,0.0,0.0
515027,Pellegrini,0.0,100.0
515035,Korčok,0.0,0.0
515043,Pellegrini,42.86,57.14
515051,Korčok,0.0,0.0
515060,Pellegrini,0.0,100.0
515078,Korčok,0.0,0.0
515086,Korčok,0.0,0.0
515094,Korčok,0.0,0.0
515108,Korčok,0.0,0.0
515116,Korčok,0.0,0.0
515124,Korčok,0.0,0.0
515132,Korčok,0.0,0.0
515141,Korčok,100.0,0.0
515159,Korčok,0.0,0.0
515167,Korčok,0.0,0.0
515175,Pellegrini,33.33,66.67
515183,Korčok,0.0,0.0
515205,Korčok,0.0,0.0
515230,Pellegrini,0.0,100.0
515248,Korčok,0.0,0.0
515256,Korčok,0.0,0.0
515264,Pellegrini,0.0,100.0
515272,Pellegrini,0.0,100.0
515281,Korčok,0.0,0.0
515299,Korčok,0.0,0.0
515302,Korčok,0.0,0.0
515311,Korčok,0.0,0.0
515337,Korčok,0.0,0.0
515345,Korčok,0.0,0.0
515353,Korčok,0.0,0.0
515361,Korčok,0.0,0.0
515370,Korčok,0.0,0.0
515388,Korčok,0.0,0.0
515396,Korčok,0.0,0.0
515400,Pellegrini,0.0,100.0
515426,Korčok,0.0,0.0
515442,Pellegrini,0.0,100.0
515451,Korčok,100.0,0.0
515469,Pellegrini,0.0,100.0
515485,Korčok,0.0,0.0
515493,Pellegrini,0.0,100.0
515507,Korčok,100.0,0.0
515515,Korčok,0.0,0.0
515523,Korčok,0.0,0.0
515531,Korčok,0.0,0.0
515540,Korčok,0.0,0.0
515566,Korčok,0.0,0.0
515574,Korčok,0.0,0.0
515582,Korčok,100.0,0.0
515591,Pellegrini,0.0,100.0
515604,Korčok,0.0,0.0
515612,Korčok,60.0,40.0
515621,Korčok,0.0,0.0
515639,Korčok,0.0,0.0
515647,Korčok,0.0,0.0
515655,Korčok,0.0,0.0
515663,Korčok,100.0,0.0
515671,Korčok,100.0,0.0
515680,Pellegrini,40.0,60.0
515698,Korčok,0.0,0.0
515701,Pellegrini,0.0,100.0
515710,Korčok,0.0,0.0
515728,Korčok,0.0,0.0
515736,Korčok,50.0,50.0
515744,Korčok,0.0,0.0
515752,Korčok,0.0,0.0
515761,Korčok,0.0,0.0
515779,Korčok,0.0,0.0
515795,Korčok,100.0,0.0
515809,Pellegrini,0.0,100.0
515817,Korčok,0.0,0.0
515833,Korčok,0.0,0.0
515841,Korčok,100.0,0.0
515850,Pellegrini,0.0,100.0
515868,Pellegrini,0.0,100.0
515876,Pellegrini,0.0,100.0
515884,Korčok,0.0,0.0
515892,Pellegrini,0.0,100.0
515906,Pellegrini,0.0,100.0
515914,Pellegrini,0.0,100.0
515922,Korčok,100.0,0.0
515931,Korčok,0.0,0.0
515949,Korčok,0.0,0.0
515957,Korčok,0.0,0.0
515965,Pellegrini,0.0,100.0
515973,Korčok,100.0,0.0
515981,Korčok,0.0,0.0
515990,Korčok,0.0,0.0
516007,Korčok,0.0,0.0
516015,Korčok,0.0,0.0
516023,Korčok,0.0,0.0
516031,Pellegrini,0.0,100.0
516040,Pellegrini,0.0,100.0
516058,Korčok,0.0,0.0
516066,Korčok,100.0,0.0
516074,Korčok,0.0,0.0
516082,Pellegrini,0.0,100.0
516091,Korčok,0.0,0.0
516104,Korčok,0.0,0.0
516112,Korčok,0.0,0.0
516121,Korčok,0.0,0.0
516139,Korčok,0.0,0.0
516147,Korčok,0.0,0.0
516155,Korčok,0.0,0.0
516163,Korčok,0.0,0.0
516171,Korčok,0.0,0.0
516198,Korčok,0.0,0.0
516210,Pellegrini,25.0,75.0
516228,Korčok,0.0,0.0
516236,Korčok,0.0,0.0
516244,Pellegrini,33.33,66.67
516252,Korčok,100.0,0.0
516261,Pellegrini,0.0,100.0
516279,Pellegrini,0.0,100.0
516287,Korčok,0.0,0.0
516295,Korčok,0.0,0.0
516309,Korčok,0.0,0.0
516317,Pellegrini,33.33,66.67
516333,Pellegrini,0.0,100.0
516341,Korčok,0.0,0.0
516368,Korčok,0.0,0.0
516376,Pellegrini,0.0,100.0
516384,Korčok,0.0,0.0
516392,Korčok,0.0,0.0
516406,Korčok,100.0,0.0
516414,Pellegrini,0.0,100.0
516422,Korčok,0.0,0.0
516431,Korčok,0.0,0.0
516449,Korčok,0.0,0.0
516457,Pellegrini,0.0,100.0
516465,Korčok,0.0,0.0
516473,Korčok,0.0,0.0
516490,Pellegrini,0.0,100.0
516503,Korčok,0.0,0.0
516511,Korčok,100.0,0.0
516520,Korčok,0.0,0.0
516538,Korčok,100.0,0.0
516546,Korčok,0.0,0.0
516554,Korčok,50.0,50.0
516562,Pellegrini,0.0,100.0
516571,Pellegrini,0.0,100.0
516589,Pellegrini,20.69,79.31
516597,Korčok,50.0,50.0
516601,Korčok,0.0,0.0
516627,Pellegrini,25.0,75.0
516643,Pellegrini,10.71,89.29
516651,Pellegrini,0.0,100.0
516660,Pellegrini,33.33,66.67
516678,Korčok,0.0,0.0
516708,Korčok,0.0,0.0
516716,Pellegrini,0.0,100.0
516724,Pellegrini,0.0,100.0
516732,Pellegrini,0.0,100.0
516741,Korčok,50.0,50.0
516759,Pellegrini,0.0,100.0
516767,Pellegrini,0.0,100.0
516791,Pellegrini,0.0,100.0
516805,Pellegrini,0.0,100.0
516813,Korčok,0.0,0.0
516821,Korčok,0.0,0.0
516830,Pellegrini,9.09,90.91
516848,Pellegrini,0.0,100.0
516856,Korčok,0.0,0.0
516872,Pellegrini,0.0,100.0
516881,Pellegrini,0.0,100.0
516902,Korčok,0.0,0.0
516937,Pellegrini,0.0,100.0
516945,Korčok,100.0,0.0
516953,Korčok,0.0,0.0
516961,Pellegrini,33.33,66.67
516970,Pellegrini,30.77,69.23
516988,Pellegrini,0.0,100.0
516996,Korčok,100.0,0.0
517011,Korčok,0.0,0.0
517020,Pellegrini,25.0,75.0
517038,Pellegrini,40.0,60.0
517046,Pellegrini,0.0,100.0
517062,Korčok,100.0,0.0
517071,Korčok,0.0,0.0
517089,Korčok,0.0,0.0
517097,Pellegrini,7.5,92.5
517119,Korčok,0.0,0.0
517127,Korčok,0.0,0.0
517135,Pellegrini,0.0,100.0
517143,Pellegrini,0.0,100.0
517160,Korčok,0.0,0.0
517178,Korčok,0.0,0.0
517186,Korčok,50.0,50.0
517194,Pellegrini,0.0,100.0
517216,Pellegrini,0.0,100.0
517232,Pellegrini,12.5,87.5
517241,Pellegrini,0.0,100.0
517259,Korčok,0.0,0.0
517267,Pellegrini,0.0,100.0
517283,Pellegrini,0.0,100.0
517291,Korčok,75.0,25.0
517305,Pellegrini,0.0,100.0
517313,Pellegrini,16.67,83.33
517330,Pellegrini,0.0,100.0
517348,Pellegrini,0.0,100.0
517356,Korčok,100.0,0.0
517364,Korčok,50.0,50.0
517372,Korčok,0.0,0.0
517381,Pellegrini,23.08,76.92
517399,Pellegrini,0.0,100.0
517402,Pellegrini,4.45,95.55
517429,Pellegrini,7.69,92.31
517461,Pellegrini,11.54,88.46
517470,Korčok,0.0,0.0
517488,Pellegrini,20.0,80.0
517496,Pellegrini,20.0,80.0
517500,Pellegrini,0.0,100.0
517518,Pellegrini,12.5,87.5
517526,Pellegrini,0.0,100.0
517542,Pellegrini,0.0,100.0
517551,Pellegrini,0.0,100.0
517577,Pellegrini,0.0,100.0
517593,Korčok,100.0,0.0
517623,Pellegrini,11.11,88.89
517631,Pellegrini,0.0,100.0
517640,Pellegrini,0.0,100.0
517658,Pellegrini,22.22,77.78
517674,Pellegrini,0.0,100.0
517682,Pellegrini,0.0,100.0
517691,Pellegrini,8.33,91.67
517704,Pellegrini,0.0,100.0
517712,Pellegrini,16.67,83.33
517721,Korčok,50.0,50.0
517739,Pellegrini,16.67,83.33
517755,Pellegrini,0.0,100.0
517763,Pellegrini,0.0,100.0
517771,Pellegrini,0.0,100.0
517780,Pellegrini,0.0,100.0
517798,Pellegrini,0.0,100.0
517801,Pellegrini,0.0,100.0
517828,Pellegrini,0.0,100.0
517861,Pellegrini,0.0,100.0
517879,Pellegrini,11.11,88.89
517895,Pellegrini,0.0,100.0
517917,Pellegrini,10.26,89.74
517925,Pellegrini,0.0,100.0
517933,Pellegrini,0.0,100.0
517941,Pellegrini,18.18,81.82
517950,Korčok,50.0,50.0
517968,Pellegrini,0.0,100.0
517976,Pellegrini,0.0,100.0
517984,Pellegrini,12.5,87.5
517992,Pellegrini,0.0,100.0
518000,Pellegrini,0.0,100.0
518018,Pellegrini,16.67,83.33
518034,Pellegrini,11.11,88.89
518042,Pellegrini,12.5,87.5
518051,Pellegrini,0.0,100.0
518069,Pellegrini,5.56,94.44
518077,Pellegrini,16.67,83.33
518085,Pellegrini,27.27,72.73
518093,Pellegrini,18.18,81.82
518107,Korčok,50.0,50.0
518115,Pellegrini,0.0,100.0
518123,Korčok,0.0,0.0
518131,Pellegrini,33.33,66.67
518140,Korčok,0.0,0.0
518158,Pellegrini,7.48,92.52
518166,Korčok,50.0,50.0
518174,Korčok,0.0,0.0
518191,Pellegrini,0.0,100.0
518204,Pellegrini,0.0,100.0
518212,Pellegrini,12.5,87.5
518221,Korčok,0.0,0.0
518239,Korčok,0.0,0.0
518247,Korčok,0.0,0.0
518255,Korčok,50.0,50.0
518263,Pellegrini,13.89,86.11
518271,Pellegrini,0.0,100.0
518280,Pellegrini,0.0,100.0
518298,Pellegrini,14.29,85.71
518301,Korčok,0.0,0.0
518310,Pellegrini,0.0,100.0
518336,Pellegrini,0.0,100.0
518344,Korčok,100.0,0.0
518352,Korčok,0.0,0.0
518361,Pellegrini,0.0,100.0
518379,Pellegrini,33.33,66.67
518387,Pellegrini,22.22,77.78
518409,Pellegrini,20.0,80.0
518417,Pellegrini,0.0,100.0
518425,Pellegrini,0.0,100.0
518433,Korčok,0.0,0.0
518441,Pellegrini,0.0,100.0
518450,Korčok,0.0,0.0
518468,Pellegrini,18.75,81.25
518476,Korčok,0.0,0.0
518484,Pellegrini,0.0,100.0
518492,Korčok,0.0,0.0
518506,Pellegrini,0.0,100.0
518514,Pellegrini,33.33,66.67
518522,Pellegrini,0.0,100.0
518531,Pellegrini,0.0,100.0
518549,Pellegrini,0.0,100.0
518557,Pellegrini,25.0,75.0
518565,Korčok,0.0,0.0
518573,Pellegrini,0.0,100.0
518581,Pellegrini,0.0,100.0
518590,Pellegrini,0.0,100.0
518603,Pellegrini,0.0,100.0
518611,Korčok,50.0,50.0
518620,Pellegrini,33.33,66.67
518646,Korčok,0.0,0.0
518654,Korčok,0.0,0.0
518662,Pellegrini,37.5,62.5
518671,Korčok,0.0,0.0
518689,Pellegrini,0.0,100.0
518697,Pellegrini,16.67,83.33
518701,Korčok,0.0,0.0
518719,Pellegrini,9.09,90.91
518727,Pellegrini,20.0,80.0
518735,Pellegrini,0.0,100.0
518743,Korčok,0.0,0.0
518751,Pellegrini,0.0,100.0
518760,Pellegrini,16.67,83.33
518794,Korčok,0.0,0.0
518808,Pellegrini,4.0,96.0
518816,Korčok,0.0,0.0
518824,Korčok,100.0,0.0
518832,Korčok,0.0,0.0
518841,Pellegrini,0.0,100.0
518867,Pellegrini,0.0,100.0
518875,Pellegrini,0.0,100.0
518883,Korčok,0.0,0.0
518891,Pellegrini,0.0,100.0
518905,Pellegrini,0.0,100.0
518913,Pellegrini,0.0,100.0
518921,Korčok,80.0,20.0
518930,Korčok,0.0,0.0
518956,Korčok,0.0,0.0
518964,Pellegrini,0.0,100.0
518972,Pellegrini,0.0,100.0
518981,Pellegrini,25.0,75.0
518999,Pellegrini,0.0,100.0
519006,Pellegrini,3.12,96.88
519014,Korčok,0.0,0.0
519022,Pellegrini,0.0,100.0
519049,Pellegrini,0.0,100.0
519057,Pellegrini,0.0,100.0
519065,Korčok,0.0,0.0
519073,Korčok,0.0,0.0
519081,Pellegrini,0.0,100.0
519090,Pellegrini,0.0,100.0
519103,Korčok,0.0,0.0
519111,Korčok,0.0,0.0
519138,Korčok,0.0,0.0
519154,Pellegrini,0.0,100.0
519162,Pellegrini,25.0,75.0
519171,Pellegrini,12.5,87.5
519189,Pellegrini,0.0,100.0
519197,Pellegrini,0.0,100.0
519201,Pellegrini,0.0,100.0
519219,Korčok,0.0,0.0
519227,Korčok,50.0,50.0
519235,Pellegrini,6.25,93.75
519243,Pellegrini,0.0,100.0
519251,Pellegrini,0.0,100.0
519260,Pellegrini,33.33,66.67
519278,Korčok,0.0,0.0
519286,Pellegrini,0.0,100.0
519294,Korčok,0.0,0.0
519308,Korčok,0.0,0.0
519316,Pellegrini,0.0,100.0
519324,Pellegrini,0.0,100.0
519332,Pellegrini,0.0,100.0
519341,Pellegrini,0.0,100.0
519359,Korčok,0.0,0.0
519367,Pellegrini,0.0,100.0
519375,Pellegrini,0.0,100.0
519383,Korčok,0.0,0.0
519391,Pellegrini,0.0,100.0
519405,Pellegrini,0.0,100.0
519413,Korčok,0.0,0.0
519421,Korčok,50.0,50.0
519430,Korčok,0.0,0.0
519448,Korčok,66.67,33.33
519456,Pellegrini,0.0,100.0
519464,Korčok,77.78,22.22
519472,Pellegrini,0.0,100.0
519481,Korčok,50.0,50.0
519499,Korčok,0.0,0.0
519502,Korčok,50.0,50.0
519511,Pellegrini,0.0,100.0
519529,Korčok,50.0,50.0
519537,Pellegrini,0.0,100.0
519545,Korčok,100.0,0.0
519553,Pellegrini,0.0,100.0
519561,Korčok,0.0,0.0
519570,Pellegrini,0.0,100.0
519588,Korčok,100.0,0.0
519596,Korčok,0.0,0.0
519600,Korčok,0.0,0.0
519618,Pellegrini,0.0,100.0
519626,Korčok,0.0,0.0
519634,Pellegrini,0.0,100.0
519642,Pellegrini,0.0,100.0
519669,Korčok,100.0,0.0
519677,Pellegrini,0.0,100.0
519685,Korčok,0.0,0.0
519693,Pellegrini,0.0,100.0
519707,Pellegrini,11.11,88.89
519715,Korčok,100.0,0.0
519723,Korčok,0.0,0.0
519731,Pellegrini,0.0,100.0
519740,Korčok,0.0,0.0
519758,Korčok,0.0,0.0
519766,Pellegrini,0.0,100.0
519774,Korčok,0.0,0.0
519782,Pellegrini,0.0,100.0
519791,Korčok,0.0,0.0
519804,Korčok,0.0,0.0
519812,Pellegrini,0.0,100.0
519821,Pellegrini,0.0,100.0
519839,Pellegrini,0.0,100.0
519847,Pellegrini,0.0,100.0
519855,Pellegrini,0.0,100.0
519863,Pellegrini,0.0,100.0
519871,Pellegrini,0.0,100.0
