IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate,obec_code,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec,voted,voters,turnout
508217,Senec,1,SK,78.0%,11.4%,0.1%,0.1%,508217.0,1.0,53.0,360.0,805.0,5311.0,26.0,182.0,173.0,6.0,2101.0,3.0,9021.0,15462.0,58.34
508225,Slovenský Grob,1,SK,90.5%,0.5%,0.0%,0.1%,508225.0,3.0,13.0,5.0,238.0,1571.0,11.0,77.0,45.0,6.0,837.0,4.0,2810.0,4229.0,66.45
508233,Stupava,1,SK,90.2%,0.6%,0.0%,0.2%,508233.0,4.0,49.0,2.0,543.0,3780.0,22.0,138.0,94.0,6.0,1346.0,1.0,5985.0,9583.0,62.45
508241,Suchohrad,1,SK,93.6%,0.6%,0.0%,0.0%,508241.0,1.0,2.0,0.0,42.0,97.0,3.0,9.0,10.0,0.0,143.0,0.0,307.0,583.0,52.66
508250,Šenkvice,1,SK,95.0%,0.5%,0.0%,0.1%,508250.0,2.0,78.0,1.0,351.0,1230.0,14.0,49.0,18.0,2.0,894.0,3.0,2642.0,4210.0,62.76
508268,Štefanová,1,SK,92.5%,1.3%,0.5%,0.5%,508268.0,1.0,1.0,0.0,31.0,89.0,3.0,5.0,4.0,0.0,58.0,0.0,192.0,324.0,59.26
508276,Tomášov - Fél,1,SK,60.3%,33.9%,0.0%,0.0%,508276.0,0.0,2.0,192.0,98.0,659.0,6.0,24.0,23.0,1.0,308.0,0.0,1313.0,2264.0,57.99
508284,Tureň - Zonctorony,1,SK,49.9%,47.0%,0.0%,0.2%,508284.0,1.0,2.0,114.0,30.0,281.0,4.0,5.0,15.0,0.0,128.0,1.0,581.0,987.0,58.87
508292,Veľký Biel,1,SK,73.8%,18.0%,0.0%,0.1%,508292.0,0.0,10.0,76.0,102.0,780.0,3.0,31.0,29.0,1.0,299.0,1.0,1332.0,2350.0,56.68
508306,Viničné,1,SK,93.3%,0.2%,0.0%,0.1%,508306.0,1.0,17.0,1.0,110.0,840.0,5.0,27.0,20.0,1.0,340.0,1.0,1363.0,2171.0,62.78
508314,Vinosady,1,SK,93.0%,0.4%,0.0%,0.0%,508314.0,0.0,3.0,1.0,103.0,426.0,2.0,11.0,12.0,0.0,247.0,0.0,805.0,1260.0,63.89
508322,Vištuk,1,SK,95.4%,0.4%,0.0%,0.2%,508322.0,1.0,2.0,1.0,81.0,300.0,5.0,9.0,15.0,0.0,188.0,0.0,602.0,1106.0,54.43
508331,Vlky - Vők,1,HU,37.1%,60.5%,0.0%,0.0%,508331.0,0.0,4.0,47.0,13.0,81.0,0.0,2.0,7.0,1.0,28.0,1.0,184.0,366.0,50.27
508349,Vysoká pri Morave,1,SK,89.9%,0.2%,0.2%,0.0%,508349.0,2.0,5.0,1.0,103.0,418.0,4.0,18.0,17.0,1.0,339.0,1.0,909.0,1804.0,50.39
508365,Záhorská Ves,1,SK,91.6%,0.2%,1.2%,0.2%,508365.0,1.0,1.0,0.0,103.0,213.0,6.0,6.0,21.0,1.0,235.0,1.0,588.0,1478.0,39.78
508381,Zohor,1,SK,91.7%,0.2%,0.3%,0.0%,508381.0,5.0,12.0,0.0,140.0,974.0,7.0,27.0,26.0,0.0,444.0,3.0,1638.0,2959.0,55.36
508438,Banská Bystrica,6,SK,92.1%,0.4%,0.2%,0.0%,508438.0,10.0,200.0,17.0,3002.0,17707.0,290.0,916.0,378.0,26.0,12823.0,9.0,35378.0,60685.0,58.3
508446,Bacúch,6,SK,97.5%,0.2%,0.0%,0.0%,508446.0,0.0,1.0,0.0,57.0,82.0,4.0,13.0,5.0,1.0,216.0,0.0,379.0,763.0,49.67
508454,Badín,6,SK,96.4%,0.2%,0.1%,0.0%,508454.0,1.0,9.0,2.0,103.0,483.0,9.0,22.0,30.0,0.0,394.0,0.0,1053.0,1705.0,61.76
508462,Beňuš,6,SK,97.0%,0.0%,0.1%,0.1%,508462.0,0.0,6.0,1.0,55.0,177.0,4.0,9.0,4.0,0.0,220.0,1.0,477.0,961.0,49.64
508471,Baláže,6,SK,97.7%,0.5%,0.0%,0.0%,508471.0,0.0,0.0,0.0,17.0,36.0,0.0,7.0,0.0,1.0,65.0,0.0,126.0,198.0,63.64
508489,Braväcovo,6,SK,96.6%,0.1%,0.1%,0.0%,508489.0,0.0,1.0,0.0,32.0,94.0,1.0,11.0,3.0,0.0,160.0,0.0,302.0,540.0,55.93
508497,Brezno,6,SK,92.5%,0.2%,0.4%,0.0%,508497.0,2.0,30.0,5.0,804.0,2957.0,37.0,225.0,105.0,11.0,3645.0,10.0,7831.0,16204.0,48.33
508519,Čerín,6,SK,94.9%,0.0%,1.6%,0.0%,508519.0,0.0,1.0,0.0,35.0,76.0,12.0,9.0,0.0,0.0,128.0,0.0,261.0,377.0,69.23
508527,Čierny Balog,6,SK,96.4%,0.0%,0.9%,0.0%,508527.0,0.0,14.0,1.0,215.0,511.0,14.0,49.0,29.0,1.0,1107.0,3.0,1944.0,3998.0,48.62
508535,Dolná Lehota,6,SK,96.8%,0.0%,0.0%,0.0%,508535.0,0.0,0.0,1.0,28.0,134.0,0.0,1.0,3.0,0.0,190.0,0.0,357.0,612.0,58.33
508543,Dolná Mičiná,6,SK,95.7%,0.2%,0.0%,0.0%,508543.0,0.0,0.0,0.0,28.0,111.0,4.0,2.0,1.0,1.0,107.0,0.0,254.0,399.0,63.66
508551,Dolný Harmanec,6,SK,97.3%,0.0%,0.8%,0.0%,508551.0,0.0,0.0,0.0,11.0,39.0,1.0,3.0,2.0,0.0,73.0,0.0,129.0,230.0,56.09
508560,Donovaly,6,SK,90.4%,0.4%,0.0%,0.0%,508560.0,0.0,1.0,4.0,40.0,277.0,1.0,19.0,2.0,0.0,135.0,2.0,481.0,569.0,84.53
508578,Drábsko,6,SK,99.4%,0.0%,0.0%,0.0%,508578.0,1.0,0.0,0.0,5.0,20.0,0.0,2.0,1.0,0.0,41.0,0.0,70.0,138.0,50.72
508586,Dúbravica,6,SK,90.4%,0.0%,0.5%,0.0%,508586.0,0.0,0.0,0.0,25.0,51.0,3.0,3.0,0.0,0.0,95.0,0.0,177.0,327.0,54.13
508594,Harmanec,6,SK,87.6%,0.4%,0.4%,0.0%,508594.0,0.0,2.0,0.0,45.0,64.0,2.0,1.0,6.0,2.0,197.0,0.0,319.0,707.0,45.12
508608,Heľpa,6,SK,94.8%,0.0%,0.8%,0.0%,508608.0,2.0,5.0,0.0,92.0,238.0,9.0,25.0,14.0,0.0,683.0,0.0,1068.0,2020.0,52.87
508616,Hiadeľ,6,SK,98.4%,0.0%,0.0%,0.0%,508616.0,0.0,0.0,0.0,26.0,58.0,1.0,3.0,1.0,0.0,145.0,0.0,234.0,412.0,56.8
508624,Horná Lehota (BR),6,SK,94.5%,0.5%,0.3%,0.0%,508624.0,0.0,0.0,1.0,22.0,86.0,1.0,4.0,6.0,0.0,129.0,0.0,249.0,489.0,50.92
508632,Horná Mičiná,6,SK,96.3%,0.0%,0.2%,0.2%,508632.0,0.0,3.0,0.0,21.0,161.0,2.0,12.0,7.0,0.0,132.0,0.0,338.0,546.0,61.9
508641,Horné Pršany,6,SK,97.5%,0.0%,0.0%,0.0%,508641.0,0.0,2.0,0.0,30.0,75.0,1.0,3.0,0.0,1.0,91.0,0.0,203.0,316.0,64.24
508659,Hrochoť,6,SK,90.4%,0.3%,0.5%,0.0%,508659.0,0.0,2.0,0.0,66.0,146.0,6.0,2.0,3.0,0.0,326.0,0.0,551.0,1175.0,46.89
508667,Hronec,6,SK,93.9%,0.1%,1.2%,0.1%,508667.0,0.0,1.0,1.0,54.0,146.0,5.0,14.0,3.0,0.0,251.0,0.0,475.0,951.0,49.95
508675,Brusno,6,SK,95.8%,0.1%,0.0%,0.0%,508675.0,0.0,0.0,1.0,119.0,365.0,7.0,28.0,17.0,3.0,561.0,0.0,1101.0,1784.0,61.72
508691,Jarabá,6,SK,94.9%,0.0%,0.0%,0.0%,508691.0,0.0,0.0,0.0,4.0,13.0,0.0,2.0,0.0,0.0,21.0,0.0,40.0,54.0,74.07
508705,Jasenie,6,SK,98.2%,0.2%,0.1%,0.0%,508705.0,0.0,0.0,2.0,69.0,134.0,13.0,8.0,5.0,1.0,289.0,1.0,522.0,945.0,55.24
508713,Kordíky,6,SK,98.1%,0.4%,0.0%,0.0%,508713.0,0.0,4.0,0.0,20.0,151.0,2.0,6.0,0.0,0.0,103.0,0.0,286.0,400.0,71.5
508721,Králiky,6,SK,97.1%,0.0%,0.0%,0.0%,508721.0,0.0,0.0,0.0,27.0,157.0,2.0,10.0,7.0,0.0,189.0,0.0,392.0,615.0,63.74
508730,Lom nad Rimavicou,6,SK,99.6%,0.0%,0.0%,0.0%,508730.0,1.0,1.0,0.0,9.0,37.0,4.0,2.0,8.0,0.0,76.0,0.0,138.0,205.0,67.32
508748,Ľubietová,6,SK,97.6%,0.0%,0.0%,0.0%,508748.0,1.0,3.0,2.0,92.0,224.0,3.0,13.0,9.0,0.0,276.0,2.0,625.0,1043.0,59.92
508756,Lučatín,6,SK,98.4%,0.1%,0.0%,0.0%,508756.0,1.0,11.0,1.0,31.0,161.0,2.0,17.0,2.0,0.0,143.0,1.0,370.0,585.0,63.25
508764,Medzibrod,6,SK,97.4%,0.1%,0.0%,0.0%,508764.0,0.0,2.0,0.0,73.0,253.0,8.0,34.0,6.0,1.0,345.0,0.0,722.0,1155.0,62.51
508772,Michalová,6,SK,95.5%,0.1%,0.0%,0.0%,508772.0,0.0,4.0,0.0,66.0,160.0,7.0,13.0,8.0,0.0,257.0,1.0,516.0,1033.0,49.95
508781,Môlča,6,SK,91.7%,0.0%,3.9%,0.0%,508781.0,1.0,1.0,0.0,13.0,61.0,1.0,5.0,0.0,0.0,64.0,0.0,146.0,344.0,42.44
508799,Moštenica,6,SK,94.8%,1.3%,0.0%,0.0%,508799.0,0.0,0.0,0.0,30.0,35.0,3.0,5.0,0.0,0.0,70.0,0.0,143.0,219.0,65.3
508802,Motyčky,6,SK,97.1%,0.0%,0.0%,0.0%,508802.0,2.0,0.0,0.0,9.0,16.0,0.0,1.0,1.0,0.0,39.0,0.0,68.0,97.0,70.1
508811,Mýto pod Ďumbierom,6,SK,93.9%,1.0%,0.0%,0.8%,508811.0,0.0,4.0,3.0,23.0,156.0,1.0,12.0,2.0,0.0,110.0,0.0,311.0,468.0,66.45
508829,Nemecká,6,SK,94.2%,0.1%,0.6%,0.0%,508829.0,0.0,3.0,0.0,91.0,220.0,5.0,22.0,4.0,0.0,417.0,2.0,764.0,1403.0,54.45
508837,Oravce,6,SK,97.2%,0.0%,0.0%,0.0%,508837.0,0.0,0.0,0.0,7.0,26.0,0.0,2.0,2.0,0.0,62.0,0.0,99.0,145.0,68.28
508845,Osrblie,6,SK,97.5%,0.6%,0.0%,0.6%,508845.0,1.0,0.0,0.0,15.0,56.0,0.0,0.0,5.0,0.0,127.0,1.0,205.0,302.0,67.88
508853,Podbrezová,6,SK,90.6%,0.3%,0.5%,0.0%,508853.0,1.0,2.0,2.0,248.0,398.0,13.0,39.0,18.0,0.0,795.0,1.0,1517.0,2984.0,50.84
508861,Podkonice,6,SK,97.4%,0.0%,0.0%,0.1%,508861.0,0.0,1.0,0.0,37.0,190.0,2.0,6.0,5.0,0.0,200.0,0.0,441.0,761.0,57.95
508870,Pohorelá,6,SK,96.7%,0.0%,0.1%,0.0%,508870.0,0.0,3.0,0.0,128.0,166.0,11.0,15.0,10.0,0.0,573.0,2.0,908.0,1793.0,50.64
508888,Pohronská Polhora,6,SK,92.2%,0.0%,0.7%,0.1%,508888.0,0.0,0.0,0.0,99.0,173.0,12.0,12.0,8.0,0.0,289.0,1.0,594.0,1330.0,44.66
508896,Pohronský Bukovec,6,SK,96.6%,0.0%,0.0%,0.0%,508896.0,0.0,0.0,0.0,4.0,13.0,1.0,2.0,0.0,0.0,45.0,0.0,65.0,102.0,63.73
508900,Polomka,6,SK,92.7%,0.2%,2.6%,0.1%,508900.0,0.0,0.0,0.0,156.0,248.0,9.0,21.0,9.0,1.0,538.0,1.0,983.0,2202.0,44.64
508918,Poniky,6,SK,98.0%,0.1%,0.1%,0.1%,508918.0,0.0,3.0,0.0,87.0,257.0,5.0,13.0,5.0,1.0,335.0,2.0,708.0,1253.0,56.5
508926,Povrazník,6,SK,90.9%,0.0%,0.0%,0.0%,508926.0,0.0,0.0,0.0,20.0,16.0,5.0,2.0,0.0,0.0,45.0,0.0,88.0,120.0,73.33
508934,Predajná,6,SK,93.2%,0.1%,0.1%,0.0%,508934.0,0.0,4.0,0.0,73.0,216.0,8.0,21.0,7.0,0.0,238.0,1.0,568.0,1073.0,52.94
508942,Priechod,6,SK,99.3%,0.0%,0.0%,0.0%,508942.0,0.0,7.0,0.0,40.0,231.0,5.0,15.0,7.0,0.0,170.0,0.0,475.0,836.0,56.82
508951,Ráztoka,6,SK,97.5%,0.0%,0.0%,0.0%,508951.0,0.0,0.0,0.0,16.0,23.0,0.0,3.0,3.0,0.0,71.0,0.0,116.0,230.0,50.43
508969,Riečka (BB),6,SK,98.7%,0.0%,0.0%,0.0%,508969.0,0.0,1.0,0.0,26.0,207.0,8.0,8.0,3.0,0.0,192.0,0.0,445.0,667.0,66.72
508977,Sebedín-Bečov,6,SK,97.5%,0.0%,0.0%,0.0%,508977.0,0.0,0.0,0.0,20.0,43.0,2.0,5.0,0.0,0.0,96.0,0.0,166.0,307.0,54.07
508985,Selce (BB),6,SK,98.1%,0.2%,0.0%,0.0%,508985.0,0.0,8.0,1.0,96.0,489.0,7.0,28.0,15.0,0.0,398.0,3.0,1045.0,1734.0,60.27
508993,Sihla,6,SK,100.0%,0.0%,0.0%,0.0%,508993.0,1.0,0.0,0.0,4.0,30.0,3.0,0.0,0.0,0.0,47.0,0.0,85.0,153.0,55.56
509001,Slovenská Ľupča,6,SK,95.1%,0.2%,0.6%,0.0%,509001.0,0.0,9.0,0.0,187.0,611.0,17.0,31.0,13.0,1.0,645.0,4.0,1518.0,2627.0,57.78
509019,Staré Hory,6,SK,94.6%,0.4%,0.2%,0.0%,509019.0,0.0,3.0,0.0,27.0,137.0,1.0,2.0,1.0,0.0,113.0,0.0,284.0,462.0,61.47
509027,Strelníky,6,SK,98.8%,0.3%,0.0%,0.0%,509027.0,0.0,0.0,1.0,53.0,122.0,4.0,6.0,4.0,2.0,231.0,0.0,423.0,630.0,67.14
509035,Špania Dolina,6,SK,91.0%,0.4%,0.0%,0.0%,509035.0,0.0,0.0,0.0,13.0,60.0,2.0,3.0,5.0,0.0,52.0,0.0,135.0,207.0,65.22
509043,Šumiac,6,SK,91.2%,0.2%,1.8%,0.4%,509043.0,1.0,2.0,0.0,52.0,59.0,3.0,4.0,16.0,0.0,238.0,0.0,375.0,968.0,38.74
509051,Telgárt,6,SK,79.7%,0.0%,10.6%,0.1%,509051.0,0.0,6.0,1.0,37.0,81.0,2.0,3.0,21.0,1.0,148.0,1.0,301.0,884.0,34.05
509060,Tajov,6,SK,96.3%,0.1%,0.0%,0.0%,509060.0,0.0,5.0,1.0,29.0,173.0,3.0,6.0,7.0,0.0,161.0,1.0,386.0,566.0,68.2
509086,Valaská,6,SK,88.3%,0.1%,1.2%,0.0%,509086.0,1.0,1.0,1.0,171.0,458.0,17.0,28.0,12.0,1.0,689.0,0.0,1379.0,2876.0,47.95
509094,Vaľkovňa,6,SK,93.5%,0.0%,0.7%,0.0%,509094.0,0.0,0.0,0.0,27.0,7.0,0.0,2.0,1.0,0.0,46.0,0.0,83.0,302.0,27.48
509124,Závadka nad Hronom,6,SK,90.1%,0.2%,1.3%,0.0%,509124.0,0.0,2.0,0.0,74.0,166.0,9.0,18.0,4.0,0.0,429.0,2.0,704.0,1700.0,41.41
509132,Čadca,5,SK,91.6%,0.1%,0.0%,0.0%,509132.0,9.0,60.0,7.0,1335.0,2719.0,61.0,195.0,188.0,14.0,4473.0,10.0,9071.0,18532.0,48.95
509159,Čierne,5,SK,97.6%,0.0%,0.0%,0.0%,509159.0,3.0,4.0,2.0,342.0,450.0,12.0,36.0,33.0,3.0,1045.0,2.0,1932.0,3572.0,54.09
509167,Dlhá nad Kysucou,5,SK,93.1%,0.2%,0.0%,0.0%,509167.0,1.0,2.0,0.0,33.0,48.0,1.0,6.0,3.0,1.0,146.0,0.0,241.0,510.0,47.25
509175,Dolný Vadičov,5,SK,98.1%,0.0%,0.0%,0.2%,509175.0,0.0,3.0,0.0,56.0,77.0,2.0,6.0,2.0,0.0,118.0,0.0,264.0,464.0,56.9
509183,Dunajov,5,SK,96.7%,0.1%,0.0%,0.1%,509183.0,2.0,1.0,0.0,53.0,134.0,4.0,9.0,8.0,0.0,269.0,0.0,480.0,889.0,53.99
509205,Horný Vadičov,5,SK,96.8%,0.1%,0.1%,0.0%,509205.0,1.0,7.0,0.0,116.0,221.0,7.0,18.0,18.0,0.0,417.0,3.0,808.0,1374.0,58.81
509213,Klokočov (CA),5,SK,95.0%,0.0%,0.0%,0.0%,509213.0,1.0,1.0,0.0,80.0,197.0,4.0,3.0,16.0,1.0,522.0,0.0,825.0,1876.0,43.98
509221,Klubina,5,SK,97.4%,0.0%,0.0%,0.0%,509221.0,0.0,0.0,0.0,43.0,39.0,1.0,4.0,3.0,1.0,159.0,1.0,251.0,441.0,56.92
509230,Korňa,5,SK,97.0%,0.0%,0.0%,0.0%,509230.0,0.0,5.0,1.0,97.0,242.0,11.0,8.0,7.0,0.0,473.0,1.0,845.0,1649.0,51.24
509248,Krásno nad Kysucou,5,SK,97.3%,0.1%,0.0%,0.0%,509248.0,5.0,20.0,2.0,379.0,719.0,15.0,51.0,44.0,0.0,1585.0,1.0,2821.0,5318.0,53.05
509256,Kysucké Nové Mesto,5,SK,93.9%,0.1%,0.0%,0.0%,509256.0,4.0,59.0,2.0,1085.0,2008.0,40.0,119.0,118.0,6.0,3286.0,2.0,6729.0,11875.0,56.67
509264,Kysucký Lieskovec,5,SK,94.4%,0.0%,0.0%,0.0%,509264.0,4.0,4.0,0.0,156.0,317.0,7.0,17.0,16.0,1.0,518.0,3.0,1043.0,1889.0,55.21
509272,Lodno,5,SK,97.5%,0.0%,0.0%,0.1%,509272.0,0.0,8.0,0.0,70.0,83.0,3.0,6.0,13.0,1.0,201.0,0.0,385.0,753.0,51.13
509281,Lopušné Pažite,5,SK,98.0%,0.7%,0.0%,0.0%,509281.0,0.0,6.0,0.0,26.0,44.0,3.0,7.0,1.0,1.0,118.0,0.0,206.0,358.0,57.54
509299,Makov,5,SK,96.7%,0.1%,0.0%,0.0%,509299.0,2.0,4.0,0.0,110.0,294.0,6.0,17.0,19.0,1.0,430.0,0.0,883.0,1519.0,58.13
509302,Nesluša,5,SK,92.1%,0.0%,0.1%,0.0%,509302.0,3.0,10.0,1.0,185.0,475.0,4.0,18.0,21.0,0.0,685.0,3.0,1405.0,2541.0,55.29
509311,Nová Bystrica,5,SK,97.2%,0.0%,0.0%,0.0%,509311.0,4.0,3.0,1.0,160.0,207.0,10.0,11.0,11.0,0.0,668.0,0.0,1075.0,2137.0,50.3
509329,Ochodnica,5,SK,97.0%,0.1%,0.0%,0.0%,509329.0,0.0,4.0,0.0,147.0,180.0,6.0,16.0,10.0,0.0,482.0,0.0,845.0,1566.0,53.96
509337,Olešná,5,SK,96.3%,0.0%,0.1%,0.0%,509337.0,1.0,3.0,0.0,111.0,215.0,6.0,15.0,10.0,1.0,469.0,0.0,831.0,1567.0,53.03
509345,Oščadnica,5,SK,96.2%,0.0%,0.0%,0.0%,509345.0,0.0,19.0,1.0,383.0,683.0,23.0,46.0,33.0,5.0,1197.0,1.0,2391.0,4689.0,50.99
509361,Podvysoká,5,SK,97.1%,0.0%,0.1%,0.0%,509361.0,1.0,1.0,0.0,105.0,131.0,6.0,17.0,6.0,1.0,316.0,1.0,585.0,1062.0,55.08
509370,Povina,5,SK,96.6%,0.0%,0.0%,0.0%,509370.0,4.0,2.0,0.0,81.0,118.0,2.0,4.0,5.0,2.0,311.0,1.0,530.0,935.0,56.68
509396,Radôstka,5,SK,98.6%,0.0%,0.0%,0.0%,509396.0,1.0,4.0,0.0,61.0,53.0,4.0,3.0,7.0,0.0,249.0,0.0,382.0,657.0,58.14
509400,Raková,5,SK,98.4%,0.0%,0.0%,0.0%,509400.0,2.0,30.0,2.0,274.0,781.0,14.0,41.0,30.0,1.0,1129.0,2.0,2306.0,4454.0,51.77
509426,Rudina,5,SK,96.4%,0.0%,0.0%,0.0%,509426.0,1.0,1.0,0.0,111.0,250.0,5.0,8.0,24.0,1.0,399.0,3.0,803.0,1429.0,56.19
509434,Rudinka,5,SK,96.5%,0.0%,0.0%,0.0%,509434.0,0.0,1.0,0.0,23.0,72.0,0.0,4.0,2.0,0.0,102.0,0.0,204.0,326.0,62.58
509442,Rudinská,5,SK,95.7%,0.0%,0.0%,0.0%,509442.0,1.0,3.0,0.0,66.0,75.0,5.0,2.0,8.0,2.0,250.0,1.0,413.0,802.0,51.5
509451,Skalité,5,SK,98.5%,0.1%,0.0%,0.0%,509451.0,1.0,16.0,1.0,326.0,498.0,12.0,37.0,26.0,2.0,1205.0,2.0,2126.0,4093.0,51.94
509469,Snežnica,5,SK,97.3%,0.0%,0.0%,0.0%,509469.0,0.0,0.0,0.0,76.0,215.0,4.0,3.0,6.0,1.0,257.0,0.0,562.0,867.0,64.82
509477,Stará Bystrica,5,SK,97.9%,0.0%,0.0%,0.0%,509477.0,0.0,2.0,1.0,171.0,276.0,3.0,20.0,11.0,2.0,723.0,0.0,1209.0,2255.0,53.61
509485,Staškov,5,SK,95.9%,0.0%,0.0%,0.0%,509485.0,2.0,4.0,0.0,137.0,261.0,7.0,19.0,19.0,0.0,659.0,0.0,1108.0,2271.0,48.79
509493,Svrčinovec,5,SK,98.0%,0.0%,0.1%,0.0%,509493.0,2.0,6.0,0.0,199.0,384.0,5.0,16.0,25.0,1.0,778.0,1.0,1417.0,2762.0,51.3
509507,Turzovka,5,SK,92.5%,0.1%,0.7%,0.0%,509507.0,2.0,15.0,0.0,339.0,715.0,26.0,32.0,29.0,2.0,1725.0,2.0,2887.0,5806.0,49.72
509515,Vysoká nad Kysucou,5,SK,95.3%,0.1%,0.3%,0.0%,509515.0,3.0,4.0,0.0,124.0,244.0,11.0,14.0,16.0,0.0,671.0,0.0,1087.0,2099.0,51.79
509523,Zákopčie,5,SK,96.7%,0.1%,0.0%,0.0%,509523.0,2.0,4.0,0.0,120.0,164.0,6.0,7.0,25.0,0.0,378.0,1.0,707.0,1384.0,51.08
509531,Zborov nad Bystricou,5,SK,98.8%,0.0%,0.0%,0.0%,509531.0,2.0,5.0,0.0,160.0,164.0,7.0,7.0,11.0,0.0,655.0,0.0,1011.0,1761.0,57.41
509540,Dolný Kubín,5,SK,94.6%,0.1%,0.2%,0.0%,509540.0,3.0,97.0,3.0,866.0,4020.0,39.0,209.0,200.0,13.0,2477.0,6.0,7933.0,14142.0,56.1
509558,Babín,5,SK,98.9%,0.1%,0.0%,0.0%,509558.0,0.0,6.0,1.0,42.0,215.0,7.0,3.0,29.0,0.0,215.0,0.0,518.0,1093.0,47.39
509566,Beňadovo,5,SK,99.5%,0.1%,0.0%,0.0%,509566.0,0.0,13.0,1.0,61.0,133.0,3.0,5.0,26.0,0.0,132.0,0.0,374.0,623.0,60.03
509582,Bobrov,5,SK,96.8%,0.0%,0.0%,0.0%,509582.0,1.0,15.0,0.0,137.0,275.0,1.0,29.0,14.0,3.0,363.0,0.0,838.0,1467.0,57.12
509591,Breza,5,SK,98.0%,0.1%,0.0%,0.0%,509591.0,1.0,2.0,0.0,78.0,179.0,2.0,15.0,22.0,0.0,281.0,1.0,581.0,1234.0,47.08
509604,Brezovica (TS),5,SK,99.3%,0.1%,0.0%,0.0%,509604.0,1.0,15.0,0.0,71.0,244.0,6.0,23.0,28.0,2.0,213.0,1.0,604.0,1093.0,55.26
509639,Dlhá nad Oravou,5,SK,98.5%,0.1%,0.0%,0.0%,509639.0,0.0,4.0,0.0,59.0,297.0,2.0,17.0,32.0,1.0,193.0,0.0,605.0,1102.0,54.9
509655,Habovka,5,SK,98.8%,0.0%,0.0%,0.0%,509655.0,4.0,9.0,0.0,135.0,231.0,1.0,12.0,10.0,1.0,274.0,1.0,678.0,1107.0,61.25
509663,Hladovka,5,SK,98.6%,0.0%,0.0%,0.0%,509663.0,0.0,23.0,0.0,60.0,116.0,4.0,5.0,13.0,0.0,176.0,0.0,397.0,783.0,50.7
509671,Horná Lehota (DK),5,SK,98.6%,0.2%,0.0%,0.0%,509671.0,0.0,5.0,0.0,39.0,121.0,1.0,7.0,8.0,1.0,76.0,0.0,258.0,443.0,58.24
509680,Hruštín,5,SK,99.2%,0.1%,0.0%,0.0%,509680.0,5.0,22.0,0.0,120.0,700.0,4.0,24.0,43.0,3.0,392.0,3.0,1316.0,2475.0,53.17
509698,Chlebnice,5,SK,99.8%,0.0%,0.0%,0.0%,509698.0,1.0,7.0,0.0,65.0,373.0,4.0,13.0,27.0,2.0,135.0,0.0,627.0,1241.0,50.52
509701,Istebné,5,SK,95.0%,0.2%,0.1%,0.0%,509701.0,1.0,7.0,0.0,66.0,198.0,7.0,16.0,15.0,1.0,291.0,0.0,602.0,1080.0,55.74
509710,Jasenová,5,SK,98.6%,0.0%,0.0%,0.0%,509710.0,0.0,0.0,0.0,17.0,109.0,3.0,8.0,5.0,1.0,66.0,0.0,209.0,356.0,58.71
509728,Klin,5,SK,98.6%,0.0%,0.0%,0.0%,509728.0,1.0,15.0,0.0,156.0,358.0,6.0,21.0,23.0,1.0,389.0,1.0,971.0,1816.0,53.47
509744,Kraľovany,5,SK,98.8%,0.0%,0.0%,0.0%,509744.0,0.0,1.0,0.0,38.0,58.0,1.0,8.0,5.0,0.0,117.0,2.0,230.0,346.0,66.47
509761,Krivá,5,SK,99.0%,0.0%,0.0%,0.0%,509761.0,1.0,22.0,0.0,38.0,224.0,3.0,9.0,14.0,2.0,127.0,0.0,440.0,635.0,69.29
509779,Krušetnica,5,SK,99.9%,0.0%,0.0%,0.0%,509779.0,1.0,4.0,1.0,48.0,137.0,3.0,18.0,10.0,2.0,175.0,0.0,399.0,760.0,52.5
509787,Leštiny,5,SK,97.3%,0.0%,0.0%,0.0%,509787.0,0.0,2.0,0.0,19.0,59.0,0.0,2.0,3.0,0.0,55.0,0.0,140.0,234.0,59.83
509795,Liesek,5,SK,99.0%,0.0%,0.0%,0.0%,509795.0,3.0,27.0,0.0,215.0,558.0,14.0,47.0,71.0,1.0,291.0,1.0,1228.0,2233.0,54.99
509809,Lokca,5,SK,97.9%,0.0%,0.0%,0.0%,509809.0,2.0,10.0,0.0,123.0,412.0,11.0,28.0,31.0,2.0,355.0,1.0,975.0,1834.0,53.16
509817,Lomná,5,SK,98.1%,0.0%,0.0%,0.0%,509817.0,1.0,4.0,1.0,63.0,151.0,6.0,8.0,9.0,1.0,105.0,3.0,352.0,692.0,50.87
509825,Malatiná,5,SK,96.6%,0.0%,0.0%,0.0%,509825.0,0.0,2.0,0.0,39.0,136.0,2.0,6.0,19.0,0.0,96.0,0.0,300.0,632.0,47.47
509833,Medzibrodie nad Oravou,5,SK,98.8%,0.2%,0.0%,0.0%,509833.0,1.0,3.0,0.0,34.0,154.0,2.0,3.0,10.0,0.0,67.0,0.0,274.0,457.0,59.96
509850,Mútne,5,SK,99.0%,0.0%,0.0%,0.0%,509850.0,2.0,18.0,0.0,263.0,399.0,8.0,27.0,55.0,0.0,484.0,2.0,1258.0,2212.0,56.87
