IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate,obec_code,Korčok,Pellegrini,voted,voters,turnout
502634,Pečenice,4,SK,96.9%,0.0%,0.0%,0.0%,502634.0,50.0,52.0,102.0,122.0,83.61
502642,Plášťovce - Palást,4,HU,38.0%,59.7%,0.5%,0.0%,502642.0,180.0,359.0,539.0,1242.0,43.4
502651,Plavé Vozokany,4,SK,75.3%,0.6%,2.2%,0.0%,502651.0,80.0,223.0,303.0,585.0,51.79
502669,Podlužany (LV),4,SK,97.5%,0.5%,0.0%,0.0%,502669.0,192.0,255.0,447.0,623.0,71.75
502677,Pohronský Ruskov - Oroszka,4,HU,41.8%,45.4%,2.7%,0.1%,502677.0,102.0,302.0,404.0,991.0,40.77
502693,Pukanec,4,SK,91.5%,0.3%,0.6%,0.0%,502693.0,336.0,683.0,1019.0,1575.0,64.7
502707,Rybník (LV),4,SK,96.9%,0.4%,0.0%,0.0%,502707.0,304.0,511.0,815.0,1158.0,70.38
502715,Santovka,4,SK,88.3%,5.0%,1.7%,0.3%,502715.0,156.0,241.0,397.0,616.0,64.45
502723,Sazdice - Százd,4,SK,48.0%,44.7%,0.0%,0.0%,502723.0,59.0,82.0,141.0,351.0,40.17
502731,Sikenica - Peszektergenye,4,SK,68.3%,20.7%,0.0%,0.0%,502731.0,64.0,121.0,185.0,510.0,36.27
502740,Slatina - Szalatnya,4,SK,57.4%,34.6%,0.0%,0.0%,502740.0,23.0,49.0,72.0,242.0,29.75
502758,Starý Hrádok,4,SK,82.1%,15.0%,0.0%,0.0%,502758.0,47.0,36.0,83.0,168.0,49.4
502766,Starý Tekov,4,SK,95.1%,0.5%,0.0%,0.0%,502766.0,445.0,478.0,923.0,1264.0,73.02
502782,Šahy - Ipolyság,4,HU,36.3%,57.3%,0.4%,0.0%,502782.0,943.0,1455.0,2398.0,5747.0,41.73
502791,Šalov - Garamsalló,4,HU,29.0%,53.4%,6.0%,0.0%,502791.0,6.0,58.0,64.0,264.0,24.24
502804,Šarovce - Sáró,4,SK,49.5%,36.5%,1.4%,0.0%,502804.0,142.0,254.0,396.0,1276.0,31.03
502812,Tehla,4,SK,79.6%,11.6%,0.0%,0.0%,502812.0,69.0,140.0,209.0,384.0,54.43
502821,Tekovské Lužany - Nagysalló,4,SK,68.4%,23.1%,0.3%,0.0%,502821.0,385.0,619.0,1004.0,2258.0,44.46
502847,Tekovský Hrádok - Barsvárad,4,SK,65.5%,31.6%,0.0%,0.8%,502847.0,43.0,110.0,153.0,316.0,48.42
502863,Tlmače,4,SK,91.4%,0.9%,0.1%,0.1%,502863.0,731.0,1127.0,1858.0,2929.0,63.43
502871,Tupá - Kistompa,4,SK,72.2%,25.2%,0.0%,0.0%,502871.0,108.0,172.0,280.0,474.0,59.07
502880,Turá - Tőre,4,SK,62.3%,34.0%,0.0%,0.0%,502880.0,15.0,75.0,90.0,189.0,47.62
502898,Uhliská,4,SK,92.8%,1.1%,0.0%,0.0%,502898.0,29.0,82.0,111.0,173.0,64.16
502910,Veľké Ludince - Nagyölved,4,HU,24.5%,69.2%,2.0%,0.0%,502910.0,120.0,325.0,445.0,1234.0,36.06
502928,Veľké Turovce - Nagytúr,4,HU,43.9%,53.5%,0.0%,0.0%,502928.0,115.0,219.0,334.0,642.0,52.02
502936,Veľký Ďur,4,SK,91.7%,1.8%,0.3%,0.0%,502936.0,257.0,375.0,632.0,1071.0,59.01
502944,Vyškovce nad Ipľom - Ipolyvisk,4,HU,29.8%,57.9%,6.3%,0.0%,502944.0,52.0,165.0,217.0,540.0,40.19
502952,Vyšné nad Hronom - Nagyod,4,SK,50.9%,41.7%,0.6%,0.0%,502952.0,27.0,47.0,74.0,146.0,50.68
502961,Zalaba - Zalaba,4,HU,17.0%,82.3%,0.0%,0.0%,502961.0,21.0,40.0,61.0,111.0,54.95
502979,Zbrojníky - Kétfegyvernek,4,SK,72.9%,23.3%,0.0%,0.0%,502979.0,88.0,123.0,211.0,414.0,50.97
502987,Želiezovce - Zselíz,4,SK,49.9%,41.7%,0.1%,0.0%,502987.0,1212.0,1476.0,2688.0,5640.0,47.66
502995,Žemberovce,4,SK,92.6%,1.1%,0.1%,0.1%,502995.0,241.0,399.0,640.0,1007.0,63.56
503002,Žemliare - Zsemlér,4,HU,40.7%,57.3%,0.0%,0.0%,503002.0,11.0,54.0,65.0,128.0,50.78
503011,Nové Zámky - Érsekújvár,4,SK,70.2%,21.4%,0.1%,0.0%,503011.0,9371.0,8137.0,17508.0,30269.0,57.84
503029,Andovce - Andód,4,SK,50.7%,42.8%,0.0%,0.0%,503029.0,445.0,404.0,849.0,1408.0,60.3
503037,Bajtava - Bajta,4,HU,11.7%,79.1%,0.3%,0.0%,503037.0,18.0,103.0,121.0,303.0,39.93
503045,Bánov,4,SK,92.7%,1.1%,0.1%,0.0%,503045.0,742.0,1160.0,1902.0,2898.0,65.63
503053,Bardoňovo - Barsbaracska,4,SK,67.2%,29.3%,0.0%,0.0%,503053.0,119.0,192.0,311.0,592.0,52.53
503061,Belá (NZ) - Béla,4,HU,23.4%,71.4%,0.0%,0.0%,503061.0,29.0,115.0,144.0,293.0,49.15
503070,Bešeňov - Zsitvabesenyő,4,HU,30.6%,68.0%,0.0%,0.0%,503070.0,285.0,272.0,557.0,1323.0,42.1
503088,Bíňa - Bény,4,HU,15.1%,74.2%,0.3%,0.0%,503088.0,86.0,336.0,422.0,1178.0,35.82
503096,Branovo,4,SK,93.8%,4.7%,0.0%,0.0%,503096.0,152.0,176.0,328.0,489.0,67.08
503100,Bruty - Bart,4,HU,13.8%,77.2%,0.2%,0.0%,503100.0,38.0,119.0,157.0,486.0,32.3
503118,Čechy,4,SK,94.4%,3.0%,0.0%,0.0%,503118.0,51.0,124.0,175.0,261.0,67.05
503126,Černík,4,SK,93.0%,0.5%,0.0%,0.0%,503126.0,190.0,435.0,625.0,845.0,73.96
503134,Dedinka,4,SK,95.7%,0.9%,0.0%,0.0%,503134.0,100.0,265.0,365.0,554.0,65.88
503151,Dolný Ohaj,4,SK,93.4%,0.7%,0.3%,0.0%,503151.0,272.0,595.0,867.0,1252.0,69.25
503169,Dubník - Csúz,4,HU,45.2%,48.6%,0.0%,0.0%,503169.0,221.0,278.0,499.0,1233.0,40.47
503177,Dvory nad Žitavou - Udvard,4,HU,34.3%,52.9%,0.6%,0.0%,503177.0,871.0,922.0,1793.0,4021.0,44.59
503185,Gbelce - Köbölkút,4,HU,28.6%,64.2%,0.0%,0.0%,503185.0,209.0,515.0,724.0,1747.0,41.44
503193,Hul,4,SK,96.3%,0.6%,0.0%,0.0%,503193.0,206.0,481.0,687.0,1012.0,67.89
503207,Chľaba - Helemba,4,HU,24.1%,73.5%,0.0%,0.0%,503207.0,53.0,189.0,242.0,595.0,40.67
503215,Jasová,4,SK,89.4%,2.0%,0.1%,0.0%,503215.0,235.0,362.0,597.0,943.0,63.31
503223,Jatov,4,SK,91.4%,4.3%,0.0%,0.0%,503223.0,139.0,269.0,408.0,622.0,65.59
503231,Kamenica nad Hronom - Garamkövesd,4,HU,20.5%,69.6%,0.6%,0.0%,503231.0,106.0,250.0,356.0,1037.0,34.33
503240,Kamenín - Kéménd,4,HU,18.1%,70.0%,0.4%,0.0%,503240.0,80.0,356.0,436.0,1213.0,35.94
503258,Kamenný Most - Kőhídgyarmat,4,HU,14.1%,79.4%,0.3%,0.0%,503258.0,87.0,269.0,356.0,870.0,40.92
503266,Kmeťovo,4,SK,96.3%,0.4%,0.0%,0.0%,503266.0,195.0,328.0,523.0,694.0,75.36
503274,Kolta,4,SK,92.5%,1.7%,0.1%,0.0%,503274.0,202.0,485.0,687.0,1071.0,64.15
503282,Komjatice,4,SK,90.3%,0.6%,0.1%,0.0%,503282.0,736.0,1411.0,2147.0,3376.0,63.6
503291,Komoča - Kamocsa,4,HU,23.5%,68.0%,0.2%,0.0%,503291.0,129.0,200.0,329.0,791.0,41.59
503312,Leľa - Leléd,4,HU,16.6%,81.8%,0.0%,0.0%,503312.0,29.0,124.0,153.0,295.0,51.86
503321,Lipová (NZ),4,SK,95.5%,0.3%,0.0%,0.0%,503321.0,243.0,598.0,841.0,1291.0,65.14
503339,Ľubá - Libád,4,HU,24.0%,69.1%,0.2%,0.0%,503339.0,37.0,90.0,127.0,339.0,37.46
503347,Malá nad Hronom - Kicsind,4,HU,15.3%,80.9%,0.0%,0.0%,503347.0,20.0,108.0,128.0,314.0,40.76
503355,Malé Kosihy - Ipolykiskeszi,4,HU,12.9%,78.6%,0.0%,0.0%,503355.0,28.0,55.0,83.0,281.0,29.54
503363,Maňa,4,SK,95.7%,0.4%,0.4%,0.0%,503363.0,273.0,726.0,999.0,1636.0,61.06
503371,Michal nad Žitavou,4,SK,97.2%,0.7%,0.0%,0.0%,503371.0,124.0,337.0,461.0,588.0,78.4
503380,Veľký Kýr - Nyitranagykér,4,SK,50.5%,47.8%,0.1%,0.0%,503380.0,694.0,623.0,1317.0,2464.0,53.45
503398,Mojzesovo,4,SK,95.2%,0.4%,0.0%,0.0%,503398.0,197.0,502.0,699.0,1070.0,65.33
503401,Mužla - Muzsla,4,HU,16.1%,76.6%,2.2%,0.0%,503401.0,175.0,326.0,501.0,1498.0,33.44
503436,Nová Vieska - Kisújfalu,4,HU,12.5%,85.4%,0.0%,0.0%,503436.0,54.0,174.0,228.0,565.0,40.35
503452,Palárikovo,4,SK,88.8%,1.8%,0.3%,0.1%,503452.0,644.0,1326.0,1970.0,3422.0,57.57
503461,Bodíky - Nagybodak,2,HU,29.9%,68.6%,0.0%,0.0%,503461.0,110.0,117.0,227.0,357.0,63.59
503479,Podhájska,4,SK,92.2%,1.1%,0.0%,0.1%,503479.0,215.0,412.0,627.0,925.0,67.78
503487,Pozba - Pozba,4,HU,29.6%,68.6%,0.0%,0.0%,503487.0,108.0,143.0,251.0,394.0,63.71
503495,Radava,4,SK,97.4%,0.3%,0.0%,0.0%,503495.0,177.0,313.0,490.0,680.0,72.06
503509,Rastislavice,4,SK,97.1%,0.9%,0.0%,0.0%,503509.0,156.0,376.0,532.0,796.0,66.83
503517,Rúbaň - Fűr,4,HU,29.6%,67.0%,0.4%,0.0%,503517.0,55.0,195.0,250.0,709.0,35.26
503525,Salka - Ipolyszalka,4,HU,7.9%,85.7%,0.0%,0.0%,503525.0,45.0,276.0,321.0,786.0,40.84
503533,Semerovo,4,SK,91.7%,2.9%,0.4%,0.0%,503533.0,127.0,487.0,614.0,1060.0,57.92
503541,Sikenička - Kisgyarmat,4,HU,9.4%,84.4%,0.2%,0.0%,503541.0,19.0,103.0,122.0,362.0,33.7
503550,Strekov - Kürt,4,HU,14.7%,79.9%,0.5%,0.0%,503550.0,199.0,340.0,539.0,1592.0,33.86
503568,Svodín - Szőgyén,4,HU,25.7%,68.8%,0.1%,0.0%,503568.0,232.0,435.0,667.0,1986.0,33.59
503576,Šarkan - Sárkányfalva,4,HU,35.0%,61.5%,0.0%,0.0%,503576.0,24.0,92.0,116.0,288.0,40.28
503584,Štúrovo - Párkány,4,HU,27.5%,64.4%,0.1%,0.0%,503584.0,1534.0,2277.0,3811.0,8098.0,47.06
503592,Šurany,4,SK,91.2%,0.6%,0.2%,0.1%,503592.0,1646.0,3305.0,4951.0,7684.0,64.43
503606,Trávnica,4,SK,94.6%,1.2%,0.0%,0.0%,503606.0,228.0,400.0,628.0,914.0,68.71
503614,Tvrdošovce - Tardoskedd,4,HU,39.2%,55.1%,0.3%,0.0%,503614.0,866.0,1070.0,1936.0,4148.0,46.67
503631,Veľké Lovce,4,SK,79.3%,7.9%,1.3%,0.0%,503631.0,298.0,543.0,841.0,1481.0,56.79
503649,Zemné - Szímő,4,HU,21.4%,70.4%,3.7%,0.0%,503649.0,196.0,536.0,732.0,1732.0,42.26
503665,Galanta - Galánta,2,SK,63.1%,27.7%,0.2%,0.0%,503665.0,3938.0,3511.0,7449.0,12578.0,59.22
503673,Abrahám,2,SK,96.8%,1.0%,0.1%,0.0%,503673.0,249.0,379.0,628.0,922.0,68.11
503681,Boldog - Pozsonyboldogfa,1,HU,46.7%,47.5%,0.0%,0.0%,503681.0,190.0,95.0,285.0,442.0,64.48
503690,Čierna Voda - Feketenyék,2,HU,19.0%,80.2%,0.0%,0.0%,503690.0,142.0,358.0,500.0,1150.0,43.48
503703,Čierny Brod - Vízkelet,2,HU,24.6%,70.7%,0.3%,0.0%,503703.0,199.0,324.0,523.0,1367.0,38.26
503711,Diakovce - Deáki,4,HU,42.2%,51.7%,0.8%,0.0%,503711.0,410.0,519.0,929.0,1949.0,47.67
503720,Dlhá nad Váhom - Vághosszúfalu,4,HU,45.6%,51.0%,0.0%,0.2%,503720.0,265.0,185.0,450.0,764.0,58.9
503746,Dolné Saliby - Alsószeli,2,HU,30.4%,66.8%,0.1%,0.0%,503746.0,306.0,371.0,677.0,1702.0,39.78
503754,Dolný Chotár - Alsóhatár,2,HU,48.2%,48.8%,0.0%,0.0%,503754.0,38.0,66.0,104.0,272.0,38.24
503762,Gáň,2,SK,92.8%,4.3%,0.0%,0.1%,503762.0,234.0,257.0,491.0,694.0,70.75
503771,Horné Saliby - Felsőszeli,2,HU,37.4%,57.0%,0.1%,0.1%,503771.0,533.0,756.0,1289.0,2659.0,48.48
503789,Hoste,2,SK,96.1%,0.5%,0.0%,0.0%,503789.0,110.0,164.0,274.0,389.0,70.44
503797,Hrubá Borša,1,SK,85.4%,9.0%,0.0%,0.1%,503797.0,617.0,283.0,900.0,1262.0,71.32
503801,Hrubý Šúr - Hegysúr,1,SK,51.4%,40.8%,0.1%,0.1%,503801.0,345.0,202.0,547.0,840.0,65.12
503819,Hurbanova Ves,1,SK,87.3%,8.5%,0.0%,0.0%,503819.0,253.0,150.0,403.0,524.0,76.91
503827,Jánovce (GA),2,SK,77.8%,18.5%,0.0%,0.0%,503827.0,161.0,120.0,281.0,404.0,69.55
503835,Jelka - Jóka,2,HU,43.6%,49.9%,1.1%,0.1%,503835.0,718.0,738.0,1456.0,3275.0,44.46
503843,Kajal - Nemeskajal,2,HU,39.6%,50.4%,0.2%,0.1%,503843.0,305.0,334.0,639.0,1273.0,50.2
503851,Kostolná pri Dunaji - Egyházfa,1,SK,62.0%,35.0%,0.0%,0.5%,503851.0,272.0,160.0,432.0,635.0,68.03
503860,Košúty - Nemeskosút,2,SK,58.3%,37.4%,0.0%,0.1%,503860.0,413.0,469.0,882.0,1581.0,55.79
503878,Kráľov Brod - Királyrév,2,HU,20.9%,77.0%,0.0%,0.0%,503878.0,102.0,199.0,301.0,914.0,32.93
503886,Kráľová nad Váhom - Vágkirályfa,4,HU,41.7%,53.6%,0.1%,0.0%,503886.0,451.0,429.0,880.0,1500.0,58.67
503894,Kráľová pri Senci,1,SK,88.0%,3.3%,0.0%,0.0%,503894.0,663.0,547.0,1210.0,1723.0,70.23
503924,Mostová - Hidaskürt,2,HU,20.1%,74.9%,0.3%,0.0%,503924.0,249.0,314.0,563.0,1310.0,42.98
503932,Neded - Negyed,4,HU,41.7%,51.5%,2.8%,0.0%,503932.0,295.0,701.0,996.0,2584.0,38.54
503959,Pata,2,SK,96.3%,0.4%,0.0%,0.0%,503959.0,628.0,1107.0,1735.0,2601.0,66.71
503967,Pusté Sady,2,SK,94.9%,0.7%,0.0%,0.0%,503967.0,124.0,216.0,340.0,508.0,66.93
503975,Pusté Úľany,2,SK,94.7%,2.4%,0.0%,0.0%,503975.0,466.0,540.0,1006.0,1527.0,65.88
503983,Reca - Réte,1,SK,67.3%,26.6%,0.1%,0.1%,503983.0,462.0,387.0,849.0,1348.0,62.98
503991,Selice - Szelőce,4,SK,50.5%,35.1%,1.5%,0.0%,503991.0,206.0,445.0,651.0,2276.0,28.6
504009,Sereď,2,SK,91.4%,0.9%,0.0%,0.0%,504009.0,3504.0,4437.0,7941.0,12659.0,62.73
504017,Sládkovičovo - Diószeg,2,SK,70.9%,25.4%,0.4%,0.0%,504017.0,1299.0,1013.0,2312.0,4465.0,51.78
504025,Šaľa,4,SK,78.5%,13.1%,0.1%,0.0%,504025.0,5627.0,4498.0,10125.0,16697.0,60.64
504033,Šalgočka,2,SK,95.7%,0.6%,0.0%,0.0%,504033.0,80.0,147.0,227.0,358.0,63.41
504041,Šintava,2,SK,96.4%,0.5%,0.0%,0.0%,504041.0,454.0,520.0,974.0,1421.0,68.54
504050,Šoporňa,2,SK,93.3%,0.5%,0.1%,0.0%,504050.0,648.0,1348.0,1996.0,3371.0,59.21
504068,Tešedíkovo - Pered,4,HU,24.5%,70.4%,0.1%,0.0%,504068.0,452.0,794.0,1246.0,3018.0,41.29
504076,Tomášikovo - Tallós,2,HU,18.1%,71.7%,1.2%,0.0%,504076.0,175.0,317.0,492.0,1381.0,35.63
504084,Topoľnica - Tósnyárasd,2,SK,54.9%,42.8%,0.0%,0.0%,504084.0,275.0,229.0,504.0,795.0,63.4
504092,Trnovec nad Váhom,4,SK,75.6%,12.0%,0.1%,0.0%,504092.0,526.0,687.0,1213.0,2208.0,54.94
504106,Trstice - Nádszeg,2,HU,11.5%,85.6%,0.0%,0.0%,504106.0,440.0,621.0,1061.0,3211.0,33.04
504114,Váhovce - Vága,2,HU,40.4%,53.1%,0.4%,0.0%,504114.0,361.0,418.0,779.0,1727.0,45.11
504122,Veľká Mača - Nagymácséd,2,HU,28.7%,66.4%,0.0%,0.0%,504122.0,523.0,399.0,922.0,2074.0,44.46
504131,Veľké Úľany - Nagyfödémes,2,HU,41.6%,53.7%,0.0%,0.0%,504131.0,1252.0,942.0,2194.0,3965.0,55.33
504149,Veľký Grob,2,SK,91.6%,1.9%,0.3%,0.1%,504149.0,362.0,369.0,731.0,1149.0,63.62
504157,Vinohrady nad Váhom,2,SK,93.1%,0.2%,0.0%,0.1%,504157.0,332.0,528.0,860.0,1371.0,62.73
504165,Vlčany - Vágfarkasd,4,HU,30.9%,62.1%,0.1%,0.0%,504165.0,393.0,660.0,1053.0,2645.0,39.81
504173,Vozokany (GA) - Pozsonyvezekény,2,HU,23.8%,71.9%,0.1%,0.0%,504173.0,116.0,254.0,370.0,932.0,39.7
504181,Zemianske Sady,2,SK,95.3%,0.6%,0.0%,0.1%,504181.0,134.0,306.0,440.0,658.0,66.87
504190,Žihárec - Zsigárd,4,HU,35.0%,59.4%,0.2%,0.0%,504190.0,206.0,378.0,584.0,1486.0,39.3
504203,Senica,2,SK,93.5%,0.1%,0.1%,0.0%,504203.0,5031.0,4700.0,9731.0,15960.0,60.97
504211,Bílkove Humence,2,SK,99.0%,0.0%,0.0%,0.0%,504211.0,65.0,80.0,145.0,203.0,71.43
504220,Borský Svätý Jur,2,SK,96.1%,0.2%,0.1%,0.0%,504220.0,404.0,443.0,847.0,1409.0,60.11
504238,Borský Mikuláš,2,SK,96.4%,0.2%,0.1%,0.1%,504238.0,913.0,1135.0,2048.0,3367.0,60.83
504254,Brestovec (MY),3,SK,97.7%,0.0%,0.0%,0.1%,504254.0,266.0,293.0,559.0,820.0,68.17
504262,Brezová pod Bradlom,3,SK,93.5%,0.1%,0.1%,0.0%,504262.0,1156.0,1360.0,2516.0,3951.0,63.68
504271,Brodské,2,SK,90.7%,0.1%,0.4%,0.0%,504271.0,698.0,650.0,1348.0,1923.0,70.1
504289,Bukovec (MY),3,SK,97.0%,0.5%,0.0%,0.0%,504289.0,134.0,129.0,263.0,358.0,73.46
504297,Cerová,2,SK,96.9%,0.1%,0.0%,0.0%,504297.0,324.0,358.0,682.0,956.0,71.34
504319,Čáry,2,SK,95.9%,0.3%,0.7%,0.0%,504319.0,194.0,375.0,569.0,1044.0,54.5
504327,Častkov,2,SK,98.4%,0.0%,0.0%,0.0%,504327.0,191.0,138.0,329.0,446.0,73.77
504335,Dojč,2,SK,97.6%,0.0%,0.1%,0.0%,504335.0,327.0,408.0,735.0,1117.0,65.8
504343,Dubovce,2,SK,95.9%,0.2%,0.0%,0.0%,504343.0,159.0,175.0,334.0,503.0,66.4
504351,Gbely,2,SK,90.1%,0.2%,0.1%,0.0%,504351.0,1347.0,1066.0,2413.0,4097.0,58.9
504360,Hlboké,2,SK,93.8%,0.0%,0.2%,0.0%,504360.0,234.0,307.0,541.0,858.0,63.05
504378,Holíč,2,SK,89.6%,0.1%,0.3%,0.0%,504378.0,3238.0,2540.0,5778.0,9325.0,61.96
504386,Hradište pod Vrátnom,2,SK,94.3%,0.7%,0.6%,0.0%,504386.0,169.0,206.0,375.0,563.0,66.61
504394,Chropov,2,SK,95.8%,0.0%,1.6%,0.0%,504394.0,92.0,119.0,211.0,310.0,68.06
504408,Chvojnica (MY),3,SK,95.1%,0.3%,0.0%,0.0%,504408.0,84.0,98.0,182.0,275.0,66.18
504416,Jablonica,2,SK,97.8%,0.1%,0.0%,0.1%,504416.0,499.0,674.0,1173.0,1832.0,64.03
504424,Jablonka,3,SK,96.4%,0.9%,0.0%,0.0%,504424.0,112.0,173.0,285.0,417.0,68.35
504432,Kátov,2,SK,96.2%,0.3%,0.0%,0.0%,504432.0,160.0,179.0,339.0,500.0,67.8
504459,Kopčany,2,SK,92.2%,0.1%,0.1%,0.0%,504459.0,534.0,629.0,1163.0,2029.0,57.32
504467,Košariská,3,SK,97.3%,0.2%,0.0%,0.0%,504467.0,134.0,151.0,285.0,368.0,77.45
504475,Koválov,2,SK,98.0%,0.0%,0.0%,0.0%,504475.0,212.0,153.0,365.0,568.0,64.26
504483,Koválovec,2,SK,93.8%,0.0%,0.0%,0.0%,504483.0,43.0,45.0,88.0,133.0,66.17
504491,Kuklov,2,SK,97.3%,0.3%,0.3%,0.1%,504491.0,103.0,177.0,280.0,618.0,45.31
504513,Kúty,2,SK,95.1%,0.1%,0.1%,0.0%,504513.0,3289.0,1123.0,4412.0,5733.0,76.96
504521,Lakšárska Nová Ves,2,SK,95.4%,0.1%,0.3%,0.0%,504521.0,261.0,305.0,566.0,944.0,59.96
504530,Letničie,2,SK,96.4%,0.2%,0.0%,0.0%,504530.0,134.0,147.0,281.0,400.0,70.25
504548,Lopašov,2,SK,98.8%,0.0%,0.0%,0.0%,504548.0,168.0,37.0,205.0,251.0,81.67
504556,Malé Leváre,1,SK,88.4%,0.3%,0.8%,0.1%,504556.0,425.0,457.0,882.0,1470.0,60.0
504564,Mokrý Háj,2,SK,94.4%,0.3%,0.0%,0.0%,504564.0,197.0,167.0,364.0,553.0,65.82
504572,Moravský Svätý Ján,2,SK,95.5%,0.1%,0.0%,0.0%,504572.0,721.0,527.0,1248.0,1856.0,67.24
504581,Myjava,3,SK,91.9%,0.2%,0.2%,0.0%,504581.0,2886.0,2908.0,5794.0,8970.0,64.59
504599,Oreské (SI),2,SK,97.7%,0.0%,0.0%,0.0%,504599.0,166.0,52.0,218.0,297.0,73.4
504602,Osuské,2,SK,97.5%,0.0%,0.3%,0.0%,504602.0,118.0,176.0,294.0,504.0,58.33
504611,Petrova Ves,2,SK,97.8%,0.5%,0.0%,0.0%,504611.0,322.0,249.0,571.0,855.0,66.78
504629,Plavecké Podhradie,1,SK,96.8%,0.1%,0.0%,0.1%,504629.0,250.0,224.0,474.0,637.0,74.41
504637,Plavecký Mikuláš,1,SK,98.0%,0.3%,0.0%,0.0%,504637.0,191.0,305.0,496.0,644.0,77.02
504645,Plavecký Peter,2,SK,95.4%,0.0%,0.0%,0.0%,504645.0,132.0,201.0,333.0,514.0,64.79
504653,Podbranč,2,SK,95.7%,0.0%,0.0%,0.0%,504653.0,172.0,217.0,389.0,537.0,72.44
504661,Polianka,3,SK,92.7%,0.3%,0.0%,0.0%,504661.0,97.0,129.0,226.0,332.0,68.07
504670,Popudinské Močidľany,2,SK,96.4%,0.1%,0.6%,0.0%,504670.0,271.0,201.0,472.0,769.0,61.38
504688,Poriadie,3,SK,98.2%,0.1%,0.1%,0.0%,504688.0,225.0,208.0,433.0,610.0,70.98
504696,Priepasné,3,SK,96.0%,0.0%,0.6%,0.8%,504696.0,88.0,145.0,233.0,314.0,74.2
504700,Prietrž,2,SK,92.6%,0.1%,0.0%,0.4%,504700.0,197.0,245.0,442.0,631.0,70.05
504718,Prietržka,2,SK,96.1%,0.0%,0.0%,0.0%,504718.0,191.0,108.0,299.0,456.0,65.57
504726,Prievaly,2,SK,96.8%,0.1%,0.0%,0.0%,504726.0,253.0,300.0,553.0,795.0,69.56
504734,Radimov,2,SK,98.7%,0.0%,0.0%,0.0%,504734.0,141.0,144.0,285.0,414.0,68.84
504742,Radošovce (SI),2,SK,94.9%,0.2%,0.0%,0.0%,504742.0,632.0,400.0,1032.0,1422.0,72.57
504769,Rohožník (MA),1,SK,90.6%,0.2%,0.1%,0.1%,504769.0,792.0,905.0,1697.0,2870.0,59.13
504777,Rovensko,2,SK,97.9%,0.0%,0.0%,0.0%,504777.0,176.0,113.0,289.0,368.0,78.53
504793,Rudník (MY),3,SK,98.3%,0.0%,0.0%,0.0%,504793.0,190.0,282.0,472.0,697.0,67.72
504815,Skalica,2,SK,89.0%,0.1%,0.1%,0.0%,504815.0,4966.0,3157.0,8123.0,12941.0,62.77
504823,Smolinské,2,SK,98.6%,0.2%,0.0%,0.0%,504823.0,256.0,250.0,506.0,777.0,65.12
504831,Smrdáky,2,SK,98.8%,0.2%,0.0%,0.0%,504831.0,182.0,211.0,393.0,530.0,74.15
504840,Sobotište,2,SK,97.6%,0.1%,0.1%,0.0%,504840.0,487.0,411.0,898.0,1261.0,71.21
504858,Sološnica,1,SK,96.0%,0.5%,0.1%,0.1%,504858.0,459.0,493.0,952.0,1388.0,68.59
504866,Stará Myjava,3,SK,96.7%,0.0%,0.0%,0.0%,504866.0,262.0,219.0,481.0,642.0,74.92
504874,Studienka,1,SK,96.4%,0.2%,0.2%,0.0%,504874.0,457.0,528.0,985.0,1486.0,66.29
504882,Šajdíkove Humence,2,SK,94.8%,0.1%,0.3%,0.0%,504882.0,299.0,291.0,590.0,944.0,62.5
504891,Šaštín-Stráže,2,SK,94.0%,0.1%,1.9%,0.0%,504891.0,926.0,1367.0,2293.0,4143.0,55.35
504904,Štefanov,2,SK,93.4%,0.1%,5.3%,0.0%,504904.0,279.0,496.0,775.0,1299.0,59.66
504912,Trnovec,2,SK,96.1%,0.0%,0.0%,0.0%,504912.0,104.0,66.0,170.0,241.0,70.54
504939,Unín,2,SK,94.5%,0.0%,0.3%,0.0%,504939.0,343.0,327.0,670.0,996.0,67.27
504947,Veľké Leváre,1,SK,92.0%,0.3%,0.4%,0.1%,504947.0,826.0,983.0,1809.0,3053.0,59.25
504963,Vrádište,2,SK,95.4%,0.2%,0.0%,0.0%,504963.0,226.0,215.0,441.0,649.0,67.95
504971,Vrbovce,3,SK,92.8%,0.1%,0.1%,0.0%,504971.0,398.0,455.0,853.0,1247.0,68.4
504980,Závod,1,SK,96.5%,0.3%,0.3%,0.0%,504980.0,733.0,706.0,1439.0,2364.0,60.87
504998,Topoľčany,4,SK,91.3%,0.2%,0.1%,0.0%,504998.0,4940.0,8017.0,12957.0,20274.0,63.91
505021,Lipovník (TO),4,SK,98.1%,0.3%,0.3%,0.0%,505021.0,70.0,132.0,202.0,272.0,74.26
505048,Ludanice,4,SK,94.1%,0.3%,0.1%,0.0%,505048.0,252.0,633.0,885.0,1428.0,61.97
505056,Ľutov,3,SK,98.9%,0.0%,0.0%,0.0%,505056.0,48.0,71.0,119.0,148.0,80.41
505064,Lužany,4,SK,99.1%,0.4%,0.0%,0.0%,505064.0,45.0,89.0,134.0,189.0,70.9
505072,Malá Hradná,3,SK,99.0%,0.0%,0.0%,0.0%,505072.0,95.0,149.0,244.0,313.0,77.96
505102,Malé Hoste,3,SK,97.6%,0.0%,0.0%,0.0%,505102.0,41.0,177.0,218.0,333.0,65.47
