IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate,obec_code,Korčok,Pellegrini,voted,voters,turnout
518999,Žibritov,6,SK,91.8%,1.4%,0.0%,0.0%,518999.0,29.0,25.0,54.0,83.0,65.06
519006,Bardejov,7,SK,87.7%,0.1%,1.5%,2.3%,519006.0,7003.0,7498.0,14501.0,24328.0,59.61
519014,Abrahámovce (BJ),7,SK,98.5%,0.3%,0.0%,0.0%,519014.0,54.0,114.0,168.0,266.0,63.16
519022,Andrejová,7,SK,85.1%,0.3%,3.1%,6.9%,519022.0,42.0,100.0,142.0,282.0,50.35
519049,Bartošovce,7,SK,98.2%,0.0%,0.0%,0.1%,519049.0,175.0,224.0,399.0,565.0,70.62
519057,Becherov - Бехерів,7,SK,56.4%,0.0%,4.6%,32.9%,519057.0,51.0,102.0,153.0,237.0,64.56
519065,Beloveža,7,SK,87.1%,0.1%,0.0%,10.8%,519065.0,125.0,294.0,419.0,611.0,68.58
519073,Bogliarka,7,SK,79.6%,1.0%,0.0%,15.5%,519073.0,12.0,58.0,70.0,91.0,76.92
519081,Brezov,7,SK,95.7%,0.0%,0.0%,0.0%,519081.0,85.0,110.0,195.0,299.0,65.22
519090,Brezovka,7,SK,93.3%,0.0%,0.0%,0.0%,519090.0,31.0,38.0,69.0,100.0,69.0
519103,Buclovany,7,SK,98.1%,0.0%,0.0%,0.0%,519103.0,31.0,97.0,128.0,165.0,77.58
519111,Cigeľka,7,SK,94.9%,0.0%,2.0%,1.4%,519111.0,9.0,36.0,45.0,365.0,12.33
519138,Dubinné,7,SK,98.5%,0.0%,0.0%,0.3%,519138.0,75.0,115.0,190.0,269.0,70.63
519154,Frička,7,SK,73.3%,0.0%,14.2%,9.4%,519154.0,21.0,61.0,82.0,221.0,37.1
519162,Fričkovce,7,SK,94.4%,0.0%,0.0%,0.3%,519162.0,148.0,233.0,381.0,580.0,65.69
519171,Gaboltov,7,SK,95.3%,0.0%,0.4%,1.2%,519171.0,130.0,159.0,289.0,398.0,72.61
519189,Gerlachov (BJ),7,SK,86.0%,0.1%,3.7%,8.4%,519189.0,108.0,331.0,439.0,785.0,55.92
519197,Giraltovce,7,SK,86.8%,0.1%,2.0%,0.3%,519197.0,511.0,1036.0,1547.0,3136.0,49.33
519201,Hankovce (BJ),7,SK,99.1%,0.0%,0.0%,0.0%,519201.0,76.0,168.0,244.0,346.0,70.52
519219,Harhaj,7,SK,97.3%,0.8%,0.0%,0.4%,519219.0,60.0,67.0,127.0,202.0,62.87
519227,Hažlín,7,SK,96.1%,0.0%,0.0%,0.7%,519227.0,116.0,444.0,560.0,894.0,62.64
519235,Hertník,7,SK,99.1%,0.0%,0.2%,0.1%,519235.0,203.0,320.0,523.0,806.0,64.89
519243,Hervartov,7,SK,99.2%,0.0%,0.0%,0.6%,519243.0,84.0,202.0,286.0,405.0,70.62
519251,Hrabovec,7,SK,96.1%,0.0%,0.0%,1.4%,519251.0,116.0,168.0,284.0,387.0,73.39
519260,Hrabské,7,SK,88.2%,0.0%,5.1%,2.5%,519260.0,35.0,130.0,165.0,431.0,38.28
519278,Hutka,7,SK,77.1%,0.0%,3.1%,16.7%,519278.0,16.0,42.0,58.0,86.0,67.44
519286,Chmeľová - Хмелёва,7,SK,64.2%,0.0%,0.0%,30.4%,519286.0,85.0,142.0,227.0,300.0,75.67
519294,Janovce,7,SK,97.6%,0.0%,0.0%,0.0%,519294.0,122.0,111.0,233.0,353.0,66.01
519308,Jedlinka - Ялинкы,7,SK,73.8%,0.0%,0.0%,22.5%,519308.0,13.0,45.0,58.0,76.0,76.32
519316,Kalnište,7,SK,99.8%,0.0%,0.0%,0.0%,519316.0,78.0,175.0,253.0,406.0,62.32
519324,Kľušov,7,SK,95.2%,0.0%,0.0%,0.5%,519324.0,314.0,268.0,582.0,860.0,67.67
519332,Kobylnice,7,SK,94.4%,0.0%,0.0%,2.2%,519332.0,11.0,47.0,58.0,76.0,76.32
519341,Kobyly,7,SK,99.1%,0.0%,0.0%,0.1%,519341.0,218.0,228.0,446.0,696.0,64.08
519359,Kochanovce (BJ),7,SK,100.0%,0.0%,0.0%,0.0%,519359.0,62.0,77.0,139.0,193.0,72.02
519367,Komárov,7,SK,97.8%,0.0%,0.2%,0.0%,519367.0,123.0,128.0,251.0,362.0,69.34
519375,Koprivnica,7,SK,98.5%,0.2%,0.0%,0.2%,519375.0,145.0,174.0,319.0,532.0,59.96
519383,Kožany,7,SK,76.9%,0.0%,1.9%,1.0%,519383.0,2.0,41.0,43.0,88.0,48.86
519391,Kračúnovce,7,SK,98.9%,0.1%,0.0%,0.2%,519391.0,292.0,352.0,644.0,969.0,66.46
519405,Krivé,7,SK,97.2%,0.0%,0.0%,1.9%,519405.0,23.0,101.0,124.0,169.0,73.37
519413,Kríže,7,SK,95.3%,0.0%,0.0%,3.1%,519413.0,10.0,40.0,50.0,72.0,69.44
519421,Kružlov,7,SK,91.2%,0.0%,0.5%,5.7%,519421.0,128.0,353.0,481.0,782.0,61.51
519430,Kučín (BJ),7,SK,96.9%,0.0%,0.0%,0.0%,519430.0,58.0,112.0,170.0,267.0,63.67
519448,Kuková,7,SK,95.3%,0.0%,0.1%,0.4%,519448.0,147.0,210.0,357.0,584.0,61.13
519456,Kurima,7,SK,96.2%,0.1%,0.8%,0.3%,519456.0,200.0,259.0,459.0,853.0,53.81
519464,Kurov,7,SK,90.4%,0.0%,0.4%,6.8%,519464.0,64.0,222.0,286.0,467.0,61.24
519472,Lascov,7,SK,97.1%,0.0%,0.2%,0.0%,519472.0,48.0,186.0,234.0,433.0,54.04
519481,Lenartov,7,SK,91.7%,0.0%,4.8%,0.3%,519481.0,244.0,97.0,341.0,757.0,45.05
519499,Lipová (BJ),7,SK,95.7%,0.0%,0.0%,1.4%,519499.0,8.0,32.0,40.0,72.0,55.56
519502,Livov,7,SK,93.5%,0.0%,0.0%,3.2%,519502.0,11.0,31.0,42.0,67.0,62.69
519511,Livovská Huta,7,SK,84.4%,0.0%,0.0%,13.3%,519511.0,9.0,26.0,35.0,48.0,72.92
519529,Lopúchov,7,SK,98.7%,0.0%,0.0%,0.0%,519529.0,65.0,99.0,164.0,247.0,66.4
519537,Lúčka (SK),7,SK,97.7%,0.2%,1.0%,0.0%,519537.0,122.0,130.0,252.0,416.0,60.58
519545,Lukavica (BJ),7,SK,99.5%,0.0%,0.0%,0.0%,519545.0,62.0,164.0,226.0,303.0,74.59
519553,Lukov,7,SK,92.3%,0.0%,3.1%,2.6%,519553.0,38.0,211.0,249.0,454.0,54.85
519561,Lužany pri Topli,7,SK,99.2%,0.0%,0.0%,0.0%,519561.0,66.0,71.0,137.0,199.0,68.84
519570,Malcov,7,SK,96.4%,0.0%,1.1%,0.4%,519570.0,204.0,468.0,672.0,1101.0,61.04
519588,Marhaň,7,SK,94.3%,0.1%,0.7%,0.2%,519588.0,112.0,261.0,373.0,694.0,53.75
519596,Mičakovce,7,SK,99.2%,0.0%,0.0%,0.0%,519596.0,8.0,56.0,64.0,98.0,65.31
519600,Mikulášová - Никлёва,7,SK,73.0%,0.0%,0.0%,23.8%,519600.0,8.0,67.0,75.0,127.0,59.06
519618,Mokroluh,7,SK,97.8%,0.0%,0.0%,0.3%,519618.0,223.0,174.0,397.0,598.0,66.39
519626,Nemcovce (BJ),7,SK,99.6%,0.0%,0.0%,0.0%,519626.0,62.0,87.0,149.0,205.0,72.68
519634,Nižná Polianka,7,SK,78.3%,0.0%,0.0%,19.0%,519634.0,50.0,89.0,139.0,197.0,70.56
519642,Nižná Voľa,7,SK,96.4%,0.0%,0.0%,0.7%,519642.0,32.0,107.0,139.0,219.0,63.47
519669,Nižný Tvarožec,7,SK,86.8%,0.0%,0.7%,7.1%,519669.0,43.0,122.0,165.0,370.0,44.59
519677,Oľšavce,7,SK,97.6%,0.0%,0.0%,0.0%,519677.0,19.0,71.0,90.0,136.0,66.18
519685,Ondavka - Ондавка,7,XU,33.3%,0.0%,0.0%,66.7%,519685.0,6.0,12.0,18.0,19.0,94.74
519693,Ortuťová,7,SK,83.9%,0.5%,2.6%,11.5%,519693.0,23.0,76.0,99.0,155.0,63.87
519707,Osikov,7,SK,99.7%,0.0%,0.0%,0.1%,519707.0,262.0,280.0,542.0,788.0,68.78
519715,Petrová,7,SK,90.3%,0.0%,2.8%,4.5%,519715.0,15.0,88.0,103.0,577.0,17.85
519723,Poliakovce,7,SK,96.3%,0.0%,0.0%,0.3%,519723.0,82.0,87.0,169.0,302.0,55.96
519731,Porúbka (BJ),7,SK,96.4%,0.4%,0.0%,0.0%,519731.0,53.0,61.0,114.0,170.0,67.06
519740,Regetovka,7,SK,93.5%,0.0%,0.0%,0.0%,519740.0,25.0,21.0,46.0,63.0,73.02
519758,Rešov,7,SK,93.4%,0.0%,0.0%,3.3%,519758.0,51.0,104.0,155.0,259.0,59.85
519766,Richvald,7,SK,97.8%,0.0%,0.2%,0.1%,519766.0,138.0,367.0,505.0,799.0,63.2
519774,Rokytov,7,SK,93.3%,0.0%,4.5%,0.4%,519774.0,124.0,150.0,274.0,451.0,60.75
519782,Smilno,7,SK,97.3%,0.0%,0.0%,1.3%,519782.0,148.0,249.0,397.0,568.0,69.89
519791,Snakov,7,SK,80.0%,0.0%,12.6%,5.0%,519791.0,54.0,203.0,257.0,478.0,53.77
519804,Stebnícka Huta,7,SK,95.6%,0.0%,0.0%,0.5%,519804.0,27.0,90.0,117.0,184.0,63.59
519812,Stebník,7,SK,88.5%,0.0%,0.0%,9.2%,519812.0,56.0,132.0,188.0,250.0,75.2
519821,Stuľany,7,SK,99.5%,0.0%,0.0%,0.0%,519821.0,95.0,137.0,232.0,434.0,53.46
519839,Sveržov,7,SK,99.0%,0.0%,0.6%,0.0%,519839.0,145.0,146.0,291.0,471.0,61.78
519847,Šarišské Čierne,7,SK,77.0%,0.0%,2.7%,18.3%,519847.0,32.0,121.0,153.0,250.0,61.2
519855,Šašová,7,SK,87.8%,0.0%,10.4%,1.2%,519855.0,36.0,40.0,76.0,126.0,60.32
519863,Šiba,7,SK,98.6%,0.0%,0.0%,0.5%,519863.0,113.0,197.0,310.0,466.0,66.52
519871,Tarnov,7,SK,96.0%,0.0%,0.0%,1.0%,519871.0,102.0,111.0,213.0,302.0,70.53
519880,Tročany,7,SK,97.9%,0.0%,0.0%,0.0%,519880.0,108.0,66.0,174.0,234.0,74.36
519901,Varadka,7,XR,34.3%,0.0%,52.4%,8.5%,519901.0,13.0,34.0,47.0,171.0,27.49
519910,Vyšná Polianka - Вышня Полянка,7,XU,48.6%,0.0%,0.9%,50.5%,519910.0,21.0,49.0,70.0,104.0,67.31
519928,Vyšná Voľa,7,SK,99.7%,0.0%,0.0%,0.0%,519928.0,66.0,142.0,208.0,321.0,64.8
519936,Raslavice,7,SK,97.6%,0.0%,1.4%,0.1%,519936.0,670.0,572.0,1242.0,2083.0,59.63
519944,Vyšný Kručov,7,SK,99.3%,0.0%,0.0%,0.0%,519944.0,9.0,81.0,90.0,116.0,77.59
519952,Vyšný Tvarožec - Вышнїй Тварожець,7,SK,70.2%,0.0%,0.0%,27.3%,519952.0,16.0,56.0,72.0,97.0,74.23
519961,Zborov,7,SK,90.5%,0.1%,5.9%,0.3%,519961.0,377.0,475.0,852.0,2443.0,34.88
519979,Zlaté,7,SK,98.7%,0.1%,0.0%,0.1%,519979.0,165.0,259.0,424.0,617.0,68.72
519987,Železník,7,SK,98.9%,0.0%,0.0%,0.2%,519987.0,68.0,159.0,227.0,370.0,61.35
519995,Želmanovce,7,SK,98.5%,0.3%,0.0%,0.0%,519995.0,56.0,115.0,171.0,259.0,66.02
520004,Humenné,7,SK,84.5%,0.1%,0.5%,4.3%,520004.0,5070.0,8203.0,13273.0,24554.0,54.06
520012,Adidovce,7,SK,95.2%,0.0%,0.0%,0.0%,520012.0,25.0,85.0,110.0,174.0,63.22
520021,Baškovce (HE),7,SK,99.0%,0.0%,0.0%,0.2%,520021.0,56.0,153.0,209.0,315.0,66.35
520039,Belá nad Cirochou,7,SK,97.3%,0.0%,0.1%,0.4%,520039.0,481.0,1006.0,1487.0,2672.0,55.65
520055,Brekov,7,SK,97.7%,0.2%,0.4%,0.2%,520055.0,193.0,337.0,530.0,1012.0,52.37
520063,Brestov (HE),7,SK,96.5%,0.0%,0.8%,1.2%,520063.0,121.0,184.0,305.0,469.0,65.03
520071,Brestov nad Laborcom,7,SK,55.7%,0.0%,27.4%,8.5%,520071.0,9.0,29.0,38.0,105.0,36.19
520080,Brezovec - Березовець,7,SK,53.8%,7.7%,0.0%,33.3%,520080.0,1.0,19.0,20.0,34.0,58.82
520098,Čabalovce - Чабалівцї,7,SK,68.3%,0.0%,0.0%,25.5%,520098.0,24.0,134.0,158.0,271.0,58.3
520101,Čabiny - Грабова Розтока,7,SK,47.8%,0.0%,0.0%,43.4%,520101.0,22.0,148.0,170.0,266.0,63.91
520110,Černina,7,SK,99.4%,0.0%,0.0%,0.0%,520110.0,17.0,79.0,96.0,116.0,82.76
520128,Čertižné - Чертижне,7,XU,43.3%,0.6%,0.0%,51.4%,520128.0,36.0,155.0,191.0,274.0,69.71
520136,Čukalovce - nan,7,SK,60.5%,0.0%,0.0%,32.7%,520136.0,14.0,84.0,98.0,149.0,65.77
520152,Dedačov,7,SK,99.4%,0.0%,0.0%,0.0%,520152.0,8.0,70.0,78.0,134.0,58.21
520161,Dlhé nad Cirochou,7,SK,97.6%,0.0%,0.2%,0.1%,520161.0,271.0,590.0,861.0,1510.0,57.02
520179,Dúbrava (SV),7,SK,84.4%,0.5%,0.0%,11.8%,520179.0,17.0,96.0,113.0,179.0,63.13
520187,Habura - nan,7,SK,50.3%,0.0%,0.0%,42.8%,520187.0,64.0,206.0,270.0,414.0,65.22
520195,Hankovce (HE),7,SK,99.0%,0.0%,0.0%,0.4%,520195.0,138.0,140.0,278.0,407.0,68.3
520209,Hostovice,7,SK,71.0%,0.4%,0.0%,18.7%,520209.0,24.0,118.0,142.0,217.0,65.44
520217,Hrabová Roztoka - nan,7,SK,70.2%,0.0%,0.0%,24.6%,520217.0,5.0,36.0,41.0,51.0,80.39
520225,Hrabovec nad Laborcom,7,SK,97.8%,0.0%,0.0%,1.2%,520225.0,115.0,158.0,273.0,423.0,64.54
520233,Hrubov,7,SK,98.5%,0.2%,0.6%,0.2%,520233.0,74.0,140.0,214.0,390.0,54.87
520241,Hudcovce,7,SK,97.5%,0.0%,0.0%,0.3%,520241.0,73.0,154.0,227.0,322.0,70.5
520250,Rokytov pri Humennom,7,SK,79.6%,0.0%,0.7%,14.3%,520250.0,33.0,141.0,174.0,264.0,65.91
520268,Chlmec,7,SK,96.6%,0.2%,0.0%,1.7%,520268.0,77.0,245.0,322.0,482.0,66.8
520276,Jabloň,7,SK,98.5%,0.0%,0.0%,1.0%,520276.0,59.0,102.0,161.0,314.0,51.27
520284,Jalová - Ялова,7,SK,70.3%,1.6%,0.0%,20.3%,520284.0,2.0,30.0,32.0,52.0,61.54
520292,Jankovce,7,SK,97.0%,0.0%,0.0%,1.9%,520292.0,32.0,113.0,145.0,216.0,67.13
520314,Kalinov - Калинів,7,SK,65.5%,0.0%,0.0%,29.5%,520314.0,32.0,82.0,114.0,229.0,49.78
520322,Kalná Roztoka - Кална Розтока,7,SK,66.2%,0.0%,0.4%,30.4%,520322.0,34.0,204.0,238.0,420.0,56.67
520331,Kamenica nad Cirochou,7,SK,94.2%,0.2%,1.1%,0.6%,520331.0,283.0,765.0,1048.0,1879.0,55.77
520349,Kamienka (HE),7,SK,97.3%,0.0%,0.6%,0.4%,520349.0,64.0,194.0,258.0,439.0,58.77
520357,Karná,7,SK,93.4%,0.0%,4.1%,0.0%,520357.0,25.0,137.0,162.0,368.0,44.02
520365,Klenová - Кленова,7,SK,65.6%,0.0%,2.2%,28.9%,520365.0,27.0,191.0,218.0,398.0,54.77
520373,Kochanovce (HE),7,SK,97.0%,0.0%,0.0%,1.5%,520373.0,120.0,253.0,373.0,592.0,63.01
520381,Kolbasov,7,SK,77.9%,0.0%,0.0%,17.6%,520381.0,12.0,35.0,47.0,67.0,70.15
520390,Kolonica - Колоніця,7,SK,78.3%,0.4%,0.0%,20.4%,520390.0,45.0,194.0,239.0,432.0,55.32
520403,Koškovce,7,SK,96.7%,0.0%,0.0%,0.9%,520403.0,120.0,133.0,253.0,440.0,57.5
520411,Krásny Brod - Красный Брід,7,SK,51.0%,0.0%,0.9%,43.3%,520411.0,44.0,144.0,188.0,325.0,57.85
520438,Ladomirov - Ладомирів,7,SK,71.2%,0.7%,1.1%,23.2%,520438.0,25.0,87.0,112.0,223.0,50.22
520446,Lieskovec (HE),7,SK,99.5%,0.2%,0.0%,0.0%,520446.0,77.0,159.0,236.0,348.0,67.82
520454,Ľubiša,7,SK,97.8%,0.0%,0.5%,0.5%,520454.0,158.0,229.0,387.0,636.0,60.85
520462,Lukačovce,7,SK,94.2%,0.0%,0.0%,0.4%,520462.0,58.0,148.0,206.0,356.0,57.87
520471,Medzilaborce - Меджілабірцї,7,SK,58.7%,0.2%,2.0%,28.0%,520471.0,583.0,1734.0,2317.0,4596.0,50.41
520489,Michajlov,7,SK,80.5%,0.0%,0.0%,13.4%,520489.0,10.0,35.0,45.0,70.0,64.29
520497,Modra nad Cirochou,7,SK,98.8%,0.4%,0.1%,0.1%,520497.0,139.0,353.0,492.0,756.0,65.08
520501,Myslina,7,SK,96.7%,0.0%,0.5%,0.0%,520501.0,105.0,152.0,257.0,463.0,55.51
520519,Ňagov - Няґів,7,SK,56.9%,0.0%,0.0%,40.8%,520519.0,43.0,120.0,163.0,291.0,56.01
520527,Nechválova Polianka - Нехвалёва Полянка,7,SK,75.7%,0.0%,0.0%,20.3%,520527.0,16.0,51.0,67.0,104.0,64.42
520535,Nižná Jablonka,7,SK,73.5%,0.0%,0.7%,12.9%,520535.0,10.0,44.0,54.0,119.0,45.38
520543,Nižné Ladičkovce,7,SK,97.9%,0.0%,0.0%,0.6%,520543.0,58.0,109.0,167.0,265.0,63.02
520551,Nová Sedlica,7,SK,79.7%,0.0%,0.0%,16.3%,520551.0,9.0,129.0,138.0,223.0,61.88
520560,Ohradzany,7,SK,98.7%,0.0%,0.0%,0.6%,520560.0,94.0,222.0,316.0,471.0,67.09
520578,Oľka - Олька,7,SK,56.9%,0.0%,0.4%,39.6%,520578.0,41.0,96.0,137.0,215.0,63.72
520586,Oľšinkov - Вільшинків,7,XU,20.0%,0.0%,0.0%,65.0%,520586.0,2.0,24.0,26.0,29.0,89.66
520594,Osadné - Осадне,7,SK,54.0%,0.0%,23.3%,20.7%,520594.0,12.0,80.0,92.0,141.0,65.25
520616,Palota - Палота,7,SK,69.9%,0.0%,1.0%,25.9%,520616.0,17.0,40.0,57.0,135.0,42.22
520624,Papín,7,SK,96.4%,0.0%,0.0%,1.2%,520624.0,96.0,352.0,448.0,740.0,60.54
520632,Parihuzovce,7,SK,75.0%,0.0%,0.0%,10.0%,520632.0,4.0,17.0,21.0,32.0,65.62
520641,Pčoliné - Пчолине,7,SK,66.1%,0.0%,0.0%,28.1%,520641.0,53.0,254.0,307.0,445.0,68.99
520659,Pichne,7,SK,73.7%,0.0%,0.0%,17.5%,520659.0,55.0,236.0,291.0,430.0,67.67
520667,Porúbka (HE),7,SK,96.5%,0.4%,0.0%,0.8%,520667.0,37.0,100.0,137.0,220.0,62.27
520675,Príslop - Присліп,7,SK,66.0%,0.0%,0.0%,23.4%,520675.0,2.0,21.0,23.0,41.0,56.1
520683,Ptičie,7,SK,94.7%,0.0%,0.0%,0.8%,520683.0,126.0,216.0,342.0,516.0,66.28
520691,Radvaň nad Laborcom,7,SK,75.5%,0.0%,5.1%,17.3%,520691.0,58.0,182.0,240.0,422.0,56.87
520705,Repejov - Репеїв,7,SK,57.1%,2.5%,0.0%,31.9%,520705.0,14.0,51.0,65.0,99.0,65.66
520713,Roškovce - Рошківцї,7,SK,53.2%,0.0%,0.0%,43.3%,520713.0,6.0,81.0,87.0,116.0,75.0
520721,Rovné (HE),7,SK,96.8%,0.0%,0.2%,0.9%,520721.0,80.0,121.0,201.0,364.0,55.22
520730,Runina - Рунина,7,XU,29.9%,0.0%,0.0%,62.3%,520730.0,13.0,39.0,52.0,72.0,72.22
520748,Ruská Volová,7,SK,77.6%,0.0%,0.0%,17.6%,520748.0,11.0,43.0,54.0,79.0,68.35
520764,Ruský Potok - Руськый Потік,7,SK,63.6%,0.0%,0.0%,34.1%,520764.0,7.0,55.0,62.0,106.0,58.49
520772,Slovenská Volová,7,SK,92.7%,0.0%,1.8%,0.4%,520772.0,67.0,140.0,207.0,408.0,50.74
520781,Slovenské Krivé,7,SK,97.5%,0.0%,0.0%,1.7%,520781.0,28.0,44.0,72.0,122.0,59.02
520802,Snina,7,SK,84.1%,0.1%,0.6%,5.7%,520802.0,2284.0,5484.0,7768.0,14694.0,52.87
520811,Stakčínska Roztoka - Стащіньска Ростока,7,SK,73.8%,0.0%,0.0%,22.2%,520811.0,16.0,146.0,162.0,240.0,67.5
520829,Stakčín,7,SK,76.5%,0.0%,0.9%,15.3%,520829.0,169.0,851.0,1020.0,1851.0,55.11
520845,Strihovce - Стриговець,7,SK,68.3%,0.0%,0.0%,26.8%,520845.0,14.0,64.0,78.0,111.0,70.27
520853,Sukov - Суків,7,SK,61.4%,0.0%,0.7%,30.7%,520853.0,15.0,45.0,60.0,102.0,58.82
520861,Svetlice - Светліцї,7,SK,61.8%,0.0%,0.0%,34.8%,520861.0,17.0,45.0,62.0,90.0,68.89
520870,Šmigovec,7,SK,76.5%,0.0%,0.0%,16.0%,520870.0,7.0,29.0,36.0,75.0,48.0
520888,Topoľa - Тополя,7,SK,57.9%,0.0%,0.0%,34.6%,520888.0,13.0,64.0,77.0,145.0,53.1
520896,Topoľovka,7,SK,96.2%,0.0%,0.0%,0.8%,520896.0,123.0,287.0,410.0,659.0,62.22
520900,Turcovce,7,SK,98.7%,0.0%,0.0%,0.3%,520900.0,22.0,136.0,158.0,235.0,67.23
520918,Ubľa,7,SK,69.7%,0.1%,0.6%,18.6%,520918.0,47.0,308.0,355.0,618.0,57.44
520926,Udavské,7,SK,95.1%,0.0%,0.0%,1.9%,520926.0,147.0,436.0,583.0,983.0,59.31
520934,Ulič,7,SK,73.2%,0.0%,1.5%,19.5%,520934.0,56.0,238.0,294.0,652.0,45.09
520942,Uličské Krivé - Уліцьке Криве,7,SK,74.3%,0.0%,0.0%,21.2%,520942.0,15.0,94.0,109.0,185.0,58.92
520951,Valentovce,7,SK,85.7%,0.0%,0.0%,11.9%,520951.0,1.0,31.0,32.0,44.0,72.73
520977,Veľopolie,7,SK,98.3%,0.0%,0.0%,0.8%,520977.0,61.0,128.0,189.0,294.0,64.29
520985,Víťazovce,7,SK,97.7%,0.0%,0.3%,0.3%,520985.0,59.0,98.0,157.0,269.0,58.36
520993,Volica - Воліця,7,SK,62.9%,0.0%,0.0%,33.7%,520993.0,35.0,90.0,125.0,228.0,54.82
521001,Výrava - Вырава,7,SK,72.0%,0.0%,4.2%,20.1%,521001.0,22.0,63.0,85.0,168.0,50.6
521019,Vyšná Jablonka - Вышня Яблінка,7,SK,45.1%,0.0%,0.0%,39.2%,521019.0,7.0,48.0,55.0,70.0,78.57
521027,Vyšné Ladičkovce,7,SK,97.3%,0.0%,0.0%,0.5%,521027.0,26.0,71.0,97.0,156.0,62.18
521035,Vyšný Hrušov,7,SK,93.4%,0.0%,2.5%,0.2%,521035.0,40.0,127.0,167.0,384.0,43.49
521043,Závadka (HE),7,SK,98.7%,0.0%,0.2%,0.0%,521043.0,58.0,228.0,286.0,454.0,63.0
521051,Zboj - Збой,7,SK,73.7%,0.0%,0.0%,20.4%,521051.0,22.0,135.0,157.0,253.0,62.06
521060,Zbojné - Збійне,7,SK,63.0%,0.0%,0.0%,29.6%,521060.0,7.0,89.0,96.0,149.0,64.43
521078,Zbudská Belá - Збудьска Біла,7,SK,49.1%,0.0%,0.0%,47.4%,521078.0,11.0,63.0,74.0,105.0,70.48
521086,Zbudské Dlhé,7,XR,25.5%,0.0%,69.8%,0.5%,521086.0,59.0,175.0,234.0,508.0,46.06
521108,Zemplínske Hámre,7,SK,95.5%,0.1%,0.0%,1.6%,521108.0,125.0,495.0,620.0,1012.0,61.26
521116,Zubné,7,SK,83.1%,0.0%,0.0%,16.1%,521116.0,35.0,142.0,177.0,281.0,62.99
521141,Bačkovík,8,SK,90.3%,0.0%,7.8%,0.2%,521141.0,68.0,109.0,177.0,413.0,42.86
521159,Baška,8,SK,98.2%,0.0%,0.0%,0.4%,521159.0,298.0,140.0,438.0,582.0,75.26
521167,Belža,8,SK,95.9%,0.5%,0.5%,0.0%,521167.0,134.0,126.0,260.0,366.0,71.04
521175,Beniakovce,8,SK,96.1%,0.4%,0.6%,0.0%,521175.0,219.0,178.0,397.0,644.0,61.65
521183,Bidovce,8,SK,95.6%,1.3%,0.8%,0.2%,521183.0,284.0,357.0,641.0,1211.0,52.93
521191,Blažice,8,SK,96.0%,0.3%,1.4%,0.0%,521191.0,102.0,137.0,239.0,472.0,50.64
521205,Bohdanovce,8,SK,97.0%,0.6%,0.6%,0.3%,521205.0,303.0,284.0,587.0,920.0,63.8
521213,Boliarov,8,SK,85.4%,0.0%,4.4%,0.0%,521213.0,49.0,96.0,145.0,592.0,24.49
521221,Budimír,8,SK,94.6%,0.9%,0.2%,0.2%,521221.0,434.0,360.0,794.0,1035.0,76.71
521248,Bukovec (KS),8,SK,95.4%,0.6%,0.0%,0.1%,521248.0,305.0,189.0,494.0,744.0,66.4
521256,Bunetice,8,SK,97.8%,0.0%,0.0%,0.0%,521256.0,19.0,28.0,47.0,71.0,66.2
521264,Buzica - Buzita,8,HU,46.9%,48.5%,1.1%,0.0%,521264.0,146.0,208.0,354.0,968.0,36.57
521272,Cestice - Szeszta,8,SK,60.4%,33.6%,0.0%,0.1%,521272.0,154.0,195.0,349.0,712.0,49.02
521281,Čakanovce (KS),8,SK,76.6%,0.1%,20.2%,0.0%,521281.0,81.0,150.0,231.0,533.0,43.34
521299,Čaňa,8,SK,88.9%,0.4%,5.3%,0.2%,521299.0,1065.0,1275.0,2340.0,4594.0,50.94
521302,Čečejovce,8,SK,78.9%,15.2%,0.1%,0.1%,521302.0,467.0,461.0,928.0,1688.0,54.98
521311,Čižatice,8,SK,96.9%,0.2%,0.0%,0.0%,521311.0,104.0,109.0,213.0,332.0,64.16
521329,Debraď - Debrőd,8,HU,33.3%,56.5%,0.0%,0.0%,521329.0,73.0,101.0,174.0,347.0,50.14
521337,Drienovec,8,SK,52.2%,15.6%,15.6%,0.0%,521337.0,199.0,432.0,631.0,1687.0,37.4
521345,Družstevná pri Hornáde,8,SK,91.4%,0.1%,3.3%,0.1%,521345.0,487.0,613.0,1100.0,2117.0,51.96
521353,Ďurďošík,8,SK,97.3%,0.7%,0.0%,0.7%,521353.0,204.0,207.0,411.0,574.0,71.6
521361,Ďurkov,8,SK,91.7%,0.6%,3.3%,0.0%,521361.0,210.0,397.0,607.0,1405.0,43.2
521370,Geča,8,SK,95.3%,0.2%,1.5%,0.3%,521370.0,500.0,474.0,974.0,1500.0,64.93
521388,Gyňov,8,SK,97.3%,0.3%,0.0%,0.0%,521388.0,154.0,198.0,352.0,544.0,64.71
521396,Hačava,8,SK,84.2%,0.0%,1.5%,13.3%,521396.0,22.0,40.0,62.0,174.0,35.63
521400,Haniska (KS),8,SK,98.2%,0.3%,0.0%,0.0%,521400.0,405.0,381.0,786.0,1206.0,65.17
521418,Herľany,8,SK,97.2%,0.7%,0.0%,1.4%,521418.0,74.0,99.0,173.0,232.0,74.57
