IDN4,obec,populace,centroid-lat,centroid-lon,obec_code,Korčok,Pellegrini,voted,voters,turnout
516279,Opatovská Nová Ves - Apátújfalu,637,48.1191083,19.2677848,516279.0,63.0,184.0,247.0,494.0,50.0
516287,Opava,110,48.2099481,19.1747853,516287.0,9.0,38.0,47.0,82.0,57.32
516295,Pôtor,759,48.2314819,19.4278839,516295.0,85.0,250.0,335.0,613.0,54.65
516309,Pravica,118,48.327163,19.4520073,516309.0,4.0,16.0,20.0,99.0,20.2
516317,Príbelce,558,48.1933394,19.2615659,516317.0,105.0,236.0,341.0,452.0,75.44
516333,Sečianky - Ipolyszécsényke,335,48.1018033,19.0713005,516333.0,37.0,46.0,83.0,275.0,30.18
516341,Seľany - Szelény,162,48.1584859,19.1959605,516341.0,9.0,60.0,69.0,135.0,51.11
516368,Senné (VK),190,48.3177183,19.402146,516368.0,29.0,70.0,99.0,160.0,61.88
516376,Sklabiná,931,48.1515776,19.3494745,516376.0,88.0,269.0,357.0,739.0,48.31
516384,Slovenské Ďarmoty,520,48.0916913,19.2827561,516384.0,59.0,102.0,161.0,358.0,44.97
516392,Slovenské Kľačany,170,48.264476,19.4298057,516392.0,21.0,51.0,72.0,141.0,51.06
516406,Stredné Plachtince,602,48.2327329,19.2843953,516406.0,72.0,190.0,262.0,513.0,51.07
516414,Sucháň,264,48.2991436,19.2236705,516414.0,11.0,87.0,98.0,208.0,47.12
516422,Suché Brezovo,94,48.3045752,19.3593675,516422.0,13.0,38.0,51.0,80.0,63.75
516431,Širákov - Sirak,190,48.1573099,19.1708211,516431.0,19.0,63.0,82.0,162.0,50.62
516449,Šuľa,74,48.3584879,19.4086638,516449.0,4.0,38.0,42.0,63.0,66.67
516457,Trebušovce - Terbegec,169,48.1166869,19.1985883,516457.0,26.0,55.0,81.0,149.0,54.36
516465,Veľká Čalomija - Nagycsalomja,568,48.0798605,19.201097,516465.0,69.0,185.0,254.0,476.0,53.36
516473,Veľká Ves nad Ipľom - Ipolynagyfalu,405,48.0870356,19.0770949,516473.0,48.0,98.0,146.0,352.0,41.48
516490,Veľké Zlievce,498,48.2015947,19.4662469,516490.0,24.0,123.0,147.0,383.0,38.38
516503,Veľký Lom,138,48.336387,19.370758,516503.0,9.0,60.0,69.0,121.0,57.02
516511,Vieska (VK),197,48.2559859,19.4624957,516511.0,23.0,77.0,100.0,154.0,64.94
516520,Vinica - Ipolynyék,1794,48.1224702,19.1224845,516520.0,166.0,426.0,592.0,1439.0,41.14
516538,Vrbovka - Ipolyvarbó,329,48.0980536,19.3868148,516538.0,21.0,119.0,140.0,281.0,49.82
516546,Záhorce,669,48.1120447,19.3236253,516546.0,92.0,254.0,346.0,546.0,63.37
516554,Závada (VK),440,48.2967276,19.4848723,516554.0,55.0,137.0,192.0,321.0,59.81
516562,Zombor,148,48.1375125,19.4500562,516562.0,9.0,27.0,36.0,105.0,34.29
516571,Želovce,1206,48.1290963,19.3673624,516571.0,173.0,358.0,531.0,969.0,54.8
516589,Žiar nad Hronom,17578,48.5735525,18.8671473,516589.0,3329.0,4800.0,8129.0,13940.0,58.31
516597,Svätý Anton,1222,48.4123345,18.9501416,516597.0,253.0,390.0,643.0,985.0,65.28
516601,Baďan,167,48.3299172,18.8531806,516601.0,27.0,72.0,99.0,140.0,70.71
516627,Banská Belá,1171,48.4833354,18.9606372,516627.0,270.0,325.0,595.0,956.0,62.24
516643,Banská Štiavnica,9628,48.4606136,18.8890646,516643.0,2342.0,2666.0,5008.0,8028.0,62.38
516651,Banský Studenec,463,48.4518914,18.9790754,516651.0,92.0,171.0,263.0,396.0,66.41
516660,Bartošova Lehôtka,354,48.6519206,18.9112586,516660.0,81.0,134.0,215.0,289.0,74.39
516678,Beluj,137,48.3473375,18.887934,516678.0,23.0,40.0,63.0,120.0,52.5
516708,Bzenica,614,48.5216352,18.7400279,516708.0,108.0,271.0,379.0,552.0,68.66
516716,Dekýš,193,48.3947353,18.8142606,516716.0,44.0,65.0,109.0,164.0,66.46
516724,Dolná Trnávka,332,48.5605737,18.7823291,516724.0,85.0,130.0,215.0,291.0,73.88
516732,Dolná Ves,220,48.667589,18.9157405,516732.0,47.0,85.0,132.0,194.0,68.04
516741,Dolná Ždaňa,848,48.5486898,18.7444058,516741.0,161.0,281.0,442.0,708.0,62.43
516759,Hodruša-Hámre,2076,48.4562502,18.8016697,516759.0,349.0,752.0,1101.0,1734.0,63.49
516767,Hliník nad Hronom,2725,48.5335909,18.7928729,516767.0,559.0,889.0,1448.0,2178.0,66.48
516791,Horná Ždaňa,544,48.5712799,18.7269577,516791.0,109.0,156.0,265.0,429.0,61.77
516805,Horné Hámre,658,48.4990798,18.6571568,516805.0,191.0,213.0,404.0,587.0,68.82
516813,Hrabičov,568,48.5414277,18.6781188,516813.0,70.0,222.0,292.0,461.0,63.34
516821,Hronská Dúbrava,417,48.5861751,18.9943701,516821.0,84.0,144.0,228.0,351.0,64.96
516830,Hronský Beňadik,1122,48.3433282,18.5578309,516830.0,180.0,451.0,631.0,948.0,66.56
516848,Ihráč,499,48.6611243,18.9761438,516848.0,122.0,141.0,263.0,384.0,68.49
516856,Ilija,350,48.4103329,18.8953399,516856.0,96.0,121.0,217.0,292.0,74.32
516872,Janova Lehota,939,48.6677573,18.7703477,516872.0,172.0,333.0,505.0,760.0,66.45
516881,Jastrabá,562,48.6364245,18.9370271,516881.0,124.0,152.0,276.0,430.0,64.19
516902,Kľak,180,48.5991603,18.6405577,516902.0,29.0,79.0,108.0,161.0,67.08
516937,Kopernica,397,48.6797899,18.8662219,516937.0,59.0,94.0,153.0,339.0,45.13
516945,Kosorín,476,48.6727279,18.8033826,516945.0,74.0,192.0,266.0,365.0,72.88
516953,Kozelník,161,48.5191671,18.9977255,516953.0,28.0,66.0,94.0,142.0,66.2
516961,Krahule,259,48.7351757,18.9522906,516961.0,93.0,64.0,157.0,227.0,69.16
516970,Kremnica,4934,48.7049664,18.9621098,516970.0,1424.0,1062.0,2486.0,3953.0,62.89
516988,Kremnické Bane,255,48.7377434,18.9009011,516988.0,68.0,59.0,127.0,192.0,66.15
516996,Kunešov,201,48.7361335,18.8565594,516996.0,33.0,64.0,97.0,171.0,56.73
517011,Lehôtka pod Brehmi,396,48.5458326,18.821363,517011.0,62.0,144.0,206.0,309.0,66.67
517020,Lovča,669,48.572331,18.8060211,517020.0,164.0,239.0,403.0,561.0,71.84
517038,Lovčica-Trubín,1574,48.6231624,18.7666327,517038.0,358.0,520.0,878.0,1274.0,68.92
517046,Lúčky (ZH),192,48.7018461,18.8877659,517046.0,43.0,47.0,90.0,156.0,57.69
517062,Malá Lehota,814,48.502044,18.5468624,517062.0,120.0,382.0,502.0,766.0,65.54
517071,Močiar,163,48.5395184,18.9499044,517071.0,14.0,64.0,78.0,134.0,58.21
517089,Nevoľné,405,48.6746754,18.9472526,517089.0,149.0,90.0,239.0,312.0,76.6
517097,Nová Baňa,7007,48.4426751,18.6196067,517097.0,1709.0,1923.0,3632.0,5593.0,64.94
517119,Ostrý Grúň,539,48.5708448,18.6611752,517119.0,88.0,201.0,289.0,442.0,65.38
517127,Píla (ZC),125,48.5324245,18.6045606,517127.0,14.0,49.0,63.0,103.0,61.17
517135,Pitelová,631,48.60225,18.92786,517135.0,127.0,217.0,344.0,519.0,66.28
517143,Podhorie (BS),329,48.5087539,18.9247835,517143.0,61.0,134.0,195.0,274.0,71.17
517160,Počúvadlo,86,48.3729586,18.8416549,517160.0,40.0,44.0,84.0,110.0,76.36
517178,Prenčov,637,48.3689703,18.9168011,517178.0,122.0,221.0,343.0,518.0,66.22
517186,Prestavlky,679,48.5900502,18.7564436,517186.0,96.0,299.0,395.0,571.0,69.18
517194,Prochot,567,48.6132305,18.6938609,517194.0,91.0,247.0,338.0,494.0,68.42
517216,Repište,276,48.5140587,18.840017,517216.0,55.0,135.0,190.0,240.0,79.17
517232,Rudno nad Hronom,538,48.4216486,18.7017502,517232.0,112.0,190.0,302.0,412.0,73.3
517241,Sklené Teplice,380,48.5273299,18.8709442,517241.0,114.0,195.0,309.0,400.0,77.25
517259,Slaská,511,48.6874631,18.8278718,517259.0,133.0,177.0,310.0,449.0,69.04
517267,Stará Kremnička,1131,48.6180455,18.8930324,517267.0,162.0,309.0,471.0,860.0,54.77
517283,Štiavnické Bane,813,48.4334272,18.8541178,517283.0,189.0,363.0,552.0,793.0,69.61
517291,Tekovská Breznica,1213,48.3691986,18.6319956,517291.0,219.0,474.0,693.0,991.0,69.93
517305,Tekovské Nemce,1061,48.3781085,18.5427531,517305.0,129.0,433.0,562.0,860.0,65.35
517313,Trnavá Hora,1238,48.5926726,18.962795,517313.0,271.0,396.0,667.0,1015.0,65.71
517330,Veľká Lehota,1069,48.4593283,18.5580874,517330.0,182.0,420.0,602.0,907.0,66.37
517348,Veľké Pole,421,48.545243,18.544763,517348.0,62.0,155.0,217.0,379.0,57.26
517356,Voznica,633,48.4440267,18.7252385,517356.0,117.0,235.0,352.0,528.0,66.67
517364,Vyhne,1149,48.5000297,18.793493,517364.0,292.0,439.0,731.0,1047.0,69.82
517372,Vysoká (BS),129,48.415085,18.7850207,517372.0,32.0,51.0,83.0,116.0,71.55
517381,Žarnovica,5830,48.4907712,18.7127817,517381.0,958.0,1856.0,2814.0,4585.0,61.37
517399,Župkov,876,48.5311335,18.6382452,517399.0,146.0,303.0,449.0,703.0,63.87
517402,Žilina,82656,49.2504798,18.8187295,517402.0,24596.0,20522.0,45118.0,65623.0,68.75
517429,Belá (ZA),3338,49.2395288,18.9794975,517429.0,562.0,1251.0,1813.0,2688.0,67.45
517461,Bytča,11414,49.1920701,18.4946796,517461.0,2535.0,3715.0,6250.0,9356.0,66.8
517470,Čičmany,119,48.9602346,18.5207179,517470.0,49.0,82.0,131.0,169.0,77.51
517488,Divina,2441,49.2960826,18.6883217,517488.0,367.0,898.0,1265.0,1951.0,64.84
517496,Divinka,1022,49.2591106,18.7056934,517496.0,186.0,343.0,529.0,780.0,67.82
517500,Dlhé Pole,1938,49.3220814,18.633111,517500.0,356.0,779.0,1135.0,1612.0,70.41
517518,Dolná Tižina,1456,49.2060627,18.9485117,517518.0,286.0,462.0,748.0,1145.0,65.33
517526,Dolný Hričov,1651,49.1977244,18.6434725,517526.0,360.0,533.0,893.0,1315.0,67.91
517542,Fačkov,653,48.9912088,18.6020423,517542.0,91.0,293.0,384.0,542.0,70.85
517551,Gbeľany,1449,49.2215066,18.8532955,517551.0,463.0,432.0,895.0,1222.0,73.24
517577,Hôrky,882,49.2063215,18.6902422,517577.0,374.0,231.0,605.0,765.0,79.08
517593,Horný Hričov,835,49.2522943,18.6632071,517593.0,212.0,301.0,513.0,699.0,73.39
517623,Hvozdnica,1199,49.2078713,18.4813486,517623.0,217.0,403.0,620.0,962.0,64.45
517631,Jablonové (BY),910,49.1848124,18.5712169,517631.0,144.0,334.0,478.0,725.0,65.93
517640,Jasenové,614,49.1125154,18.6247641,517640.0,85.0,223.0,308.0,490.0,62.86
517658,Kamenná Poruba (ZA),1856,49.0820618,18.6978447,517658.0,375.0,699.0,1074.0,1446.0,74.27
517674,Kolárovice,1824,49.3018192,18.52471,517674.0,236.0,691.0,927.0,1440.0,64.38
517682,Konská (ZA),1650,49.1111885,18.6742632,517682.0,408.0,539.0,947.0,1312.0,72.18
517691,Kotešová,2151,49.2540698,18.6017625,517691.0,425.0,786.0,1211.0,1806.0,67.05
517704,Kotrčiná Lúčka,568,49.2506552,18.8418058,517704.0,195.0,177.0,372.0,484.0,76.86
517712,Krasňany,1614,49.195315,18.9284625,517712.0,349.0,488.0,837.0,1196.0,69.98
517721,Kunerad,1050,49.0794397,18.7556728,517721.0,281.0,403.0,684.0,888.0,77.03
517739,Lietava,1601,49.1727064,18.6694441,517739.0,406.0,555.0,961.0,1317.0,72.97
517755,Lietavská Svinná-Babkov,1702,49.1506019,18.6560407,517755.0,395.0,564.0,959.0,1402.0,68.4
517763,Lutiše,761,49.2958033,18.9578455,517763.0,137.0,315.0,452.0,628.0,71.97
517771,Lysica,871,49.2534599,18.9265273,517771.0,165.0,368.0,533.0,715.0,74.55
517780,Malá Čierna,331,49.1076679,18.5985695,517780.0,54.0,137.0,191.0,273.0,69.96
517798,Maršová-Rašov,1022,49.173515,18.530319,517798.0,197.0,347.0,544.0,781.0,69.65
517801,Mojš,1311,49.2044456,18.8190296,517801.0,475.0,319.0,794.0,1084.0,73.25
517828,Nededza,1070,49.2306757,18.8429529,517828.0,280.0,346.0,626.0,859.0,72.88
517861,Petrovice,1614,49.2957578,18.4841282,517861.0,251.0,673.0,924.0,1342.0,68.85
517879,Podhorie (ZA),949,49.1741416,18.632643,517879.0,219.0,323.0,542.0,764.0,70.94
517895,Predmier,1357,49.1969123,18.5336507,517895.0,412.0,406.0,818.0,1107.0,73.89
517917,Rajec,5897,49.0457065,18.7148174,517917.0,1310.0,1833.0,3143.0,4646.0,67.65
517925,Rajecká Lesná,1234,49.0236757,18.6610529,517925.0,251.0,451.0,702.0,1019.0,68.89
517933,Rajecké Teplice,2841,49.1274117,18.7144449,517933.0,951.0,876.0,1827.0,2437.0,74.97
517941,Rosina,3329,49.1811739,18.7657016,517941.0,986.0,1043.0,2029.0,2695.0,75.29
517950,Stráňavy,1916,49.159404,18.8320975,517950.0,401.0,735.0,1136.0,1539.0,73.81
517968,Stránske,889,49.1065973,18.7433932,517968.0,239.0,276.0,515.0,718.0,71.73
517976,Stráža,673,49.2279705,18.9097213,517976.0,99.0,292.0,391.0,562.0,69.57
517984,Strečno,2613,49.1698672,18.8619534,517984.0,694.0,810.0,1504.0,2097.0,71.72
517992,Súľov-Hradná,977,49.1523288,18.5900225,517992.0,254.0,364.0,618.0,835.0,74.01
518000,Svederník,1614,49.2706951,18.6501218,518000.0,501.0,404.0,905.0,1285.0,70.43
518018,Štiavnik,4014,49.277468,18.4377437,518018.0,568.0,1408.0,1976.0,3148.0,62.77
518034,Teplička nad Váhom,4379,49.2249136,18.7985918,518034.0,1273.0,1112.0,2385.0,3256.0,73.25
518042,Terchová,4009,49.2540739,19.0527615,518042.0,992.0,1402.0,2394.0,3481.0,68.77
518051,Turie,2050,49.1302113,18.7735405,518051.0,485.0,772.0,1257.0,1708.0,73.59
518069,Varín,3896,49.201616,18.8822537,518069.0,938.0,1174.0,2112.0,2989.0,70.66
518077,Veľká Čierna,365,49.0927569,18.5829942,518077.0,61.0,168.0,229.0,291.0,78.69
518085,Veľké Rovné,3697,49.3212653,18.5664786,518085.0,611.0,1509.0,2120.0,2989.0,70.93
518093,Višňové (ZA),3004,49.1519825,18.7991764,518093.0,702.0,1053.0,1755.0,2437.0,72.01
518107,Hosťovce (KS) - Bódvavendégi,202,48.5788877,20.8581138,518107.0,30.0,61.0,91.0,182.0,50.0
518115,Slančík,201,48.6608448,21.4950524,518115.0,51.0,62.0,113.0,174.0,64.94
518123,Háj (KS) - Áj,248,48.6363859,20.859802,518123.0,52.0,64.0,116.0,227.0,51.1
518131,Zbyňov,881,49.1267682,18.6466084,518131.0,187.0,314.0,501.0,704.0,71.16
518140,Nižná Hutka,614,48.6622346,21.3654999,518140.0,144.0,214.0,358.0,509.0,70.33
518158,Zvolen,40637,48.5426428,19.1583548,518158.0,9833.0,10126.0,19959.0,32286.0,61.82
518166,Babiná,529,48.4359843,19.0685991,518166.0,113.0,167.0,280.0,431.0,64.97
518174,Bacúrov,158,48.5195157,19.0501433,518174.0,55.0,45.0,100.0,130.0,76.92
518191,Breziny,371,48.5106484,19.0864852,518191.0,45.0,110.0,155.0,299.0,51.84
518204,Budča,1340,48.5760934,19.0558454,518204.0,335.0,332.0,667.0,1091.0,61.14
518212,Bzovík,1129,48.3186347,19.0845858,518212.0,195.0,312.0,507.0,853.0,59.44
518221,Bzovská Lehôtka,132,48.4034338,19.1318148,518221.0,25.0,43.0,68.0,107.0,63.55
518239,Cerovo,572,48.2537452,19.163205,518239.0,32.0,201.0,233.0,417.0,55.88
518247,Čabradský Vrbovok,235,48.2451419,19.098777,518247.0,29.0,102.0,131.0,189.0,69.31
518255,Čekovce,450,48.3642429,19.1275878,518255.0,57.0,142.0,199.0,335.0,59.4
518263,Detva,13955,48.5557649,19.4152864,518263.0,2316.0,4707.0,7023.0,11267.0,62.33
518271,Detvianska Huta,661,48.5733336,19.5978926,518271.0,142.0,315.0,457.0,635.0,71.97
518280,Devičie,305,48.3151232,19.0224249,518280.0,46.0,114.0,160.0,250.0,64.0
518298,Dobrá Niva,1862,48.4743127,19.0881892,518298.0,466.0,578.0,1044.0,1501.0,69.55
518301,Dolné Mladonice,126,48.3460912,19.1365129,518301.0,13.0,56.0,69.0,108.0,63.89
518310,Dolný Badín,250,48.2651644,19.0594871,518310.0,59.0,79.0,138.0,202.0,68.32
518336,Domaníky,213,48.2554971,18.9834514,518336.0,43.0,57.0,100.0,184.0,54.35
518344,Drážovce,119,48.2523036,18.897432,518344.0,7.0,56.0,63.0,108.0,58.33
518352,Drienovo,107,48.2202892,19.0476455,518352.0,27.0,37.0,64.0,95.0,67.37
518361,Dubové (ZV),320,48.4986144,19.0290147,518361.0,61.0,146.0,207.0,293.0,70.65
518379,Dúbravy,953,48.5952929,19.3660946,518379.0,159.0,384.0,543.0,798.0,68.05
518387,Dudince,1380,48.1673465,18.8937069,518387.0,517.0,727.0,1244.0,1636.0,76.04
518409,Hontianske Moravce,781,48.1871105,18.8380498,518409.0,116.0,254.0,370.0,620.0,59.68
518417,Hontianske Nemce,1424,48.3000866,18.9810097,518417.0,255.0,443.0,698.0,1114.0,62.66
518425,Hontianske Tesáre,889,48.217181,18.9273328,518425.0,102.0,219.0,321.0,716.0,44.83
518433,Horné Mladonice,186,48.3537148,19.1629605,518433.0,25.0,66.0,91.0,164.0,55.49
518441,Horný Badín,177,48.2808036,19.0828704,518441.0,35.0,59.0,94.0,145.0,64.83
518450,Horný Tisovník,170,48.4282598,19.3533888,518450.0,31.0,97.0,128.0,176.0,72.73
518468,Hriňová,7182,48.6095297,19.5386206,518468.0,943.0,2891.0,3834.0,5891.0,65.08
518476,Hronská Breznica,258,48.5551302,18.9959237,518476.0,38.0,100.0,138.0,211.0,65.4
518484,Jalšovík,188,48.3130712,19.1104593,518484.0,49.0,61.0,110.0,153.0,71.9
518492,Klokoč,481,48.499646,19.3349981,518492.0,72.0,223.0,295.0,414.0,71.26
518506,Kováčová (ZV),1552,48.6053749,19.0871127,518506.0,614.0,518.0,1132.0,1495.0,75.72
518514,Kozí Vrbovok,156,48.2946264,19.1130667,518514.0,24.0,50.0,74.0,114.0,64.91
518522,Haniska (PO),739,48.9547382,21.2437409,518522.0,180.0,224.0,404.0,625.0,64.64
518531,Kráľovce-Krnišov,144,48.3504611,18.9729142,518531.0,29.0,68.0,97.0,143.0,67.83
518549,Kriváň,1752,48.5296327,19.44564,518549.0,357.0,712.0,1069.0,1470.0,72.72
518557,Krupina,7576,48.3800774,19.0506337,518557.0,1430.0,2223.0,3653.0,6018.0,60.7
518565,Lackov,95,48.3260488,19.1912789,518565.0,18.0,37.0,55.0,82.0,67.07
518573,Ladzany,258,48.2843795,18.8777265,518573.0,30.0,138.0,168.0,238.0,70.59
518581,Lešť (vojenský obvod),31,48.3719009,19.2881358,518581.0,6.0,12.0,18.0,26.0,69.23
518590,Ľubotice,3638,49.0081139,21.2828027,518590.0,1355.0,703.0,2058.0,2999.0,68.62
518603,Lišov,217,48.2425623,18.8528177,518603.0,24.0,87.0,111.0,185.0,60.0
518611,Litava,754,48.2892337,19.1865394,518611.0,41.0,210.0,251.0,564.0,44.5
518620,Ratkovce,350,48.4740599,17.7160082,518620.0,89.0,121.0,210.0,286.0,73.43
518638,Valaškovce (vojenský obvod),0,48.8892085,22.0726682,,,,,,
518646,Medovarce,213,48.2342626,19.0052916,518646.0,24.0,45.0,69.0,171.0,40.35
518654,Michalková,37,48.5148502,19.1410177,518654.0,17.0,29.0,46.0,55.0,83.64
518662,Očová,2534,48.6196578,19.3505322,518662.0,407.0,900.0,1307.0,1979.0,66.04
518671,Ostrá Lúka,305,48.5437351,19.0508426,518671.0,66.0,111.0,177.0,275.0,64.36
518689,Pliešovce,2260,48.4395597,19.2051912,518689.0,434.0,799.0,1233.0,1839.0,67.05
518697,Podzámčok,542,48.5098159,19.1154695,518697.0,158.0,176.0,334.0,443.0,75.4
518701,Rykynčice,265,48.2011819,18.9811385,518701.0,73.0,110.0,183.0,267.0,68.54
518719,Čimhová,675,49.3524077,19.7012326,518719.0,144.0,194.0,338.0,511.0,66.14
518727,Sása (ZV),887,48.4504149,19.1502336,518727.0,193.0,244.0,437.0,703.0,62.16
518735,Sebechleby,1175,48.2816017,18.9375863,518735.0,274.0,282.0,556.0,897.0,61.98
518743,Selce (KA),93,48.2478621,19.0359663,518743.0,8.0,43.0,51.0,78.0,65.38
518751,Senohrad,728,48.3583788,19.1999,518751.0,91.0,299.0,390.0,585.0,66.67
518760,Sielnica,1398,48.6505866,19.0851632,518760.0,293.0,373.0,666.0,1137.0,58.58
518794,Slatinské Lazy,537,48.5021758,19.3037511,518794.0,123.0,183.0,306.0,424.0,72.17
518808,Sliač,4894,48.6272468,19.2037922,518808.0,1530.0,1311.0,2841.0,3993.0,71.15
518816,Stará Huta,322,48.4702471,19.3395947,518816.0,76.0,122.0,198.0,294.0,67.35
518824,Stožok,1074,48.5231882,19.3626678,518824.0,221.0,412.0,633.0,897.0,70.57
518832,Sudince,85,48.210139,18.8722668,518832.0,4.0,25.0,29.0,62.0,46.77
518841,Súdovce,209,48.2202652,18.8328739,518841.0,18.0,51.0,69.0,168.0,41.07
518867,Terany,583,48.183551,18.8978506,518867.0,71.0,210.0,281.0,467.0,60.17
518875,Tŕnie,403,48.6011451,19.0245848,518875.0,120.0,125.0,245.0,333.0,73.57
518883,Trpín,107,48.2860049,19.1298461,518883.0,25.0,45.0,70.0,95.0,73.68
518891,Turová,446,48.6027763,19.0569669,518891.0,117.0,162.0,279.0,359.0,77.72
518905,Uňatín,177,48.2827164,19.042683,518905.0,35.0,73.0,108.0,152.0,71.05
518913,Sverepec,1356,49.0824597,18.4054491,518913.0,275.0,505.0,780.0,1063.0,73.38
518921,Vígľaš,1546,48.5443659,19.3192595,518921.0,317.0,535.0,852.0,1280.0,66.56
518930,Vígľašská Huta-Kalinka,320,48.4852185,19.2749397,518930.0,71.0,136.0,207.0,289.0,71.63
518956,Zemiansky Vrbovok,78,48.3189383,19.1481943,518956.0,14.0,37.0,51.0,69.0,73.91
518964,Vaniškovce,355,49.1657277,21.293828,518964.0,123.0,93.0,216.0,315.0,68.57
518972,Zvolenská Slatina,2802,48.5438155,19.2491131,518972.0,647.0,820.0,1467.0,2246.0,65.32
518981,Železná Breznica,554,48.6357571,19.0080249,518981.0,112.0,174.0,286.0,428.0,66.82
518999,Žibritov,73,48.3899494,18.9773937,518999.0,29.0,25.0,54.0,83.0,65.06
519006,Bardejov,30840,49.3031436,21.2756513,519006.0,7003.0,7498.0,14501.0,24328.0,59.61
519014,Abrahámovce (BJ),337,49.1657371,21.3431976,519014.0,54.0,114.0,168.0,266.0,63.16
519022,Andrejová,350,49.3366679,21.337065,519022.0,42.0,100.0,142.0,282.0,50.35
519049,Bartošovce,738,49.1989075,21.2720582,519049.0,175.0,224.0,399.0,565.0,70.62
519057,Becherov - Бехерів,280,49.4307447,21.3078207,519057.0,51.0,102.0,153.0,237.0,64.56
519065,Beloveža,775,49.3043904,21.362301,519065.0,125.0,294.0,419.0,611.0,68.58
519073,Bogliarka,103,49.2711065,21.1394334,519073.0,12.0,58.0,70.0,91.0,76.92
519081,Brezov,369,49.1433638,21.5058232,519081.0,85.0,110.0,195.0,299.0,65.22
519090,Brezovka,104,49.2735488,21.4161534,519090.0,31.0,38.0,69.0,100.0,69.0
519103,Buclovany,207,49.1551487,21.3663389,519103.0,31.0,97.0,128.0,165.0,77.58
519111,Cigeľka,587,49.4122905,21.1422293,519111.0,9.0,36.0,45.0,365.0,12.33
519138,Dubinné,339,49.2476294,21.4297531,519138.0,75.0,115.0,190.0,269.0,70.63
519154,Frička,330,49.4072928,21.0735613,519154.0,21.0,61.0,82.0,221.0,37.1
519162,Fričkovce,731,49.184291,21.2184084,519162.0,148.0,233.0,381.0,580.0,65.69
519171,Gaboltov,492,49.3701089,21.1432303,519171.0,130.0,159.0,289.0,398.0,72.61
519189,Gerlachov (BJ),1056,49.3323098,21.104501,519189.0,108.0,331.0,439.0,785.0,55.92
519197,Giraltovce,4001,49.1161677,21.524357,519197.0,511.0,1036.0,1547.0,3136.0,49.33
519201,Hankovce (BJ),451,49.2159282,21.4000367,519201.0,76.0,168.0,244.0,346.0,70.52
519219,Harhaj,264,49.1837726,21.4146621,519219.0,60.0,67.0,127.0,202.0,62.87
519227,Hažlín,1078,49.3005568,21.4130649,519227.0,116.0,444.0,560.0,894.0,62.64
519235,Hertník,1019,49.2053682,21.2162391,519235.0,203.0,320.0,523.0,806.0,64.89
519243,Hervartov,516,49.2449121,21.1949223,519243.0,84.0,202.0,286.0,405.0,70.62
519251,Hrabovec,510,49.2736319,21.3819112,519251.0,116.0,168.0,284.0,387.0,73.39
519260,Hrabské,642,49.3445239,21.0736576,519260.0,35.0,130.0,165.0,431.0,38.28
519278,Hutka,96,49.3998104,21.4272224,519278.0,16.0,42.0,58.0,86.0,67.44
519286,Chmeľová - Хмелёва,369,49.4012042,21.2973429,519286.0,85.0,142.0,227.0,300.0,75.67
519294,Janovce,465,49.185846,21.3055449,519294.0,122.0,111.0,233.0,353.0,66.01
519308,Jedlinka - Ялинкы,80,49.4024,21.3647968,519308.0,13.0,45.0,58.0,76.0,76.32
519316,Kalnište,513,49.1359478,21.4714386,519316.0,78.0,175.0,253.0,406.0,62.32
519324,Kľušov,1081,49.2441363,21.263781,519324.0,314.0,268.0,582.0,860.0,67.67
519332,Kobylnice,90,49.0977778,21.5501762,519332.0,11.0,47.0,58.0,76.0,76.32
519341,Kobyly,856,49.2179803,21.3034515,519341.0,218.0,228.0,446.0,696.0,64.08
519359,Kochanovce (BJ),272,49.1883981,21.3695607,519359.0,62.0,77.0,139.0,193.0,72.02
519367,Komárov,455,49.2785351,21.3481974,519367.0,123.0,128.0,251.0,362.0,69.34
519375,Koprivnica,652,49.1649984,21.4004751,519375.0,145.0,174.0,319.0,532.0,59.96
519383,Kožany,104,49.2139317,21.4974018,519383.0,2.0,41.0,43.0,88.0,48.86
519391,Kračúnovce,1239,49.0904824,21.4707627,519391.0,292.0,352.0,644.0,969.0,66.46
519405,Krivé,212,49.2942574,21.1526559,519405.0,23.0,101.0,124.0,169.0,73.37
519413,Kríže,64,49.2241297,21.1450149,519413.0,10.0,40.0,50.0,72.0,69.44
519421,Kružlov,997,49.3052541,21.1247025,519421.0,128.0,353.0,481.0,782.0,61.51
519430,Kučín (BJ),323,49.2053365,21.463965,519430.0,58.0,112.0,170.0,267.0,63.67
519448,Kuková,720,49.1173019,21.4481961,519448.0,147.0,210.0,357.0,584.0,61.13
519456,Kurima,1095,49.2317368,21.468148,519456.0,200.0,259.0,459.0,853.0,53.81
519464,Kurov,676,49.347157,21.1235015,519464.0,64.0,222.0,286.0,467.0,61.24
519472,Lascov,583,49.1607833,21.4830348,519472.0,48.0,186.0,234.0,433.0,54.04
519481,Lenartov,1170,49.3085777,21.0115982,519481.0,244.0,97.0,341.0,757.0,45.05
519499,Lipová (BJ),70,49.2598494,21.4851856,519499.0,8.0,32.0,40.0,72.0,55.56
519502,Livov,62,49.2381961,21.0851252,519502.0,11.0,31.0,42.0,67.0,62.69
519511,Livovská Huta,45,49.2375765,21.0235836,519511.0,9.0,26.0,35.0,48.0,72.92
519529,Lopúchov,311,49.1313416,21.3695477,519529.0,65.0,99.0,164.0,247.0,66.4
