IDN4,obec,populace,centroid-lat,centroid-lon,obec_code,Korčok,Pellegrini,voted,voters,turnout
512613,Slovany,441,48.9896382,18.8051184,512613.0,97.0,171.0,268.0,369.0,72.63
512621,Slovenské Pravno,891,48.9119782,18.7655499,512621.0,176.0,342.0,518.0,758.0,68.34
512630,Socovce,239,48.9463397,18.8721877,512630.0,50.0,77.0,127.0,185.0,68.65
512648,Sučany,4711,49.1214477,18.9800035,512648.0,943.0,1685.0,2628.0,4028.0,65.24
512656,Šútovo,509,49.1748836,19.0686284,512656.0,71.0,249.0,320.0,409.0,78.24
512664,Trebostovo,600,49.036337,18.835399,512664.0,154.0,204.0,358.0,499.0,71.74
512672,Trnovo,280,49.0234664,18.834783,512672.0,69.0,86.0,155.0,222.0,69.82
512681,Turany,4193,49.1445743,19.030221,512681.0,845.0,1464.0,2309.0,3428.0,67.36
512699,Turček,619,48.7738824,18.9493914,512699.0,85.0,205.0,290.0,515.0,56.31
512702,Turčianska Štiavnička,954,49.0800247,19.0272056,512702.0,228.0,315.0,543.0,755.0,71.92
512711,Turčianske Kľačany,1024,49.1330129,18.9503526,512711.0,261.0,324.0,585.0,815.0,71.78
512729,Turčianske Teplice,6412,48.855956,18.8479174,512729.0,1429.0,2167.0,3596.0,5256.0,68.42
512737,Turčiansky Ďur,171,48.9506207,18.8440142,512737.0,26.0,57.0,83.0,144.0,57.64
512753,Turčiansky Peter,536,49.0364634,18.8739381,512753.0,173.0,132.0,305.0,422.0,72.27
512761,Valča,1760,49.0220805,18.7955876,512761.0,529.0,550.0,1079.0,1536.0,70.25
512788,Veľký Čepčín,244,48.8850703,18.8058221,512788.0,47.0,96.0,143.0,203.0,70.44
512796,Vrícko,440,48.970864,18.6919148,512796.0,141.0,132.0,273.0,404.0,67.57
512818,Záborie,170,49.0339121,19.0090755,512818.0,40.0,66.0,106.0,136.0,77.94
512834,Žabokreky,1206,49.0273648,18.9335632,512834.0,310.0,409.0,719.0,1000.0,71.9
512842,Považská Bystrica,38641,49.1179367,18.4567827,512842.0,8696.0,11928.0,20624.0,30759.0,67.05
512851,Beluša,6162,49.0471372,18.3490939,512851.0,1357.0,2135.0,3492.0,5034.0,69.37
512885,Bolešov,1535,49.0055621,18.1319893,512885.0,329.0,554.0,883.0,1252.0,70.53
512915,Brvnište,1214,49.2140147,18.4257512,512915.0,165.0,515.0,680.0,982.0,69.25
512931,Červený Kameň,670,49.1048653,18.1476575,512931.0,124.0,241.0,365.0,534.0,68.35
512940,Dohňany,1859,49.1704553,18.2853562,512940.0,330.0,686.0,1016.0,1524.0,66.67
512958,Dolná Breznica,1004,49.0812191,18.2586298,512958.0,161.0,433.0,594.0,846.0,70.21
512966,Dolná Mariková,1412,49.2169172,18.3464197,512966.0,194.0,628.0,822.0,1130.0,72.74
513008,Domaniža,1601,49.0367659,18.5520464,513008.0,278.0,609.0,887.0,1310.0,67.71
513016,Dubnica nad Váhom,22595,48.9512065,18.2080221,513016.0,4627.0,7281.0,11908.0,18509.0,64.34
513024,Dulov,918,49.0393407,18.245383,513024.0,199.0,349.0,548.0,752.0,72.87
513083,Horná Mariková,576,49.2630935,18.2995463,513083.0,79.0,358.0,437.0,580.0,75.34
513091,Horná Poruba,1084,48.9417479,18.3010824,513091.0,133.0,487.0,620.0,877.0,70.7
513121,Horovce (PU),840,49.0524202,18.2579991,513121.0,209.0,319.0,528.0,742.0,71.16
513156,Ilava,5572,48.979647,18.2456697,513156.0,1190.0,2076.0,3266.0,4675.0,69.86
513172,Jasenica,1191,49.1787193,18.4467216,513172.0,285.0,437.0,722.0,991.0,72.86
513245,Kostolec,248,49.1295724,18.5364188,513245.0,34.0,130.0,164.0,215.0,76.28
513253,Košeca,2734,49.0042295,18.2826234,513253.0,498.0,1017.0,1515.0,2233.0,67.85
513296,Ladce,2514,49.0262196,18.3018903,513296.0,455.0,931.0,1386.0,2008.0,69.02
513300,Lazy pod Makytou,1209,49.2508924,18.2168737,513300.0,229.0,500.0,729.0,1079.0,67.56
513318,Lednica,940,49.1157059,18.1985565,513318.0,106.0,377.0,483.0,733.0,65.89
513326,Lednické Rovne,3964,49.0779845,18.2879227,513326.0,758.0,1345.0,2103.0,3139.0,67.0
513334,Lúky,924,49.1895634,18.2186836,513334.0,169.0,335.0,504.0,742.0,67.92
513342,Lysá pod Makytou,2065,49.2026531,18.1663084,513342.0,456.0,732.0,1188.0,1692.0,70.21
513351,Košecké Podhradie,1047,48.9688772,18.3362681,513351.0,195.0,461.0,656.0,896.0,73.21
513377,Mestečko,523,49.1694566,18.2603675,513377.0,116.0,180.0,296.0,403.0,73.45
513385,Mikušovce (IL),1050,49.0681714,18.1987153,513385.0,152.0,437.0,589.0,828.0,71.14
513407,Mojtín,432,48.9870142,18.4045453,513407.0,79.0,169.0,248.0,381.0,65.09
513440,Nová Dubnica,10884,48.9302226,18.1690199,513440.0,2638.0,3275.0,5913.0,8665.0,68.24
513466,Papradno,2407,49.2696469,18.374532,513466.0,298.0,1053.0,1351.0,1989.0,67.92
513474,Plevník-Drienové,1639,49.1591312,18.5137521,513474.0,316.0,635.0,951.0,1348.0,70.55
513563,Prečín,1510,49.0555184,18.4997977,513563.0,297.0,527.0,824.0,1206.0,68.33
513598,Pruské,2310,49.0309029,18.2078439,513598.0,477.0,742.0,1219.0,1796.0,67.87
513601,Pružina,2037,48.9977415,18.4745256,513601.0,360.0,763.0,1123.0,1664.0,67.49
513610,Púchov,17472,49.1414191,18.3286593,513610.0,3908.0,5399.0,9307.0,13952.0,66.71
513687,Stupné,684,49.1959297,18.4375256,513687.0,135.0,223.0,358.0,553.0,64.74
513725,Tuchyňa,806,49.0448061,18.2173926,513725.0,189.0,329.0,518.0,691.0,74.96
513741,Udiča,2247,49.1707007,18.3977891,513741.0,390.0,878.0,1268.0,1831.0,69.25
513776,Visolaje,971,49.0697893,18.3748243,513776.0,185.0,410.0,595.0,764.0,77.88
513784,Vrchteplá,248,49.1333014,18.5620597,513784.0,28.0,121.0,149.0,204.0,73.04
513792,Malá Tŕňa,357,48.4481411,21.6888961,513792.0,70.0,82.0,152.0,294.0,51.7
513806,Veľká Tŕňa,457,48.4742639,21.682124,513806.0,94.0,150.0,244.0,378.0,64.55
513814,Záriečie,703,49.1735065,18.232673,513814.0,143.0,236.0,379.0,556.0,68.17
513822,Záskalie,194,49.1375429,18.5181064,513822.0,42.0,69.0,111.0,173.0,64.16
513831,Klin nad Bodrogom - Bodrogszög,195,48.3774056,21.7224546,513831.0,23.0,33.0,56.0,163.0,34.36
513849,Stanča,399,48.5645714,21.6576354,513849.0,55.0,139.0,194.0,314.0,61.78
513857,Budince - Budaháza,226,48.5468474,22.1209841,513857.0,9.0,46.0,55.0,165.0,33.33
513865,Zliechov,580,48.9425742,18.4320904,513865.0,82.0,288.0,370.0,505.0,73.27
513881,Prievidza,45017,48.7601656,18.6491311,513881.0,9793.0,12627.0,22420.0,36088.0,62.13
513903,Bojnice,4978,48.7933562,18.5784967,513903.0,1742.0,1526.0,3268.0,4412.0,74.07
513911,Bystričany,1785,48.6445344,18.544955,513911.0,339.0,593.0,932.0,1472.0,63.32
513920,Cigeľ,1271,48.7082276,18.6714278,513920.0,317.0,468.0,785.0,1047.0,74.98
513938,Čavoj,488,48.889944,18.486439,513938.0,78.0,256.0,334.0,465.0,71.83
513946,Čereňany,1754,48.6329288,18.52165,513946.0,282.0,676.0,958.0,1470.0,65.17
513954,Diviacka Nová Ves,1790,48.7472935,18.4992402,513954.0,320.0,666.0,986.0,1436.0,68.66
513962,Diviaky nad Nitricou,1761,48.7725355,18.4928032,513962.0,281.0,702.0,983.0,1446.0,67.98
513971,Dlžín,165,48.8184062,18.5220738,513971.0,40.0,64.0,104.0,146.0,71.23
513989,Dolné Vestenice,2495,48.7176455,18.3899812,513989.0,441.0,896.0,1337.0,1989.0,67.22
513997,Handlová,16199,48.701231,18.7350011,513997.0,2498.0,4628.0,7126.0,13060.0,54.56
514004,Horná Ves (PD),1072,48.5911613,18.5288677,514004.0,166.0,413.0,579.0,869.0,66.63
514012,Horné Vestenice,629,48.7235108,18.4230998,514012.0,110.0,252.0,362.0,519.0,69.75
514021,Chrenovec-Brusno,1391,48.7825484,18.7338455,514021.0,276.0,499.0,775.0,1141.0,67.92
514039,Chvojnica (PD),242,48.8809921,18.5379936,514039.0,45.0,81.0,126.0,214.0,58.88
514063,Kamenec pod Vtáčnikom,1744,48.6567011,18.5866934,514063.0,320.0,751.0,1071.0,1456.0,73.56
514071,Kanianka,3974,48.8208487,18.5714819,514071.0,986.0,1193.0,2179.0,3139.0,69.42
514080,Kľačno,1069,48.929719,18.6551912,514080.0,244.0,293.0,537.0,860.0,62.44
514098,Kocurany,523,48.7651486,18.5394644,514098.0,106.0,165.0,271.0,448.0,60.49
514101,Kostolná Ves,510,48.8039309,18.497161,514101.0,118.0,159.0,277.0,403.0,68.73
514110,Koš,1041,48.7369899,18.590184,514110.0,187.0,419.0,606.0,847.0,71.55
514128,Lazany,1735,48.8196536,18.6187342,514128.0,434.0,585.0,1019.0,1429.0,71.31
514136,Lehota pod Vtáčnikom,3815,48.6839651,18.6160613,514136.0,743.0,1483.0,2226.0,3043.0,73.15
514144,Liešťany,1204,48.8389451,18.4590036,514144.0,176.0,491.0,667.0,943.0,70.73
514179,Malá Čausa,699,48.8094056,18.7090073,514179.0,138.0,217.0,355.0,562.0,63.17
514187,Malinová,972,48.8590549,18.5906966,514187.0,201.0,344.0,545.0,806.0,67.62
514209,Nedožery-Brezany,2105,48.8230634,18.6706528,514209.0,457.0,707.0,1164.0,1681.0,69.24
514217,Nevidzany (PD),304,48.8557353,18.4993959,514217.0,45.0,151.0,196.0,251.0,78.09
514225,Nitrianske Pravno,3163,48.8836782,18.625916,514225.0,773.0,840.0,1613.0,2580.0,62.52
514233,Nitrianske Rudno,1925,48.7932201,18.457226,514233.0,383.0,715.0,1098.0,1510.0,72.72
514241,Nitrianske Sučany,1188,48.732797,18.473024,514241.0,347.0,334.0,681.0,984.0,69.21
514250,Nitrica,1182,48.6994661,18.4552868,514250.0,255.0,421.0,676.0,967.0,69.91
514268,Nováky,4197,48.7157614,18.549122,514268.0,883.0,1413.0,2296.0,3439.0,66.76
514284,Opatovce nad Nitrou,1552,48.7586232,18.5597774,514284.0,357.0,542.0,899.0,1317.0,68.26
514292,Oslany,2372,48.6133249,18.5200656,514292.0,493.0,766.0,1259.0,1907.0,66.02
514306,Podhradie (PD),295,48.6701828,18.646865,514306.0,52.0,137.0,189.0,260.0,72.69
514314,Poluvsie,535,48.8476704,18.6335079,514314.0,143.0,200.0,343.0,448.0,76.56
514322,Poruba,1376,48.8437646,18.5666282,514322.0,246.0,550.0,796.0,1077.0,73.91
514331,Pravenec,1305,48.8526464,18.6699678,514331.0,408.0,362.0,770.0,1039.0,74.11
514349,Radobica,552,48.5785317,18.512369,514349.0,91.0,247.0,338.0,522.0,64.75
514357,Ráztočno,1235,48.7653362,18.7853338,514357.0,304.0,446.0,750.0,1076.0,69.7
514365,Rudnianska Lehota,736,48.8180494,18.4345583,514365.0,106.0,324.0,430.0,607.0,70.84
514373,Sebedražie,1715,48.729031,18.6278667,514373.0,328.0,615.0,943.0,1381.0,68.28
514381,Seč,394,48.8333081,18.5119818,514381.0,75.0,148.0,223.0,313.0,71.25
514390,Šútovce,444,48.8011693,18.5342964,514390.0,72.0,175.0,247.0,370.0,66.76
514403,Temeš,212,48.8675109,18.4717801,514403.0,19.0,94.0,113.0,180.0,62.78
514411,Tužina,1208,48.9190758,18.5795621,514411.0,277.0,347.0,624.0,989.0,63.09
514420,Valaská Belá,1994,48.8966566,18.4055008,514420.0,245.0,896.0,1141.0,1696.0,67.28
514438,Veľká Čausa,519,48.7766216,18.6902852,514438.0,126.0,177.0,303.0,438.0,69.18
514454,Zemianske Kostoľany,1733,48.6894234,18.5216577,514454.0,335.0,643.0,978.0,1422.0,68.78
514462,Rimavská Sobota - Rimaszombat,22048,48.3790821,20.0092986,514462.0,3545.0,4819.0,8364.0,17379.0,48.13
514489,Babinec,60,48.5181986,20.002801,514489.0,22.0,31.0,53.0,70.0,75.71
514501,Barca - Baraca,596,48.3678154,20.2378044,514501.0,7.0,45.0,52.0,404.0,12.87
514519,Bátka - Bátka,849,48.3713853,20.1550363,514519.0,52.0,205.0,257.0,657.0,39.12
514535,Belín,179,48.3406835,20.1089543,514535.0,9.0,40.0,49.0,126.0,38.89
514543,Blhovce - Balogfala,780,48.2714705,19.9376325,514543.0,53.0,128.0,181.0,607.0,29.82
514551,Bottovo,197,48.3190066,20.1452887,514551.0,22.0,104.0,126.0,172.0,73.26
514578,Bretka - Beretke,396,48.4904239,20.3356353,514578.0,27.0,81.0,108.0,309.0,34.95
514586,Budikovany,62,48.4897492,20.0920972,514586.0,10.0,31.0,41.0,57.0,71.93
514594,Cakov - Cakó,357,48.3338948,20.2175718,514594.0,6.0,79.0,85.0,247.0,34.41
514608,Čerenčany,548,48.4108764,19.9947448,514608.0,104.0,169.0,273.0,436.0,62.61
514616,Čierny Potok,141,48.3003334,19.9372046,514616.0,15.0,63.0,78.0,119.0,65.55
514624,Číž - Csíz,686,48.310789,20.2717666,514624.0,57.0,188.0,245.0,571.0,42.91
514632,Dolné Zahorany - Magyarhegymeg,188,48.3519994,19.9068808,514632.0,28.0,44.0,72.0,158.0,45.57
514641,Dražice - Perjése,254,48.4324648,20.0609862,514641.0,13.0,41.0,54.0,194.0,27.84
514659,Drienčany,220,48.4843457,20.066582,514659.0,18.0,83.0,101.0,167.0,60.48
514667,Drňa - Darnya,215,48.2519459,20.1217172,514667.0,3.0,41.0,44.0,157.0,28.03
514675,Držkovce - Deresk,591,48.5446519,20.2371334,514675.0,21.0,166.0,187.0,419.0,44.63
514683,Dubno - Dobfenek,150,48.1954882,20.0061217,514683.0,12.0,35.0,47.0,127.0,37.01
514691,Dubovec - Dobóca,506,48.2940038,20.1463257,514691.0,18.0,107.0,125.0,403.0,31.02
514713,Figa - Gömörfüge,442,48.4012582,20.2504593,514713.0,19.0,56.0,75.0,319.0,23.51
514721,Gemer - Sajógömör,899,48.4550552,20.3282345,514721.0,42.0,226.0,268.0,702.0,38.18
514730,Gemerček - Kisgömöri,96,48.3247803,19.9972655,514730.0,11.0,29.0,40.0,78.0,51.28
514748,Gemerská Panica - Gömörpanyit,591,48.4732914,20.3817643,514748.0,66.0,155.0,221.0,480.0,46.04
514756,Gemerská Ves - Gömörfalva,1001,48.4823639,20.2770437,514756.0,57.0,98.0,155.0,714.0,21.71
514764,Gemerské Dechtáre - Détér,411,48.2378041,20.0200911,514764.0,19.0,113.0,132.0,339.0,38.94
514781,Gemerský Jablonec - Almágy,719,48.1957153,19.9859675,514781.0,31.0,123.0,154.0,545.0,28.26
514799,Gortva - Gortvakisfalud,478,48.2800786,19.983972,514799.0,28.0,43.0,71.0,375.0,18.93
514811,Hajnáčka - Ajnácskő,1139,48.2256225,19.957968,514811.0,54.0,224.0,278.0,922.0,30.15
514829,Hnúšťa,6762,48.5912895,19.9615518,514829.0,706.0,1661.0,2367.0,5135.0,46.1
514837,Hodejov - Várgede,1534,48.3043592,19.9768025,514837.0,58.0,192.0,250.0,1081.0,23.13
514845,Hodejovec - Kerekgede,172,48.2703769,20.004806,514845.0,16.0,51.0,67.0,138.0,48.55
514853,Horné Zahorany,113,48.4720264,19.998082,514853.0,31.0,41.0,72.0,95.0,75.79
514861,Hostice - Gesztete,1050,48.2331981,20.0837391,514861.0,25.0,273.0,298.0,713.0,41.8
514870,Hostišovce,229,48.4984064,20.1216768,514870.0,4.0,54.0,58.0,172.0,33.72
514888,Hrachovo,799,48.4595524,19.9237311,514888.0,122.0,297.0,419.0,633.0,66.19
514896,Hrlica,56,48.6292024,20.0477394,514896.0,1.0,30.0,31.0,48.0,64.58
514900,Hrnčiarska Ves,965,48.4334754,19.8452041,514900.0,63.0,285.0,348.0,725.0,48.0
514918,Hrnčiarske Zalužany,832,48.4082726,19.8623992,514918.0,131.0,291.0,422.0,687.0,61.43
514926,Hrušovo,172,48.5194698,20.0413135,514926.0,22.0,75.0,97.0,154.0,62.99
514934,Hubovo - Hubó,128,48.4001694,20.3854168,514934.0,4.0,25.0,29.0,98.0,29.59
514942,Husiná - Guszona,536,48.3351036,19.8966915,514942.0,23.0,91.0,114.0,395.0,28.86
514951,Chanava - Hanva,709,48.3343674,20.296186,514951.0,31.0,150.0,181.0,563.0,32.15
514969,Chrámec - Harmac,458,48.2706517,20.1743631,514969.0,14.0,95.0,109.0,309.0,35.28
514977,Chvalová - Felsőfalu,194,48.5129123,20.1630985,514977.0,17.0,66.0,83.0,135.0,61.48
514985,Ivanice - Balogiványi,277,48.329841,20.2373638,514985.0,20.0,40.0,60.0,162.0,37.04
514993,Janice - Jéne,296,48.2672157,20.2066903,514993.0,2.0,62.0,64.0,175.0,36.57
515001,Jesenské (RS) - Feled,2335,48.2947218,20.0579174,515001.0,173.0,426.0,599.0,1805.0,33.19
515019,Jestice - Jeszte,147,48.2111636,20.0654354,515019.0,4.0,45.0,49.0,124.0,39.52
515027,Kaloša - Kálosa,818,48.4145933,20.2238714,515027.0,32.0,73.0,105.0,563.0,18.65
515035,Kesovce,271,48.3752356,20.3586234,515035.0,0.0,47.0,47.0,169.0,27.81
515043,Klenovec,3026,48.6467669,19.833535,515043.0,279.0,870.0,1149.0,2326.0,49.4
515051,Kociha,205,48.4828169,19.9204302,515051.0,18.0,95.0,113.0,172.0,65.7
515060,Konrádovce - Korláti,323,48.3018222,19.9012759,515060.0,19.0,35.0,54.0,245.0,22.04
515078,Kráľ - Sajószentkirály,932,48.3449236,20.3589893,515078.0,56.0,213.0,269.0,735.0,36.6
515086,Kraskovo,133,48.4978775,19.9830472,515086.0,18.0,46.0,64.0,98.0,65.31
515094,Krokava,23,48.6378427,20.00664,515094.0,2.0,16.0,18.0,21.0,85.71
515108,Kružno,347,48.4138904,19.9282498,515108.0,44.0,126.0,170.0,283.0,60.07
515116,Kyjatice,65,48.5412734,20.0069015,515116.0,18.0,27.0,45.0,69.0,65.22
515124,Lehota nad Rimavicou,277,48.5256201,19.8736753,515124.0,27.0,98.0,125.0,230.0,54.35
515132,Lenartovce - Sajólénártfalva,542,48.2978564,20.3066273,515132.0,16.0,114.0,130.0,426.0,30.52
515141,Lenka - Sajólenke,200,48.3900463,20.3454634,515141.0,30.0,70.0,100.0,162.0,61.73
515159,Levkuška - Lőkös,239,48.4560665,20.2663714,515159.0,10.0,70.0,80.0,181.0,44.2
515167,Lipovec (RS),90,48.5439089,20.0730308,515167.0,4.0,15.0,19.0,48.0,39.58
515175,Lukovištia,163,48.4827142,20.0229587,515175.0,27.0,74.0,101.0,165.0,61.21
515183,Martinová - Nemesmartonfala,223,48.303489,20.175595,515183.0,0.0,48.0,48.0,169.0,28.4
515205,Neporadza (RS) - Naprágy,286,48.3681584,20.3916634,515205.0,8.0,68.0,76.0,228.0,33.33
515230,Nová Bašta - Egyházasbást,483,48.1745463,19.9313855,515230.0,22.0,128.0,150.0,385.0,38.96
515248,Orávka,161,48.31238,20.1933712,515248.0,40.0,50.0,90.0,129.0,69.77
515256,Otročok - Otrokocs,332,48.447085,20.2677464,515256.0,15.0,95.0,110.0,240.0,45.83
515264,Ožďany,1624,48.3800768,19.902078,515264.0,248.0,362.0,610.0,1234.0,49.43
515272,Padarovce - Balogpádár,149,48.4543163,20.0552194,515272.0,22.0,27.0,49.0,115.0,42.61
515281,Pavlovce (RS) - Rimapálfalva,406,48.3250666,20.09535,515281.0,9.0,56.0,65.0,272.0,23.9
515299,Petrovce (RS) - Gömörpéterfala,208,48.1914466,20.0376977,515299.0,17.0,77.0,94.0,170.0,55.29
515302,Ploské (RA),71,48.6112017,20.0606224,515302.0,2.0,45.0,47.0,66.0,71.21
515311,Polina - Alsófalu,89,48.4916308,20.22409,515311.0,5.0,29.0,34.0,83.0,40.96
515337,Poproč (RS),23,48.5850803,20.0263149,515337.0,1.0,23.0,24.0,28.0,85.71
515345,Potok (RS),21,48.5578235,20.0495506,515345.0,13.0,22.0,35.0,39.0,89.74
515353,Radnovce - Nemesradnót,990,48.3396939,20.1905159,515353.0,5.0,217.0,222.0,672.0,33.04
515361,Rašice - Felsőrás,117,48.4649557,20.2319967,515361.0,8.0,51.0,59.0,97.0,60.82
515370,Ratková,622,48.5987057,20.0891774,515370.0,17.0,145.0,162.0,445.0,36.4
515388,Ratkovská Lehota,45,48.5624337,20.0923841,515388.0,9.0,19.0,28.0,40.0,70.0
515396,Ratkovská Suchá,42,48.5891618,20.0596607,515396.0,8.0,33.0,41.0,53.0,77.36
515400,Ratkovské Bystré,304,48.664158,20.0372018,515400.0,31.0,119.0,150.0,252.0,59.52
515426,Rimavská Baňa,528,48.5297503,19.9308457,515426.0,53.0,138.0,191.0,386.0,49.48
515442,Rimavská Seč - Rimaszécs,2148,48.2964471,20.2344387,515442.0,61.0,413.0,474.0,1459.0,32.49
515451,Rimavské Brezovo,504,48.5429897,19.9638163,515451.0,41.0,157.0,198.0,388.0,51.03
515469,Rimavské Janovce - Jánosi,1373,48.3453932,20.061568,515469.0,157.0,306.0,463.0,1146.0,40.4
515485,Rovné (RS),118,48.5977073,20.0311773,515485.0,2.0,48.0,50.0,93.0,53.76
515493,Rumince - Runya,366,48.3680043,20.2756991,515493.0,15.0,109.0,124.0,288.0,43.06
515507,Rybník (RA),158,48.5438047,20.1235095,515507.0,7.0,48.0,55.0,121.0,45.45
515515,Selce (PT),113,48.479426,19.8650721,515515.0,7.0,38.0,45.0,94.0,47.87
515523,Skerešovo - Szkáros,216,48.5084945,20.2026499,515523.0,19.0,45.0,64.0,165.0,38.79
515531,Slizké,242,48.5179215,20.0813838,515531.0,13.0,61.0,74.0,153.0,48.37
515540,Stará Bašta - Óbást,308,48.1889885,19.9357932,515540.0,20.0,80.0,100.0,275.0,36.36
515566,Stránska - Oldalfala,341,48.4022602,20.2727114,515566.0,11.0,83.0,94.0,283.0,33.22
515574,Leváre - Lévárt,80,48.5104607,20.2613764,515574.0,10.0,30.0,40.0,71.0,56.34
515582,Studená - Medveshidegkút,273,48.1598552,19.9624475,515582.0,15.0,70.0,85.0,224.0,37.95
515591,Sušany,418,48.4186395,19.8992187,515591.0,93.0,140.0,233.0,356.0,65.45
515604,Sútor - Szútor,649,48.3577148,20.1202043,515604.0,3.0,78.0,81.0,466.0,17.38
515612,Tornaľa - Tornalja,6971,48.4337342,20.3697771,515612.0,650.0,1313.0,1963.0,5527.0,35.52
515621,Šimonovce - Rimasimonyi,546,48.2790084,20.1211715,515621.0,21.0,143.0,164.0,392.0,41.84
515639,Širkovce - Serke,957,48.2828401,20.0887693,515639.0,13.0,152.0,165.0,675.0,24.44
515647,Španie Pole,76,48.5258187,20.1320471,515647.0,0.0,46.0,46.0,68.0,67.65
515655,Štrkovec - Kövecses,380,48.3591693,20.3345682,515655.0,22.0,106.0,128.0,289.0,44.29
515663,Tachty - Tajti,548,48.1427795,19.9281629,515663.0,29.0,156.0,185.0,429.0,43.12
515671,Teplý Vrch,292,48.4730096,20.1031474,515671.0,34.0,118.0,152.0,230.0,66.09
515680,Tisovec,3720,48.6969281,19.9185903,515680.0,501.0,1074.0,1575.0,2964.0,53.14
515698,Tomášovce (RS) - Balogtamási,205,48.3883966,20.138878,515698.0,17.0,56.0,73.0,176.0,41.48
515701,Uzovská Panica - Uzapanyit,816,48.4173398,20.1481832,515701.0,42.0,67.0,109.0,550.0,19.82
515710,Včelince - Méhi,789,48.3816757,20.3112714,515710.0,43.0,117.0,160.0,633.0,25.28
515728,Večelkov - Vecseklő,231,48.1594497,19.9198598,515728.0,8.0,55.0,63.0,171.0,36.84
515736,Veľké Teriakovce,865,48.4320196,19.9589746,515736.0,82.0,245.0,327.0,651.0,50.23
515744,Veľký Blh - Vámosbalog,1133,48.4475167,20.1215892,515744.0,62.0,160.0,222.0,868.0,25.58
515752,Vieska nad Blhom - Balogújfalu,176,48.3503524,20.1931268,515752.0,4.0,60.0,64.0,125.0,51.2
515761,Višňové (RA) - Kisvisnyó,59,48.5330596,20.1872251,515761.0,7.0,17.0,24.0,57.0,42.11
515779,Vlkyňa - Velkenye,389,48.2792306,20.2915226,515779.0,17.0,90.0,107.0,262.0,40.84
515795,Valice - Alsóvály,319,48.4540397,20.2066101,515795.0,10.0,60.0,70.0,215.0,32.56
515809,Vyšný Skálnik,136,48.4750022,19.9649796,515809.0,29.0,50.0,79.0,130.0,60.77
515817,Zádor - Zádorháza,135,48.3217916,20.2511918,515817.0,8.0,33.0,41.0,100.0,41.0
515833,Žiar (RA) - Zsór,111,48.4291156,20.2669081,515833.0,11.0,25.0,36.0,86.0,41.86
515841,Žíp - Zsip,281,48.3603028,20.1934596,515841.0,8.0,56.0,64.0,176.0,36.36
515850,Veľký Krtíš,11028,48.2122838,19.349456,515850.0,1604.0,2673.0,4277.0,8490.0,50.38
515868,Balog nad Ipľom - Ipolybalog,781,48.0808674,19.1266967,515868.0,71.0,263.0,334.0,635.0,52.6
515876,Bátorová,353,48.1354268,19.280278,515876.0,62.0,100.0,162.0,286.0,56.64
515884,Brusník,114,48.3057211,19.4165112,515884.0,5.0,59.0,64.0,92.0,69.57
515892,Bušince - Bussa,1404,48.1794317,19.4948039,515892.0,97.0,291.0,388.0,1074.0,36.13
515906,Čebovce - Csáb,1044,48.2048787,19.2285162,515906.0,158.0,236.0,394.0,846.0,46.57
515914,Čeláre - Csalár,480,48.1369181,19.4803158,515914.0,55.0,78.0,133.0,447.0,29.75
515922,Čelovce (VK),431,48.1955531,19.1221291,515922.0,23.0,126.0,149.0,312.0,47.76
515931,Červeňany,34,48.3794369,19.3832455,515931.0,9.0,14.0,23.0,34.0,67.65
515949,Dačov Lom,401,48.3099085,19.2538555,515949.0,35.0,127.0,162.0,300.0,54.0
515957,Dolinka - Inám,470,48.0952137,19.1618954,515957.0,25.0,144.0,169.0,403.0,41.94
515965,Dolná Strehová,1013,48.2466401,19.4926281,515965.0,189.0,320.0,509.0,813.0,62.61
515973,Dolné Plachtince,603,48.1974856,19.3129244,515973.0,96.0,202.0,298.0,490.0,60.82
