IDN4,obec,populace,centroid-lat,centroid-lon,obec_code,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec,voted,voters,turnout
502634,Pečenice,127,48.2982687,18.7947932,502634,0,0,0,6,35,1,1,1,0,36,0,80,112,71.43
502642,Plášťovce - Palást,1504,48.1640353,18.9985102,502642,0,1,158,50,97,2,5,14,2,141,3,473,1250,37.84
502651,Plavé Vozokany,774,48.0741519,18.4660978,502651,0,1,0,18,65,3,0,5,0,143,0,235,575,40.87
502669,Podlužany (LV),764,48.2480241,18.6192095,502669,1,2,0,48,158,1,5,7,1,162,1,386,633,60.98
502677,Pohronský Ruskov - Oroszka,1241,47.9760591,18.6463273,502677,1,1,129,31,53,4,3,11,0,122,0,355,987,35.97
502693,Pukanec,1777,48.3641781,18.7190863,502693,1,0,3,127,253,5,16,10,4,435,1,855,1556,54.95
502707,Rybník (LV),1406,48.3107223,18.5690294,502707,2,1,0,99,245,3,11,8,0,331,1,701,1153,60.8
502715,Santovka,659,48.1552027,18.7742805,502715,1,5,3,41,112,3,6,10,0,151,0,332,603,55.06
502723,Sazdice - Százd,465,48.0861412,18.7940008,502723,0,0,51,11,32,0,2,4,0,21,0,121,349,34.67
502731,Sikenica - Peszektergenye,627,48.0665863,18.7248964,502731,0,0,18,12,30,2,1,13,1,40,0,117,499,23.45
502740,Slatina - Szalatnya,312,48.1478248,18.9063885,502740,0,0,28,14,12,2,0,2,0,14,0,72,240,30
502758,Starý Hrádok,207,48.1552981,18.6338031,502758,0,0,6,6,37,0,2,4,0,20,0,75,167,44.91
502766,Starý Tekov,1495,48.2440255,18.5508455,502766,0,7,1,81,350,3,23,16,4,309,2,796,1264,62.97
502782,Šahy - Ipolyság,7267,48.0795055,18.9560404,502782,0,7,531,141,589,15,26,68,2,655,4,2038,5759,35.39
502791,Šalov - Garamsalló,352,48.0133238,18.7193487,502791,0,0,17,6,3,1,0,0,0,17,0,44,263,16.73
502804,Šarovce - Sáró,1606,48.0993094,18.6214513,502804,0,0,23,35,89,2,2,33,0,117,0,301,1276,23.59
502812,Tehla,465,48.1960433,18.3817747,502812,1,1,16,26,44,6,5,7,1,70,0,177,377,46.95
502821,Tekovské Lužany - Nagysalló,2843,48.0915389,18.5393228,502821,0,2,118,124,275,5,5,34,0,294,2,859,2280,37.68
502847,Tekovský Hrádok - Barsvárad,380,48.1650499,18.5459111,502847,0,0,13,21,32,0,0,1,0,51,0,118,313,37.7
502863,Tlmače,3637,48.2893445,18.5300325,502863,1,7,1,191,556,11,31,35,4,759,0,1596,2990,53.38
502871,Tupá - Kistompa,568,48.1190811,18.9065985,502871,0,1,23,26,64,9,2,10,0,94,0,229,476,48.11
502880,Turá - Tőre,215,48.1450323,18.5751109,502880,0,1,3,18,10,1,1,2,0,34,0,70,187,37.43
502898,Uhliská,180,48.3942245,18.7445907,502898,0,1,0,17,20,0,1,2,0,43,0,84,173,48.55
502910,Veľké Ludince - Nagyölved,1464,47.9622892,18.5008994,502910,1,2,219,28,48,1,3,6,0,107,0,415,1231,33.71
502928,Veľké Turovce - Nagytúr,742,48.1034726,18.9560439,502928,1,0,58,25,70,0,7,9,0,107,0,277,639,43.35
502936,Veľký Ďur,1319,48.2118034,18.4400194,502936,0,4,2,61,208,19,10,10,0,248,1,563,1065,52.86
502944,Vyškovce nad Ipľom - Ipolyvisk,655,48.074519,18.8535623,502944,0,0,68,9,33,10,1,10,0,49,0,180,541,33.27
502952,Vyšné nad Hronom - Nagyod,175,48.168227,18.5916882,502952,0,0,23,5,13,1,0,2,0,23,0,67,143,46.85
502961,Zalaba - Zalaba,141,47.962197,18.7038533,502961,0,0,30,6,6,0,0,3,0,16,0,61,110,55.45
502979,Zbrojníky - Kétfegyvernek,498,48.1111761,18.7095785,502979,0,0,26,17,67,1,0,1,0,68,0,180,411,43.8
502987,Želiezovce - Zselíz,6756,48.050115,18.6319535,502987,3,11,427,188,806,12,24,79,2,748,4,2304,5619,41
502995,Žemberovce,1229,48.2536652,18.7571984,502995,0,1,1,60,190,6,10,6,3,243,0,520,1008,51.59
503002,Žemliare - Zsemlér,150,48.1503477,18.6080309,503002,0,0,33,3,9,0,0,0,0,26,1,72,129,55.81
503011,Nové Zámky - Érsekújvár,37791,47.993465,18.1638947,503011,7,65,991,1322,6827,52,225,394,7,4723,19,14632,30419,48.1
503029,Andovce - Andód,1623,47.9897037,18.0908741,503029,0,0,114,46,287,2,7,19,2,181,0,658,1401,46.97
503037,Bajtava - Bajta,392,47.8532363,18.7428778,503037,0,0,47,9,9,0,0,1,0,26,0,92,304,30.26
503045,Bánov,3697,48.0454256,18.1920799,503045,3,11,3,185,553,7,50,24,1,742,2,1581,2902,54.48
503053,Bardoňovo - Barsbaracska,682,48.1124403,18.4233609,503053,2,3,36,26,67,1,4,6,1,115,2,263,587,44.8
503061,Belá (NZ) - Béla,325,47.8294505,18.5844522,503061,1,0,46,5,18,0,1,2,0,42,0,115,286,40.21
503070,Bešeňov - Zsitvabesenyő,1621,48.0450705,18.2717944,503070,0,0,170,31,122,0,0,21,0,109,0,453,1325,34.19
503088,Bíňa - Bény,1433,47.9246837,18.6366902,503088,0,3,212,23,25,5,0,9,0,86,0,363,1172,30.97
503096,Branovo,579,48.0229068,18.30593,503096,0,1,4,31,124,0,3,2,0,120,0,285,480,59.38
503100,Bruty - Bart,578,47.9169381,18.5723279,503100,0,0,120,9,19,0,1,2,0,26,0,177,482,36.72
503118,Čechy,301,48.0394876,18.3708864,503118,0,0,1,18,32,3,3,4,1,61,0,123,240,51.25
503126,Černík,1048,48.1632462,18.2315539,503126,1,6,1,91,142,1,9,6,4,276,0,537,843,63.7
503134,Dedinka,677,48.0667918,18.4121123,503134,0,2,0,38,81,2,2,4,0,175,0,304,552,55.07
503151,Dolný Ohaj,1505,48.075358,18.2650377,503151,2,4,0,65,214,2,8,11,2,422,0,730,1251,58.35
503169,Dubník - Csúz,1576,47.9445131,18.3102783,503169,2,0,65,42,147,2,5,26,0,124,0,413,1240,33.31
503177,Dvory nad Žitavou - Udvard,4999,47.9832205,18.2724631,503177,2,3,325,105,515,6,9,58,2,430,1,1456,4033,36.1
503185,Gbelce - Köbölkút,2123,47.8435538,18.5107022,503185,2,2,298,39,114,1,2,16,0,192,0,666,1739,38.3
503193,Hul,1212,48.1013139,18.280513,503193,0,3,1,81,165,3,5,6,0,299,1,564,1009,55.9
503207,Chľaba - Helemba,705,47.8334635,18.8118206,503207,0,1,84,19,25,0,3,2,0,59,0,193,590,32.71
503215,Jasová,1151,47.9852828,18.4060765,503215,2,6,1,66,183,3,5,16,3,241,1,527,941,56
503223,Jatov,713,48.1375795,18.0036716,503223,1,0,1,33,96,5,6,6,0,213,1,362,618,58.58
503231,Kamenica nad Hronom - Garamkövesd,1269,47.835957,18.7315723,503231,1,0,77,18,61,1,4,8,0,111,0,281,1031,27.26
503240,Kamenín - Kéménd,1479,47.886901,18.6388555,503240,0,2,144,29,45,0,0,3,1,85,0,309,1219,25.35
503258,Kamenný Most - Kőhídgyarmat,1060,47.8470004,18.6393981,503258,0,0,156,18,44,1,3,7,0,79,0,308,864,35.65
503266,Kmeťovo,827,48.1682662,18.2763056,503266,1,12,0,54,151,5,2,14,1,207,0,447,700,63.86
503274,Kolta,1257,48.0186488,18.4160939,503274,2,1,1,105,163,3,7,9,0,292,0,583,1077,54.13
503282,Komjatice,4223,48.1450744,18.1588879,503282,2,17,2,185,570,6,28,35,2,908,3,1758,3321,52.94
503291,Komoča - Kamocsa,955,47.9619667,18.0418629,503291,0,2,130,24,59,1,2,9,0,70,0,297,790,37.59
503312,Leľa - Leléd,308,47.8571382,18.7747117,503312,3,1,77,1,23,3,0,0,1,33,0,142,294,48.3
503321,Lipová (NZ),1524,48.1178698,18.1722491,503321,0,9,1,99,174,9,9,7,0,389,0,697,1293,53.91
503339,Ľubá - Libád,404,47.856937,18.5962424,503339,0,2,66,8,21,0,1,4,0,33,0,135,339,39.82
503347,Malá nad Hronom - Kicsind,398,47.8573022,18.6833399,503347,1,0,54,5,8,0,0,0,0,53,0,121,314,38.54
503355,Malé Kosihy - Ipolykiskeszi,379,47.9263622,18.7424435,503355,0,0,31,5,16,0,1,1,0,21,0,75,286,26.22
503363,Maňa,2004,48.1522975,18.2943546,503363,1,5,1,124,204,7,13,9,2,479,0,845,1632,51.78
503371,Michal nad Žitavou,672,48.1881997,18.2676845,503371,0,5,0,74,99,1,2,5,0,210,0,396,583,67.92
503380,Veľký Kýr - Nyitranagykér,2980,48.1768847,18.1440673,503380,1,3,243,108,440,1,7,49,1,262,0,1115,2458,45.36
503398,Mojzesovo,1346,48.1368855,18.2346593,503398,0,0,1,55,144,1,10,11,0,311,0,533,1072,49.72
503401,Mužla - Muzsla,1912,47.7930146,18.5694838,503401,1,0,253,25,80,1,2,4,1,91,0,458,1502,30.49
503436,Nová Vieska - Kisújfalu,656,47.8680308,18.4562842,503436,0,0,200,9,19,0,3,1,0,30,0,262,562,46.62
503452,Palárikovo,4272,48.0363648,18.0596026,503452,1,9,1,223,506,21,30,23,3,789,2,1608,3428,46.91
503461,Bodíky - Nagybodak,274,47.9117548,17.4606531,503461,0,0,49,8,56,1,4,2,0,44,0,164,306,53.59
503479,Podhájska,1077,48.1028461,18.3409909,503479,0,5,0,69,158,2,17,6,1,270,0,528,908,58.15
503487,Pozba - Pozba,456,48.1123549,18.3829688,503487,0,1,82,16,56,2,3,8,0,45,0,213,390,54.62
503495,Radava,757,48.0933778,18.3132135,503495,0,5,0,70,114,3,7,12,1,188,1,401,667,60.12
503509,Rastislavice,951,48.1402551,18.075082,503509,0,2,0,51,116,2,5,9,0,267,0,452,798,56.64
503517,Rúbaň - Fűr,926,47.9300435,18.3955878,503517,0,0,133,11,20,1,2,4,0,66,0,237,705,33.62
503525,Salka - Ipolyszalka,974,47.8902719,18.733892,503525,0,2,107,13,21,0,1,5,0,67,0,216,778,27.76
503533,Semerovo,1332,48.0074346,18.3464518,503533,0,0,0,110,77,10,3,11,0,285,0,496,1052,47.15
503541,Sikenička - Kisgyarmat,436,47.9297292,18.6949904,503541,0,0,94,7,2,0,0,3,0,15,0,121,363,33.33
503550,Strekov - Kürt,1926,47.8991815,18.4074962,503550,1,2,332,19,91,2,1,10,0,75,0,533,1593,33.46
503568,Svodín - Szőgyén,2412,47.906161,18.506185,503568,1,2,301,30,83,3,0,14,2,119,0,555,1997,27.79
503576,Šarkan - Sárkányfalva,371,47.8597018,18.5616497,503576,1,0,43,2,11,0,0,0,0,26,0,83,288,28.82
503584,Štúrovo - Párkány,9777,47.7962708,18.7058626,503584,3,5,832,203,931,13,29,55,3,990,4,3068,8038,38.17
503592,Šurany,9562,48.0834214,18.1630492,503592,3,9,8,568,1266,22,60,54,6,2171,4,4171,7721,54.02
503606,Trávnica,1032,48.1421722,18.3458419,503606,1,2,0,68,180,4,5,7,0,244,1,512,886,57.79
503614,Tvrdošovce - Tardoskedd,5183,48.090436,18.0439981,503614,3,4,408,111,528,3,16,46,1,404,0,1524,4154,36.69
503631,Veľké Lovce,1803,48.0664322,18.3464959,503631,0,5,14,85,224,1,9,18,1,347,0,704,1500,46.93
503649,Zemné - Szímő,2136,47.9953505,18.0387872,503649,0,0,248,43,82,4,1,17,0,154,0,549,1729,31.75
503665,Galanta - Galánta,15052,48.1993834,17.7266538,503665,6,28,711,649,2786,19,93,147,2,1846,4,6291,12598,49.94
503673,Abrahám,1120,48.2475978,17.6207128,503673,1,6,3,68,201,11,14,20,2,236,0,562,923,60.89
503681,Boldog - Pozsonyboldogfa,488,48.2367879,17.4292957,503681,0,0,60,23,133,1,2,12,0,42,0,273,441,61.9
503690,Čierna Voda - Feketenyék,1424,48.1235736,17.6403713,503690,0,0,244,33,72,0,1,12,0,92,0,454,1148,39.55
503703,Čierny Brod - Vízkelet,1645,48.1787985,17.6232697,503703,0,0,181,40,113,0,3,14,0,95,0,446,1366,32.65
503711,Diakovce - Deáki,2381,48.1355574,17.8172074,503711,2,3,299,69,260,5,6,31,0,203,1,879,1954,44.98
503720,Dlhá nad Váhom - Vághosszúfalu,913,48.1817607,17.8629308,503720,0,1,127,25,165,2,1,23,0,77,0,421,769,54.75
503746,Dolné Saliby - Alsószeli,2020,48.0924664,17.7922829,503746,0,4,383,30,138,3,4,23,0,118,1,704,1704,41.31
503754,Dolný Chotár - Alsóhatár,361,47.9945726,17.8594173,503754,0,0,38,8,22,1,1,6,0,19,0,95,271,35.06
503762,Gáň,870,48.2326048,17.7201306,503762,1,1,5,47,164,1,12,12,2,173,0,418,697,59.97
503771,Horné Saliby - Felsőszeli,3198,48.1137888,17.7471421,503771,0,4,448,105,292,3,2,40,1,301,0,1196,2636,45.37
503789,Hoste,437,48.2612047,17.6418318,503789,1,5,1,37,77,1,5,11,0,97,0,235,388,60.57
503797,Hrubá Borša,1323,48.177381,17.4807634,503797,1,7,29,46,505,3,8,16,4,165,0,784,1253,62.57
503801,Hrubý Šúr - Hegysúr,1038,48.1679352,17.4117684,503801,1,3,81,35,228,0,4,23,0,84,0,459,840,54.64
503819,Hurbanova Ves,529,48.156497,17.4445071,503819,1,5,7,40,208,0,1,7,1,92,0,362,517,70.02
503827,Jánovce (GA),492,48.1825889,17.5282412,503827,1,0,24,19,117,1,9,5,1,75,0,252,410,61.46
503835,Jelka - Jóka,4042,48.1440902,17.5181118,503835,4,4,412,103,402,13,10,34,2,279,0,1263,3273,38.59
503843,Kajal - Nemeskajal,1554,48.1967514,17.7931789,503843,0,3,165,53,187,0,5,18,0,126,1,558,1277,43.7
503851,Kostolná pri Dunaji - Egyházfa,781,48.1741731,17.4449045,503851,0,6,49,21,206,2,11,9,0,68,0,372,633,58.77
503860,Košúty - Nemeskosút,1793,48.1739384,17.6552225,503860,2,2,120,80,274,0,5,25,1,223,2,734,1580,46.46
503878,Kráľov Brod - Királyrév,1058,48.0486371,17.8282142,503878,0,0,215,20,51,0,0,6,1,48,0,341,912,37.39
503886,Kráľová nad Váhom - Vágkirályfa,1828,48.176716,17.8284711,503886,0,1,175,49,302,3,10,29,0,199,1,769,1503,51.16
503894,Kráľová pri Senci,2233,48.1946151,17.464591,503894,1,9,4,112,504,5,25,13,1,307,1,982,1719,57.13
503924,Mostová - Hidaskürt,1578,48.1015336,17.6388161,503924,0,2,250,39,134,0,1,14,0,91,0,531,1313,40.44
503932,Neded - Negyed,3215,48.0036221,17.9618847,503932,0,0,251,87,176,1,8,16,2,266,2,809,2575,31.42
503959,Pata,3253,48.2794096,17.8278681,503959,1,9,0,206,494,8,19,34,1,653,2,1427,2601,54.86
503967,Pusté Sady,605,48.3094515,17.8232501,503967,0,2,0,44,84,0,1,8,0,125,2,266,518,51.35
503975,Pusté Úľany,1824,48.2187265,17.5581956,503975,0,6,3,96,371,4,15,18,0,340,2,855,1512,56.55
503983,Reca - Réte,1656,48.2263318,17.4589493,503983,1,4,97,50,355,1,5,15,0,206,5,739,1349,54.78
503991,Selice - Szelőce,2872,48.0906714,17.9550434,503991,1,1,94,54,119,3,4,34,1,180,0,491,2276,21.57
504009,Sereď,15737,48.2875374,17.7131687,504009,4,52,18,910,2812,39,110,121,9,2627,6,6708,12710,52.78
504017,Sládkovičovo - Diószeg,5415,48.2029677,17.6302251,504017,1,8,182,173,880,6,22,51,4,490,4,1821,4385,41.53
504025,Šaľa,21183,48.1396429,17.8907548,504025,3,47,352,725,4379,34,164,183,14,2799,8,8708,16786,51.88
504033,Šalgočka,465,48.3436918,17.8218169,504033,1,0,0,30,54,1,1,7,1,83,0,178,360,49.44
504041,Šintava,1754,48.284308,17.7767086,504041,0,10,0,112,353,4,18,24,1,321,0,843,1421,59.32
504050,Šoporňa,4081,48.2264511,17.837219,504050,0,3,2,227,505,6,27,26,2,859,0,1657,3391,48.86
504068,Tešedíkovo - Pered,3719,48.0884833,17.8432898,504068,1,0,452,80,280,6,3,20,92,158,0,1092,3030,36.04
504076,Tomášikovo - Tallós,1736,48.0682265,17.7217981,504076,1,1,224,26,83,1,0,16,0,109,0,461,1375,33.53
504084,Topoľnica - Tósnyárasd,799,48.1703248,17.7860438,504084,1,1,73,46,191,2,6,6,0,107,1,434,788,55.08
504092,Trnovec nad Váhom,2784,48.1493278,17.9488136,504092,0,5,41,134,395,3,20,23,2,368,0,991,2220,44.64
504106,Trstice - Nádszeg,3864,48.0202986,17.8209122,504106,0,0,695,33,172,1,2,23,2,148,0,1076,3206,33.56
504114,Váhovce - Vága,2097,48.2372609,17.7839975,504114,0,0,229,94,204,0,7,35,0,158,2,729,1734,42.04
504122,Veľká Mača - Nagymácséd,2614,48.2436891,17.6888855,504122,0,1,572,53,220,2,4,23,0,97,2,974,2085,46.71
504131,Veľké Úľany - Nagyfödémes,4665,48.1547179,17.5767775,504131,2,4,441,147,794,6,14,87,2,392,2,1891,3962,47.73
504149,Veľký Grob,1425,48.2464871,17.5176514,504149,1,3,1,74,310,3,16,2,1,243,0,654,1150,56.87
504157,Vinohrady nad Váhom,1657,48.3165317,17.7686999,504157,1,9,1,122,265,3,13,9,0,291,0,714,1368,52.19
504165,Vlčany - Vágfarkasd,3220,48.026282,17.9223576,504165,4,0,361,85,218,4,2,50,2,217,1,944,2646,35.68
504173,Vozokany (GA) - Pozsonyvezekény,1121,48.0972856,17.7029463,504173,0,1,246,18,62,2,0,9,1,69,0,408,925,44.11
504181,Zemianske Sady,870,48.3278202,17.8263362,504181,0,1,0,52,109,2,9,4,0,192,0,369,661,55.82
504190,Žihárec - Zsigárd,1794,48.0637745,17.890748,504190,0,1,236,49,113,0,1,12,0,121,1,534,1502,35.55
504203,Senica,19875,48.6778923,17.3644504,504203,6,49,5,890,3867,61,123,190,13,2897,1,8102,15965,50.75
504211,Bílkove Humence,194,48.5892624,17.2417705,504211,0,0,0,15,47,0,1,1,0,62,0,126,200,63
504220,Borský Svätý Jur,1631,48.5963837,17.06416,504220,1,0,1,85,330,2,13,14,0,261,0,707,1374,51.46
504238,Borský Mikuláš,3953,48.6240248,17.2326471,504238,1,10,3,244,691,6,21,46,6,628,1,1657,3281,50.5
504254,Brestovec (MY),979,48.7991748,17.5531355,504254,0,3,0,57,211,3,8,7,1,205,0,495,820,60.37
504262,Brezová pod Bradlom,4848,48.667809,17.5442098,504262,4,4,1,249,906,11,57,36,4,863,3,2138,3970,53.85
504271,Brodské,2303,48.6947732,17.0227133,504271,3,10,1,110,422,7,7,13,3,399,1,976,1868,52.25
504289,Bukovec (MY),431,48.7006104,17.4939172,504289,0,1,1,27,94,1,4,5,1,79,0,213,349,61.03
504297,Cerová,1105,48.5806276,17.3922982,504297,0,3,0,68,265,1,11,16,0,222,0,586,966,60.66
504319,Čáry,1269,48.6646873,17.077711,504319,0,4,0,67,129,2,5,14,2,235,0,458,1029,44.51
504327,Častkov,563,48.7543232,17.3596382,504327,0,1,0,30,167,2,5,8,0,82,0,295,443,66.59
504335,Dojč,1269,48.6839318,17.2557449,504335,0,11,0,97,224,4,6,22,1,233,0,598,1110,53.87
504343,Dubovce,614,48.7638327,17.2429141,504343,0,3,0,21,137,1,2,8,1,136,0,309,508,60.83
504351,Gbely,4921,48.7278542,17.0942229,504351,6,17,3,239,1034,16,40,38,2,588,2,1985,4087,48.57
504360,Hlboké,980,48.6439428,17.3842547,504360,0,0,0,70,179,3,6,12,0,196,0,466,860,54.19
504378,Holíč,11214,48.8032903,17.1516671,504378,6,17,6,476,2277,33,52,125,4,1487,3,4486,9010,49.79
504386,Hradište pod Vrátnom,672,48.6252603,17.4916382,504386,0,1,0,27,122,1,4,18,1,134,0,308,557,55.3
504394,Chropov,382,48.7901753,17.3520955,504394,0,0,0,31,74,2,2,10,0,62,0,181,303,59.74
504408,Chvojnica (MY),346,48.7983675,17.4035039,504408,0,0,0,17,62,0,2,4,0,66,0,151,263,57.41
504416,Jablonica,2258,48.6005467,17.4333448,504416,0,7,0,108,355,4,16,27,2,436,0,955,1814,52.65
504424,Jablonka,470,48.728175,17.6143612,504424,2,1,0,64,89,2,10,3,3,72,0,246,418,58.85
504432,Kátov,624,48.8349385,17.1691145,504432,0,1,0,47,132,3,1,8,0,91,0,283,493,57.4
504459,Kopčany,2555,48.7769281,17.1072815,504459,1,2,0,118,377,3,4,31,1,423,2,962,2022,47.58
504467,Košariská,415,48.666959,17.6072846,504467,0,0,0,29,102,0,3,5,0,95,0,234,353,66.29
504475,Koválov,693,48.7094478,17.2820631,504475,0,3,0,32,177,2,8,11,0,95,0,328,578,56.75
504483,Koválovec,144,48.7958723,17.3188391,504483,0,2,1,12,31,1,0,0,0,25,0,72,127,56.69
504491,Kuklov,789,48.6295685,17.0798389,504491,0,2,0,26,71,1,0,7,0,104,0,211,610,34.59
504513,Kúty,4036,48.6562882,17.008497,504513,2,27,2,238,1720,15,27,34,8,600,1,2674,4331,61.74
504521,Lakšárska Nová Ves,1130,48.5763389,17.1659796,504521,1,9,2,78,181,6,13,12,0,166,0,468,949,49.32
504530,Letničie,500,48.7079307,17.18092,504530,0,2,1,31,96,1,3,13,0,103,1,251,402,62.44
504548,Lopašov,332,48.7561829,17.3252401,504548,0,0,0,15,147,0,0,4,1,17,1,185,254,72.83
504556,Malé Leváre,1510,48.504772,16.9560127,504556,0,2,0,97,333,8,12,18,1,242,0,713,1456,48.97
504564,Mokrý Háj,729,48.8082326,17.2506881,504564,1,6,0,30,142,6,16,12,0,114,0,327,573,57.07
504572,Moravský Svätý Ján,2150,48.5721556,16.9864744,504572,0,7,1,130,540,6,21,22,0,284,0,1011,1831,55.22
504581,Myjava,10985,48.7501837,17.535974,504581,6,11,3,518,2221,24,141,89,7,1882,5,4907,8916,55.04
504599,Oreské (SI),395,48.7439029,17.3039643,504599,0,2,0,8,141,0,10,7,0,32,1,201,303,66.34
504602,Osuské,609,48.638985,17.4518225,504602,0,1,0,17,86,3,5,10,1,81,1,205,500,41
504611,Petrova Ves,1082,48.724344,17.1636738,504611,1,2,0,59,248,4,7,18,2,147,0,488,849,57.48
504629,Plavecké Podhradie,698,48.4810067,17.2736653,504629,0,5,4,40,181,1,12,7,0,137,0,387,619,62.52
504637,Plavecký Mikuláš,740,48.5095061,17.3008556,504637,1,0,0,49,164,4,4,7,0,189,0,418,636,65.72
504645,Plavecký Peter,608,48.5341099,17.3239703,504645,0,12,0,37,85,1,3,16,1,138,0,293,510,57.45
504653,Podbranč,621,48.7316779,17.4552627,504653,0,2,0,43,124,5,15,9,2,133,0,333,529,62.95
504661,Polianka,396,48.7190721,17.5810385,504661,0,1,0,26,67,2,3,3,0,79,0,181,327,55.35
504670,Popudinské Močidľany,963,48.7842966,17.216975,504670,1,1,0,51,208,5,6,17,1,104,0,394,777,50.71
504688,Poriadie,682,48.7790135,17.6089881,504688,0,0,1,41,208,3,9,3,2,105,1,373,610,61.15
504696,Priepasné,354,48.6928353,17.5838844,504696,1,0,0,31,65,3,5,4,0,69,0,178,291,61.17
504700,Prietrž,753,48.6852855,17.4555486,504700,0,1,0,46,136,0,10,6,2,168,0,369,613,60.2
504718,Prietržka,538,48.8065979,17.2078912,504718,0,4,1,30,176,3,8,7,1,57,0,287,454,63.22
504726,Prievaly,985,48.55986,17.346421,504726,0,2,0,33,189,5,6,20,0,220,0,475,785,60.51
504734,Radimov,535,48.7551161,17.2059475,504734,2,2,1,38,118,2,1,6,2,80,0,252,423,59.57
504742,Radošovce (SI),1778,48.7725927,17.2771676,504742,1,24,0,80,469,6,15,28,1,221,1,846,1425,59.37
504769,Rohožník (MA),3616,48.4396114,17.1952463,504769,1,6,0,179,615,16,24,28,1,539,4,1413,2887,48.94
504777,Rovensko,434,48.7172774,17.373437,504777,0,0,0,23,143,2,5,12,1,67,0,253,370,68.38
504793,Rudník (MY),817,48.7573761,17.6268071,504793,0,1,0,70,146,3,18,4,1,151,0,394,700,56.29
504815,Skalica,15573,48.8382008,17.2565834,504815,6,21,5,631,3745,35,133,168,8,1848,7,6607,12684,52.09
504823,Smolinské,903,48.6829083,17.1176536,504823,1,5,0,54,198,0,2,13,0,163,0,436,761,57.29
504831,Smrdáky,584,48.7234243,17.3059657,504831,1,3,0,53,138,1,6,8,0,133,0,343,512,66.99
504840,Sobotište,1424,48.7466614,17.4154783,504840,0,5,0,66,404,3,9,10,2,256,1,756,1252,60.38
504858,Sološnica,1671,48.4615525,17.2367502,504858,1,8,1,73,360,5,11,24,1,289,1,774,1378,56.17
504866,Stará Myjava,762,48.8079964,17.5966982,504866,2,3,0,58,217,2,19,5,0,145,0,451,658,68.54
504874,Studienka,1685,48.5291874,17.1308772,504874,2,6,0,110,354,2,13,15,3,301,3,809,1483,54.55
504882,Šajdíkove Humence,1089,48.6520276,17.2891417,504882,1,1,3,54,219,5,7,22,0,178,3,493,935,52.73
504891,Šaštín-Stráže,4979,48.6361456,17.1440087,504891,0,18,2,243,655,17,17,39,2,794,1,1788,4047,44.18
504904,Štefanov,1638,48.6768453,17.2004382,504904,0,4,2,76,219,6,5,18,1,289,2,622,1285,48.4
504912,Trnovec,285,48.7955673,17.1895068,504912,0,2,1,20,74,0,3,6,1,41,0,148,243,60.91
504939,Unín,1206,48.7258795,17.2219069,504939,2,8,1,64,263,10,11,16,4,191,0,570,987,57.75
504947,Veľké Leváre,3719,48.5072991,17.0028456,504947,1,9,3,166,646,6,24,27,1,586,0,1469,3064,47.94
504963,Vrádište,852,48.8262983,17.1953358,504963,0,4,0,47,173,2,5,13,0,136,1,381,673,56.61
504971,Vrbovce,1450,48.8005352,17.4702464,504971,0,7,0,81,268,8,15,7,2,299,2,689,1203,57.27
504980,Závod,2978,48.5452539,17.0512566,504980,0,13,1,165,413,5,19,21,4,545,2,1188,2356,50.42
504998,Topoľčany,25249,48.5765633,18.1698474,504998,9,43,7,1532,3723,42,190,212,9,5214,14,10995,20368,53.98
505021,Lipovník (TO),315,48.5743605,18.0090366,505021,0,2,0,38,39,0,6,5,0,74,1,165,269,61.34
505048,Ludanice,1794,48.5048101,18.1118488,505048,0,12,1,99,197,5,12,14,2,423,1,766,1433,53.45
505056,Ľutov,174,48.7889042,18.2880465,505056,0,0,0,20,36,0,2,4,0,44,0,106,152,69.74
505064,Lužany,225,48.5176332,18.0105539,505064,0,0,0,19,36,3,5,3,0,50,0,116,190,61.05
505072,Malá Hradná,411,48.7570218,18.1614029,505072,0,1,0,34,76,1,1,5,1,89,0,208,318,65.41
505102,Malé Hoste,409,48.7017721,18.1368093,505102,0,1,0,33,39,0,3,2,1,120,0,199,345,57.68
505129,Malé Kršteňany,527,48.6454564,18.4359559,505129,0,1,1,58,76,0,10,8,0,96,0,250,445,56.18
505137,Malé Ripňany,545,48.4768407,17.9759025,505137,0,2,0,57,63,0,3,3,0,152,0,280,455,61.54
505153,Miezgovce,283,48.716346,18.3209286,505153,0,1,0,22,47,0,1,2,3,64,1,141,235,60
505170,Nadlice,594,48.6263155,18.2459645,505170,0,0,0,68,78,0,6,8,3,143,0,306,496,61.69
505196,Nedanovce,612,48.5869664,18.2944809,505196,0,3,0,47,80,3,0,6,0,175,0,314,507,61.93
505200,Nedašovce,435,48.6655577,18.327516,505200,0,1,0,53,38,3,1,2,0,118,0,216,353,61.19
505226,Nemečky,309,48.6785428,18.1115783,505226,0,0,0,27,38,2,4,2,0,94,0,167,287,58.19
505234,Nitrianska Blatnica,1232,48.5618267,17.9686872,505234,2,4,1,87,153,4,6,7,0,309,0,573,1036,55.31
505242,Nitrianska Streda,743,48.5103963,18.2018816,505242,0,0,1,73,90,1,14,2,0,215,0,396,618,64.08
505251,Norovce,335,48.6333277,18.1759535,505251,0,0,0,22,43,0,3,0,0,88,0,156,281,55.52
505277,Omastiná,40,48.7857276,18.4060072,505277,0,0,0,4,3,2,0,0,0,18,0,27,41,65.85
