IDN4,obec,populace,centroid-lat,centroid-lon,obec_code,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec,voted,voters,turnout
528137,Beša (MI) - Bés,378,48.5269378,21.9469678,528137,0,1,52,2,14,1,0,1,1,32,0,104,301,34.55
528145,Biel - Bély,1352,48.4050699,22.0551837,528145,0,1,106,19,52,4,1,14,3,113,0,313,1108,28.25
528153,Svätá Mária - Bodrogszentmária,532,48.4466147,21.8365305,528153,0,0,78,8,29,0,2,12,0,58,1,188,467,40.26
528161,Boľ - Boly,734,48.4774023,21.9412321,528161,0,0,66,11,11,0,0,5,0,31,0,124,583,21.27
528170,Borša - Borsi,1146,48.3964789,21.7017736,528170,1,3,83,15,114,2,1,23,2,206,1,451,954,47.27
528188,Boťany - Battyán,1193,48.4518862,22.0984504,528188,0,0,154,9,16,0,0,21,0,53,0,253,955,26.49
528200,Brehov - Imreg,583,48.4900623,21.8074736,528200,0,1,15,11,43,2,0,11,2,57,0,142,460,30.87
528218,Brezina,653,48.5508245,21.552764,528218,0,2,0,16,73,2,7,4,0,127,0,231,508,45.47
528226,Byšta,148,48.5242548,21.548842,528226,0,2,0,14,19,0,5,3,0,54,1,98,120,81.67
528234,Cejkov,1171,48.4630738,21.7607819,528234,0,2,1,66,112,5,7,16,0,250,0,459,959,47.86
528242,Čeľovce,550,48.6011477,21.62773,528242,0,1,1,18,58,2,4,2,0,92,1,179,417,42.93
528251,Čerhov,749,48.4625633,21.6454869,528251,0,0,0,25,81,1,6,5,0,114,0,232,601,38.6
528269,Černochov - Csarnahó,188,48.4431143,21.7269431,528269,0,0,20,4,12,0,1,7,0,32,0,76,165,46.06
528277,Čičarovce - Csicser,902,48.5360572,22.0113144,528277,0,0,152,7,18,2,1,6,1,55,0,242,696,34.77
528285,Čierna - Ágcsernyő,444,48.4336463,22.1230039,528285,0,0,80,2,15,3,0,5,0,35,0,140,355,39.44
528293,Čierna nad Tisou - Tiszacsernyő,3586,48.4182814,22.0866408,528293,0,1,109,60,131,4,4,46,3,260,0,618,2750,22.47
528307,Čierne Pole,336,48.5814546,22.0718412,528307,1,0,1,21,36,0,4,4,0,49,0,116,270,42.96
528315,Dargov,607,48.74387,21.564009,528315,0,0,0,52,98,1,8,8,2,111,2,282,513,54.97
528323,Dobrá - Kisdobra,488,48.4080152,22.027485,528323,0,2,38,4,4,1,0,9,0,41,0,99,396,25
528331,Drahňov - Deregnyő,1578,48.58886,21.9657794,528331,0,0,15,14,21,5,0,12,0,116,0,183,1040,17.6
528340,Dvorianky,650,48.7245671,21.7131102,528340,2,0,0,27,88,3,2,10,0,172,0,304,522,58.24
528358,Egreš,461,48.6155517,21.5983901,528358,0,0,0,12,37,0,0,3,0,64,0,116,331,35.05
528366,Hraň,1586,48.5454788,21.7849677,528366,2,0,1,59,89,4,12,19,1,265,2,454,1248,36.38
528374,Hrčeľ,1052,48.5202706,21.6902546,528374,0,0,0,20,38,1,1,3,0,96,0,159,685,23.21
528382,Hriadky,417,48.7000262,21.7105296,528382,0,0,0,33,70,1,2,7,1,55,0,169,349,48.42
528391,Ižkovce - Iske,91,48.5550878,21.9517601,528391,0,0,18,4,1,0,1,0,0,27,0,51,86,59.3
528404,Kapušianske Kľačany - Kaposkelecsény,937,48.5103409,22.096317,528404,0,0,137,4,25,1,2,2,0,38,0,209,664,31.48
528412,Kašov,296,48.4883096,21.7333816,528412,0,0,0,22,21,4,5,1,0,55,0,108,233,46.35
528421,Kazimír,839,48.5281233,21.5891881,528421,0,1,1,31,79,1,3,9,1,155,0,281,673,41.75
528439,Kožuchov,184,48.5625496,21.718252,528439,0,0,0,9,14,1,5,2,0,51,0,82,152,53.95
528447,Kráľovský Chlmec - Királyhelmec,7489,48.4290759,21.9774606,528447,1,2,517,81,280,3,9,48,8,491,0,1440,5907,24.38
528455,Kravany (TV),366,48.7645188,21.6365202,528455,1,1,0,15,17,1,0,3,0,84,0,122,263,46.39
528463,Krišovská Liesková - Mokcsamogyorós,924,48.5880932,22.0285663,528463,1,0,71,8,23,1,0,10,0,69,0,183,665,27.52
528471,Kuzmice (TV),1704,48.5729644,21.5594327,528471,2,1,0,79,158,4,17,19,0,310,0,590,1359,43.41
528480,Kysta,388,48.5056301,21.7136962,528480,0,0,0,28,36,2,2,3,0,102,1,174,335,51.94
528498,Ladmovce - Ladamóc,307,48.4131584,21.7717998,528498,1,2,70,4,18,0,0,2,0,21,1,119,266,44.74
528501,Lastovce,1250,48.5446429,21.628547,528501,2,1,2,18,46,0,1,12,0,124,0,206,840,24.52
528510,Leles - Lelesz,1889,48.4755393,22.03557,528510,0,0,115,28,42,1,2,39,0,106,0,333,1449,22.98
528528,Luhyňa,309,48.4882367,21.6371884,528528,0,0,0,16,24,0,4,10,0,68,0,122,248,49.19
528536,Malé Ozorovce,525,48.689136,21.5925468,528536,0,0,2,38,47,3,11,5,0,132,0,238,430,55.35
528544,Malé Trakany - Kistárkány,1124,48.4044897,22.1231799,528544,2,4,106,12,22,3,0,6,0,63,0,218,912,23.9
528552,Malý Horeš - Kisgéres,1091,48.3963685,21.9462653,528552,0,1,255,7,23,0,1,6,0,33,0,326,900,36.22
528561,Malý Kamenec - Kiskövesd,438,48.3477138,21.7871941,528561,0,0,91,6,12,0,0,7,0,40,0,156,392,39.8
528579,Maťovské Vojkovce - Mátyócvajkóc,705,48.5720544,22.1331939,528579,2,0,50,8,3,2,3,7,0,30,0,105,515,20.39
528587,Michaľany,1744,48.5132081,21.6308794,528587,2,6,6,62,182,1,7,16,1,309,1,593,1380,42.97
528609,Nižný Žipov,1445,48.5801635,21.628258,528609,0,9,0,27,101,3,4,20,2,168,0,334,1080,30.93
528617,Novosad,1017,48.5303691,21.7445214,528617,0,4,1,43,85,3,5,5,2,167,2,317,815,38.9
528625,Nový Ruskov,679,48.6482591,21.6715813,528625,0,3,0,45,84,2,10,8,0,164,0,316,533,59.29
528633,Oborín - Abara,692,48.5142504,21.8646717,528633,0,0,74,13,19,1,0,8,0,55,0,170,570,29.82
528641,Plechotice,749,48.6294913,21.6383455,528641,0,1,0,33,69,1,2,3,0,171,0,280,578,48.44
528650,Svätuše - Bodrogszentes,779,48.4270968,21.9180969,528650,0,0,65,12,24,1,0,4,0,72,0,178,663,26.85
528668,Poľany - Bodrogmező,506,48.478983,21.9874653,528668,0,0,67,4,11,0,0,4,1,21,0,108,379,28.5
528676,Parchovany,1966,48.7500685,21.7225937,528676,1,10,0,62,191,4,12,21,2,331,1,635,1494,42.5
528684,Pribeník - Perbenyik,952,48.3934042,21.9914973,528684,5,0,109,24,38,0,1,8,0,95,0,280,812,34.48
528692,Ptrukša - Szirénfalva,461,48.4732669,22.1342654,528692,0,0,87,3,5,1,3,8,0,46,0,153,384,39.84
528706,Rad - Rad,498,48.4402692,21.866148,528706,0,0,74,7,7,1,0,3,0,80,0,172,426,40.38
528714,Ruská - Dobóruszka,609,48.5349625,22.1394049,528714,0,0,63,5,7,3,0,3,0,32,0,113,450,25.11
528722,Sečovce,8526,48.7035433,21.659905,528722,2,11,3,373,759,12,51,80,2,1140,2,2435,6301,38.64
528731,Holčíkovce,419,49.0207718,21.7214474,528731,2,3,0,33,56,0,2,7,0,114,1,218,370,58.92
528749,Jasenovce,213,48.9974936,21.758275,528749,0,0,0,32,16,0,1,3,0,44,0,96,169,56.8
528757,Jastrabie nad Topľou,487,48.9478555,21.6094348,528757,0,1,0,15,29,0,2,20,0,87,0,154,357,43.14
528765,Juskova Voľa,296,48.8613437,21.5410273,528765,0,5,0,26,34,1,11,0,0,105,0,182,252,72.22
528773,Kamenná Poruba (VT),1548,48.8467894,21.6446859,528773,0,0,0,37,51,0,1,23,1,157,0,270,1033,26.14
528781,Kladzany,536,48.88651,21.7587381,528781,0,0,0,41,67,4,6,0,0,136,1,255,448,56.92
528790,Komárany,505,48.9248329,21.6382436,528790,0,3,0,27,55,2,3,2,0,118,0,210,377,55.7
528803,Košarovce,620,49.0417308,21.7700164,528803,2,2,0,47,44,2,1,4,0,147,0,249,454,54.85
528811,Kučín (VT),556,48.8694645,21.7516909,528811,0,0,0,14,26,0,2,4,0,68,0,114,393,29.01
528820,Kvakovce,412,49.0137284,21.6726908,528820,0,2,0,40,29,0,1,1,0,114,0,187,392,47.7
528838,Majerovce,449,48.8913715,21.7160947,528838,0,4,0,36,50,0,6,4,0,114,1,215,353,60.91
528846,Malá Domaša,639,48.9799923,21.713295,528846,0,0,0,40,42,1,2,8,0,123,0,216,454,47.58
528854,Matiaška,290,49.0734244,21.5823878,528854,1,3,0,23,19,1,0,1,0,82,0,130,219,59.36
528862,Medzianky,299,49.0402556,21.4791894,528862,0,2,0,15,49,0,9,1,0,75,0,151,248,60.89
528871,Merník,614,48.953408,21.6413014,528871,2,0,0,45,51,1,6,2,0,154,0,261,481,54.26
528889,Michalok,276,48.9910483,21.6331329,528889,0,0,0,31,30,2,6,2,0,71,1,143,254,56.3
528897,Nižná Sitnica,299,49.0777716,21.7826886,528897,0,2,0,18,11,0,0,3,0,104,0,138,249,55.42
528901,Nižný Hrabovec,1625,48.8550735,21.7623987,528901,1,4,0,78,149,3,7,6,1,298,1,548,1300,42.15
528919,Nižný Hrušov,1508,48.80237,21.7704468,528919,0,6,0,103,167,5,20,4,0,411,0,716,1256,57.01
528927,Nižný Kručov,387,48.9047369,21.6531238,528927,0,1,0,34,61,0,2,5,0,83,0,186,308,60.39
528935,Nová Kelča,330,49.0621884,21.7033673,528935,0,0,0,47,44,2,3,3,0,74,1,174,296,58.78
528943,Ondavské Matiašovce,805,48.9407567,21.746442,528943,1,3,1,33,66,0,3,25,0,132,1,265,617,42.95
528951,Pakostov,431,49.0965709,21.8277671,528951,0,2,0,22,45,1,1,0,1,136,0,208,369,56.37
528960,Pavlovce (VT),797,49.01662,21.4352761,528960,0,3,0,84,87,2,10,9,0,149,1,345,619,55.74
528978,Petkovce,135,49.0065778,21.6092284,528978,0,2,0,23,19,0,2,2,0,34,0,82,112,73.21
528986,Petrovce (VT),450,48.9901258,21.464944,528986,0,0,0,40,33,2,4,1,1,135,0,216,364,59.34
528994,Piskorovce,117,49.1117113,21.7351944,528994,0,0,0,2,10,0,0,2,0,38,0,52,100,52
529001,Poša,941,48.8355517,21.7640665,529001,0,0,0,40,33,2,2,3,0,156,0,236,649,36.36
529010,Prituľany - Притуляны,41,49.1325068,21.7651672,529010,0,0,0,5,7,2,0,1,0,18,0,33,42,78.57
529028,Prosačov,211,49.054232,21.5430858,529028,0,0,0,8,4,0,1,1,0,27,0,41,151,27.15
529036,Radvanovce,218,49.0519256,21.4613088,529036,0,0,0,37,19,0,3,2,0,43,0,104,174,59.77
529044,Rafajovce,165,49.0445885,21.7377672,529044,0,0,0,7,8,0,3,1,1,33,0,53,119,44.54
529052,Remeniny,273,49.0418843,21.5625838,529052,1,1,0,33,36,1,4,9,0,65,0,150,235,63.83
529061,Rohožník (HE) - Рогожник,44,49.1151342,21.7584106,529061,0,0,0,10,5,0,1,1,0,8,0,25,37,67.57
529079,Rudlov,687,48.9279934,21.5421649,529079,0,2,0,27,56,0,5,19,0,130,0,239,520,45.96
529087,Ruská Kajňa,108,49.1239711,21.8251207,529087,0,0,0,13,16,1,1,1,0,36,0,68,83,81.93
529095,Ruská Poruba - Руська Поруба,214,49.1417242,21.7915077,529095,0,1,0,18,20,3,3,1,0,50,0,96,182,52.75
529109,Ruská Voľa,86,49.1011329,21.5832628,529109,0,0,0,4,5,0,0,2,0,9,0,20,65,30.77
529117,Vyšný Kazimír,188,48.9417352,21.6827605,529117,0,0,1,14,26,1,5,1,0,54,0,102,167,61.08
529125,Sačurov,2478,48.8226654,21.6887701,529125,1,5,0,131,145,2,6,33,0,338,0,661,1652,40.01
529133,Sečovská Polianka,2701,48.785208,21.6897143,529133,2,8,0,170,242,3,17,22,0,459,0,923,2077,44.44
529141,Sedliská,1477,48.9116391,21.7210269,529141,0,3,0,79,127,2,4,17,1,270,0,503,1102,45.64
529150,Skrabské,775,49.0174053,21.5881533,529150,0,0,0,29,35,3,6,4,0,129,0,206,562,36.65
529168,Slovenská Kajňa,727,48.968558,21.6904915,529168,0,1,0,31,91,4,7,13,0,160,0,307,630,48.73
529176,Soľ,2629,48.9202136,21.5992338,529176,0,2,0,71,150,2,7,66,0,327,0,625,1878,33.28
529184,Štefanovce (VT),107,48.9611505,21.7810976,529184,0,1,1,13,4,0,0,0,0,25,0,44,80,55
529192,Tovarné,992,48.9178947,21.7641438,529192,0,3,2,86,66,6,9,5,0,236,0,413,853,48.42
529206,Tovarnianska Polianka,110,48.8946999,21.7730551,529206,0,0,0,8,19,0,0,0,0,30,0,57,88,64.77
529214,Vavrinec,55,49.0501005,21.6006038,529214,0,0,0,6,5,0,0,0,0,25,0,36,57,63.16
529222,Vechec,2837,48.8659514,21.6084063,529222,0,7,0,93,125,2,12,54,0,283,1,577,1979,29.16
529231,Vlača,226,49.0495947,21.5022913,529231,1,4,0,15,45,0,4,5,1,42,0,117,183,63.93
529249,Vyšná Sitnica,344,49.1023984,21.7844161,529249,0,3,1,9,31,1,4,6,0,116,0,171,278,61.51
529257,Vyšný Žipov,1142,48.9797062,21.5974116,529257,1,2,0,55,102,3,6,9,0,235,1,414,896,46.21
529265,Zámutov,3290,48.8986082,21.5181532,529265,1,3,0,83,114,5,14,54,2,490,0,766,2390,32.05
529273,Závada (HE) - Завада,65,49.1759735,21.7847816,529273,0,0,0,8,1,1,1,1,0,14,0,26,60,43.33
529281,Zlatník,76,48.9623234,21.5297795,529281,0,0,0,9,7,0,0,1,0,25,0,42,62,67.74
529290,Žalobín,819,48.9730952,21.7468053,529290,0,0,1,28,41,3,4,3,0,146,0,226,623,36.28
542652,Bánovce nad Bebravou,17311,48.7246135,18.249017,542652,8,37,3,1011,2645,46,199,151,5,3358,9,7472,13674,54.64
542661,Belince,364,48.4621908,18.0919359,542661,0,0,0,18,50,1,0,2,0,107,0,178,300,59.33
542695,Biskupová,244,48.461475,17.9831958,542695,1,0,0,17,40,0,2,1,0,58,0,119,195,61.03
542709,Blesovce,346,48.5559999,18.0408008,542709,1,0,0,27,35,0,1,2,1,105,0,172,276,62.32
542717,Bojná,2028,48.5956803,18.0340825,542717,0,6,0,154,188,15,7,8,0,534,2,914,1641,55.7
542733,Bošany,4063,48.5760521,18.2483339,542733,2,14,1,270,595,11,47,25,2,856,5,1828,3273,55.85
542741,Brezolupy,504,48.7000438,18.3052062,542741,0,0,0,45,91,1,3,2,0,110,0,252,410,61.46
542776,Cimenná,101,48.7285345,18.1352636,542776,0,0,0,7,15,1,3,1,0,28,0,55,81,67.9
542792,Čermany,364,48.4739641,18.0314655,542792,1,0,0,36,49,0,6,3,0,100,0,195,315,61.9
542806,Čierna Lehota (BN),110,48.8705789,18.3374906,542806,0,0,1,6,16,0,2,1,0,48,0,74,112,66.07
542822,Dežerice,1019,48.768986,18.2122072,542822,0,1,0,62,209,2,8,23,1,189,0,495,849,58.3
542849,Dolné Naštice,588,48.6927758,18.2573146,542849,0,3,0,39,112,2,5,3,0,119,1,284,472,60.17
542857,Dubnička,124,48.7756908,18.3066803,542857,1,0,0,8,26,0,2,7,1,39,0,84,112,75
542873,Dvorec,475,48.7183654,18.2122481,542873,0,0,1,52,61,2,3,2,0,120,0,241,398,60.55
542881,Hajná Nová Ves,340,48.5368454,18.0325544,542881,0,0,1,32,21,0,2,0,0,96,0,152,284,53.52
542890,Haláčovce,369,48.705612,18.186839,542890,0,5,0,30,51,0,2,3,0,79,0,170,268,63.43
542920,Horné Naštice,506,48.7430258,18.297906,542920,2,0,0,45,122,2,6,5,0,84,0,266,405,65.68
542938,Horné Obdokovce,1490,48.5010338,18.0448135,542938,0,1,2,112,149,6,10,16,2,353,0,651,1217,53.49
542954,Horné Štitáre,607,48.524303,18.0582522,542954,1,3,0,44,90,2,4,5,0,130,1,280,516,54.26
542962,Hradište (PE),1003,48.6880361,18.3654522,542962,0,0,0,57,143,10,9,8,0,193,2,422,794,53.15
542971,Hrušovany,1092,48.4391836,18.0880054,542971,0,5,0,88,145,0,14,12,2,270,1,537,888,60.47
543004,Chynorany,2725,48.6116239,18.2762899,543004,3,16,2,180,457,6,30,44,3,489,2,1232,2176,56.62
543039,Kamanová,607,48.4713837,18.0932751,543039,0,1,0,31,51,0,7,3,0,181,0,274,508,53.94
543047,Klátova Nová Ves,1611,48.5391229,18.3106458,543047,0,7,0,135,169,3,16,10,1,463,0,804,1302,61.75
543055,Kolačno,885,48.5786478,18.4151049,543055,0,2,0,54,136,2,6,12,0,217,0,429,708,60.59
543063,Koniarovce,647,48.4301087,18.0857115,543063,1,5,0,36,106,1,10,5,0,162,1,327,533,61.35
543071,Kovarce,1579,48.4859024,18.1896865,543071,0,2,0,95,185,3,9,16,2,362,2,676,1274,53.06
543080,Krásna Ves,496,48.8438728,18.230847,543080,1,0,2,33,69,3,10,8,0,123,0,249,407,61.18
543101,Krnča,1366,48.5268427,18.2732971,543101,0,2,0,111,144,2,8,16,2,386,0,671,1132,59.28
543110,Krtovce,290,48.5374699,18.0099294,543110,0,1,0,30,41,2,0,0,0,74,0,148,256,57.81
543136,Kšinná,486,48.8259327,18.3700221,543136,0,0,0,40,90,0,4,3,0,121,0,258,393,65.65
543144,Hrišovce,285,48.9504433,20.9072754,543144,0,0,0,8,67,3,2,3,0,59,0,142,242,58.68
543152,Chrasť nad Hornádom,904,48.916721,20.6971611,543152,0,1,0,38,76,2,12,6,2,88,0,225,631,35.66
543161,Iliašovce,1006,48.9899435,20.5272494,543161,0,1,0,44,170,1,11,10,2,150,1,390,785,49.68
543179,Jablonov,987,49.0311403,20.69896,543179,0,1,0,42,114,0,5,8,0,140,0,310,730,42.47
543187,Jaklovce,1843,48.8759525,21.0050208,543187,2,1,1,105,230,10,19,10,0,398,4,780,1492,52.28
543195,Jamník (SN),1179,48.9421154,20.6615377,543195,0,10,1,77,224,1,13,15,2,174,1,518,917,56.49
543209,Kaľava,395,48.9371401,20.8687583,543209,0,0,0,31,25,0,0,3,0,82,0,141,294,47.96
543225,Klčov,630,49.0100666,20.6680205,543225,0,1,0,20,106,2,9,8,0,106,0,252,492,51.22
543233,Kluknava,1528,48.9214159,20.9554482,543233,1,4,1,86,225,2,11,13,1,361,2,707,1226,57.67
543241,Kojšov,697,48.8039607,20.9970587,543241,2,4,1,72,76,1,2,6,0,165,0,329,570,57.72
543250,Kolinovce,590,48.9243046,20.8465773,543250,0,0,0,32,59,4,2,1,0,75,1,174,439,39.64
543268,Krompachy,8739,48.9040061,20.8757613,543268,5,7,3,381,699,17,38,35,3,1297,1,2486,6013,41.34
543276,Kurimany,369,49.0007972,20.5379163,543276,0,9,0,20,126,2,3,16,2,38,0,216,317,68.14
543284,Letanovce,2265,48.9551106,20.4343886,543284,0,13,0,43,270,1,8,18,8,136,0,497,1568,31.7
543292,Levoča,14256,49.0583176,20.5980294,543292,2,40,4,638,1957,19,99,171,4,1671,4,4609,10958,42.06
543306,Lieskovany,365,48.9271928,20.605952,543306,0,1,0,24,100,3,1,7,0,53,0,189,295,64.07
543314,Lúčka (LE),114,49.041483,20.732753,543314,0,0,0,12,16,0,1,0,0,34,0,63,105,60
543322,Margecany,1876,48.8993669,21.0153701,543322,0,6,0,121,369,2,32,12,0,419,3,964,1581,60.97
543331,Markušovce,4624,48.9041007,20.6189836,543331,1,6,1,84,226,5,10,67,0,299,0,699,3015,23.18
543349,Matejovce nad Hornádom,543,48.9076272,20.6774313,543349,1,2,0,29,109,1,4,4,0,97,0,247,429,57.58
543357,Mlynky,512,48.8562681,20.4356544,543357,0,1,0,41,91,3,9,1,0,106,0,252,441,57.14
543365,Mníšek nad Hnilcom,1816,48.8122937,20.8031182,543365,0,1,1,61,78,6,8,19,1,203,0,378,1264,29.91
543373,Nálepkovo,3630,48.8227525,20.6010898,543373,1,1,0,69,148,7,8,21,1,249,2,507,2246,22.57
543381,Nemešany,422,49.0086818,20.6843977,543381,3,2,1,20,107,2,4,2,1,87,0,229,346,66.18
543390,Nižné Repaše,159,49.0974806,20.7134333,543390,0,0,0,19,27,0,2,0,0,50,0,98,140,70
543403,Odorín,1005,48.9319342,20.6367223,543403,0,9,1,58,203,6,15,15,0,150,1,458,791,57.9
543411,Olcnava,1040,48.9108919,20.7514149,543411,2,3,0,71,114,1,11,10,0,202,0,414,799,51.81
543420,Oľšavica,256,49.090038,20.7517158,543420,0,0,0,27,38,4,9,1,0,66,0,145,201,72.14
543438,Oľšavka (SN),186,48.9684437,20.8262039,543438,0,1,0,16,37,5,1,0,0,35,0,95,151,62.91
543446,Ordzovany,158,49.0512674,20.7906419,543446,0,0,0,10,30,2,5,4,0,22,0,73,133,54.89
543454,Pavľany,42,49.0632686,20.7228191,543454,0,0,0,6,6,1,2,0,0,16,0,31,53,58.49
543462,Poľanovce,160,49.0343773,20.8552395,543462,1,1,0,16,38,0,1,0,0,26,0,83,137,60.58
543471,Pongrácovce,127,49.0238693,20.8256469,543471,0,0,0,22,25,0,4,3,0,12,0,66,103,64.08
543489,Poráč,1006,48.8774955,20.7257817,543489,0,1,0,48,105,7,3,5,1,151,0,321,807,39.78
543497,Prakovce,3292,48.8028199,20.8859729,543497,2,5,1,119,219,6,21,24,1,582,0,980,2490,39.36
543501,Richnava,3171,48.9317355,20.9145849,543501,1,1,0,49,77,4,7,37,1,133,0,310,1716,18.07
543519,Rudňany,4789,48.8757732,20.6813758,543519,0,3,0,106,144,12,8,26,2,318,1,620,2776,22.33
543527,Slatvina,308,48.964314,20.8517484,543527,0,1,0,23,82,3,5,0,0,46,0,160,239,66.95
543535,Slovinky,1794,48.865301,20.8060331,543535,1,3,2,142,129,16,4,8,3,327,1,636,1423,44.69
543551,Smolnícka Huta,485,48.7614169,20.7966339,543551,0,0,0,17,57,2,0,3,0,59,0,138,353,39.09
543560,Smolník,986,48.7275564,20.7087786,543560,0,2,1,38,130,4,17,13,3,130,0,338,835,40.48
543578,Spišské Podhradie,3791,49.0019083,20.7457218,543578,0,26,0,203,464,8,32,27,2,592,1,1355,2975,45.55
543586,Spišské Tomášovce,2110,48.9496018,20.462064,543586,2,16,0,79,286,5,7,33,2,198,2,630,1640,38.41
543594,Spišské Vlachy,3387,48.9298992,20.8004375,543594,0,10,1,203,541,5,30,27,3,473,1,1294,2629,49.22
543608,Spišský Hrhov,1743,48.9978494,20.6388299,543608,0,4,1,92,268,8,7,28,1,218,0,627,1295,48.42
543616,Spišský Hrušov,1286,48.9514643,20.699092,543616,0,3,0,77,186,1,8,8,0,240,0,523,1045,50.05
543624,Spišský Štvrtok,2578,49.0049324,20.4691787,543624,2,5,0,90,352,4,12,28,0,225,1,719,2007,35.82
543632,Stará Voda,190,48.8037318,20.6760316,543632,0,1,0,15,35,1,1,0,0,33,0,86,165,52.12
543641,Studenec,482,49.0345729,20.763343,543641,0,1,0,32,111,2,6,3,0,65,0,220,421,52.26
543659,Švedlár,2112,48.7999788,20.6830499,543659,1,1,0,53,73,5,5,17,1,221,0,377,1565,24.09
543667,Teplička,1157,48.8793978,20.567243,543667,0,7,0,57,210,4,12,5,1,118,0,414,880,47.05
543675,Torysky - Торискы,327,49.1098224,20.6789312,543675,0,2,0,42,33,2,3,5,0,79,0,166,291,57.04
543683,Úhorná,141,48.7067648,20.6621445,543683,0,0,1,11,30,0,2,2,0,22,1,69,119,57.98
543691,Uloža,220,49.0440518,20.6384511,543691,0,0,0,21,52,0,1,0,0,38,0,112,190,58.95
543705,Veľký Folkmar,884,48.8413792,21.0307535,543705,0,0,1,64,129,2,13,6,0,215,0,430,750,57.33
543713,Vítkovce,634,48.9236933,20.7240086,543713,0,0,0,17,43,1,5,4,0,50,0,120,449,26.73
543721,Vojkovce,422,48.9557529,20.8738419,543721,0,2,0,35,89,0,4,4,0,66,0,200,330,60.61
543730,Sirník,567,48.5206923,21.8066828,543730,0,0,14,20,38,1,1,7,2,70,1,154,460,33.48
543748,Slivník,751,48.5991206,21.5558348,543748,2,0,0,13,90,1,7,18,0,178,0,309,618,50
543756,Slovenské Nové Mesto,1100,48.4204342,21.6789767,543756,0,0,8,22,65,1,5,9,3,160,0,273,853,32
543764,Soľnička - Szolnocska,225,48.4841111,21.9614795,543764,0,0,29,1,5,3,0,2,0,19,0,59,194,30.41
543772,Somotor - Szomotor,1389,48.4071957,21.8205061,543772,0,1,72,28,77,2,2,22,1,138,0,343,1142,30.04
543781,Stankovce,150,48.7664237,21.6632539,543781,0,1,0,5,28,0,2,0,0,20,0,56,115,48.7
543799,Strážne - Őrös,585,48.3781409,21.8542422,543799,0,0,141,10,12,0,1,6,0,20,0,190,470,40.43
543802,Streda nad Bodrogom - Bodrogszerdahely,2277,48.3698454,21.7589257,543802,0,2,124,28,152,0,5,18,0,198,1,528,1903,27.75
543811,Svinice - Szinyér,216,48.4451213,21.8846605,543811,0,0,43,0,3,0,0,1,1,11,0,59,175,33.71
543829,Trnávka (TV),172,48.7102212,21.6018633,543829,1,0,0,9,19,0,2,4,0,41,0,76,144,52.78
543845,Veľaty,823,48.516827,21.6627568,543845,1,2,0,34,90,2,2,10,0,134,0,275,659,41.73
543853,Veľké Kapušany - Nagykapos,8799,48.5432461,22.0728405,543853,1,3,435,151,416,20,22,72,3,757,2,1882,6971,27
543861,Veľké Ozorovce,752,48.6639981,21.603784,543861,2,1,1,48,58,0,2,7,0,135,0,254,582,43.64
543870,Veľké Raškovce - Nagyráska,287,48.5572597,21.9072534,543870,0,0,32,5,15,0,0,1,0,29,0,82,268,30.6
543888,Veľké Slemence - Nagyszelmenc,588,48.5017726,22.1321496,543888,0,0,68,5,3,2,1,3,0,27,0,109,439,24.83
543896,Veľké Trakany - Nagytárkány,1495,48.3886165,22.0908136,543896,0,0,130,19,30,0,0,8,0,78,0,265,1196,22.16
543900,Veľký Horeš - Nagygéres,1022,48.3869644,21.9054848,543900,0,2,52,16,21,1,1,4,0,70,0,167,833,20.05
543918,Veľký Kamenec - Nagykövesd,738,48.3615448,21.8139143,543918,0,2,98,8,17,0,1,2,0,29,0,157,619,25.36
543926,Viničky - Szőlőske,476,48.401397,21.7380376,543926,0,0,27,16,30,0,0,4,0,58,0,135,368,36.68
543934,Višňov,250,48.7457058,21.6756896,543934,0,2,0,9,24,0,3,2,0,42,0,82,196,41.84
543942,Vojany - Vaján,920,48.5687136,21.9951569,543942,0,0,42,9,19,2,4,9,0,53,0,138,668,20.66
543951,Vojčice,2139,48.680318,21.7299521,543951,0,5,1,90,126,9,10,17,0,304,0,562,1627,34.54
543969,Vojka - Véke,518,48.4533689,21.9148552,543969,0,0,38,2,7,0,0,21,0,7,0,75,408,18.38
543977,Zatín - Zétény,751,48.480272,21.8860484,543977,2,0,78,9,12,0,0,3,0,35,0,139,593,23.44
543985,Zbehňov,358,48.6887175,21.626367,543985,0,0,0,12,43,1,0,13,0,41,0,110,286,38.46
543993,Zemplín - Zemplén,353,48.4396986,21.7952436,543993,0,0,25,3,13,1,0,1,0,42,0,85,86,98.84
544001,Zemplínska Nová Ves,920,48.5556146,21.6750002,544001,1,1,0,39,95,1,6,15,2,158,0,318,729,43.62
544019,Zemplínska Teplica,1796,48.6533387,21.5670792,544019,2,1,3,74,165,2,5,9,1,237,2,501,1263,39.67
544027,Zemplínske Hradište,1128,48.5793695,21.7555805,544027,0,1,6,44,112,3,3,9,1,198,0,377,918,41.07
544035,Zemplínske Jastrabie,643,48.4984968,21.7724407,544035,0,2,0,22,47,0,5,2,0,112,0,190,489,38.85
544043,Zemplínsky Branč,504,48.5462057,21.7099513,544043,0,1,0,18,29,3,1,3,3,68,0,126,394,31.98
